day,timestamp,strike,log_moneyness,iv,iv_fit,iv_resid
0,300,6000,-0.13343616,0.35384917,0.3541593001274131,-0.00031013012741309964
0,300,6500,-0.21347887,0.53624383,0.5353310004453352,0.0009128295546647625
0,400,5000,0.0488854,0.23592346,0.245466513778852,-0.009543053778852006
0,400,5100,0.02908277,0.24111724,0.2371992130246203,0.0039180269753797126
0,400,5200,0.00966468,0.24216533,0.23387094341296016,0.008294386587039848
0,400,5300,-0.00938351,0.24188726,0.23520337272640007,0.00668388727359992
0,400,5400,-0.02807564,0.24218031,0.2409371166857716,0.0012431933142283969
0,400,5500,-0.04642478,0.24007513,0.2508301713620569,-0.010755041362056877
0,400,6000,-0.13343616,0.35407137,0.35526341317524873,-0.001192043175248736
0,400,6500,-0.21347887,0.53658056,0.5352299158340902,0.0013506441659097979
0,500,5000,0.04869492,0.24393669,0.24983526838628667,-0.005898578386286657
0,500,5100,0.02889229,0.24262276,0.2399978193858451,0.002624940614154886
0,500,5200,0.00947421,0.24101197,0.23534914497672832,0.005662825023271673
0,500,5300,-0.00957399,0.24004333,0.23559725845887933,0.004446071541120672
0,500,5400,-0.02826612,0.24111289,0.240470045287346,0.0006428447126539949
0,500,5500,-0.04661526,0.24095773,0.24971361055691194,-0.008755880556911927
0,500,6000,-0.13362664,0.35474741,0.35370620368568884,0.0010412063143111494
0,500,6500,-0.21366934,0.53735336,0.5371167892623139,0.0002365707376861259
0,600,5000,0.04850441,0.24338393,0.248972104375385,-0.005588174375385002
0,600,5100,0.02870178,0.24184339,0.2396075014233053,0.0022358885766946834
0,600,5200,0.0092837,0.23985332,0.23536468579596695,0.00448863420403306
0,600,5300,-0.0097645,0.24153078,0.2359553139767461,0.0055754660232539
0,600,5400,-0.02845663,0.24222143,0.24111066916459195,0.0011107608354080367
0,600,5500,-0.04680577,0.24184121,0.250580030229206,-0.008738820229205996
0,600,6000,-0.13381715,0.35542448,0.3549475228352297,0.0004769571647703086
0,600,6500,-0.21385986,0.5381274,0.5376881121995696,0.00043928780043045457
0,700,5000,0.04850441,0.24353733,0.24912903024414626,-0.005591700244146264
0,700,5100,0.02870178,0.24199583,0.23975852684730628,0.002237303152693715
0,700,5200,0.0092837,0.2400045,0.23551303877054697,0.004491461229453042
0,700,5300,-0.0097645,0.24168302,0.23610404076879346,0.005578979231206538
0,700,5400,-0.02845663,0.24237411,0.2412626466822894,0.0011114633177106148
0,700,5500,-0.04680577,0.24199365,0.2507379773638143,-0.008744327363814308
0,700,6000,-0.13381715,0.35564851,0.35517125518134224,0.0004772548186577352
0,700,6500,-0.21385986,0.53846659,0.5380270241417613,0.00043956585823867744
0,800,5000,0.04831386,0.24298321,0.24886985295367214,-0.005886642953672139
0,800,5100,0.02851123,0.24121388,0.2396555342915922,0.0015583457084077934
0,800,5200,0.00909315,0.24220714,0.2355505109650452,0.006656629034954786
0,800,5300,-0.00995505,0.24149268,0.23626709615491406,0.005225583845085924
0,800,5400,-0.02864718,0.24127842,0.24153718598259885,-0.0002587659825988575
0,800,5500,-0.04699632,0.24287878,0.25111063249360455,-0.008231852493604558
0,800,6000,-0.1340077,0.35632732,0.3558564558113287,0.0004708641886713161
0,800,6500,-0.2140504,0.5392428,0.5387769613472444,0.00046583865275562353
0,900,5000,0.04812328,0.24242788,0.24867899114435185,-0.00625111114435184
0,900,5100,0.02832065,0.24269012,0.2396665278149656,0.003023592185034396
0,900,5200,0.00890256,0.24103618,0.23573855565357638,0.005297624346423613
0,900,5300,-0.01014563,0.24129411,0.23660872933331387,0.00468538066668614
0,900,5400,-0.02883777,0.24238345,0.24201019591716477,0.0003732540828352282
0,900,5500,-0.0471869,0.24376481,0.25169396303959474,-0.007929153039594738
0,900,6000,-0.13419828,0.35700716,0.3567115614062454,0.00029559859375460906
0,900,6500,-0.21424099,0.54002026,0.5395154456907874,0.0005048143092126756
0,1000,5000,0.04831386,0.23473973,0.24370273529725048,-0.00896300529725047
0,1000,5100,0.02851123,0.2392395,0.2362048056779731,0.003034694322026882
0,1000,5200,0.00909315,0.24251354,0.23356986832881796,0.00894367167118204
0,1000,5300,-0.00995505,0.24179817,0.23552364003317952,0.006274529966820486
0,1000,5400,-0.02864718,0.24158364,0.24181051735394968,-0.00022687735394968933
0,1000,5500,-0.04699632,0.24318602,0.25219202855262707,-0.009006008552627065
0,1000,6000,-0.1340077,0.35677808,0.3582060543227106,-0.001427974322710579
0,1000,6500,-0.2140504,0.53992495,0.5385539804334911,0.0013709695665088395
0,1100,4500,0.15386492,0.41016211,0.407697280685955,0.002464829314045014
0,1100,5000,0.04850441,0.24415389,0.255129380897381,-0.010975490897381007
0,1100,5100,0.02870178,0.24260848,0.24357189942329227,-0.0009634194232922833
0,1100,5200,0.0092837,0.24398883,0.23749867786170842,0.006490152138291572
0,1100,5300,-0.0097645,0.24229488,0.23660152554700975,0.00569335445299024
0,1100,5400,-0.02845663,0.24298772,0.24059321836824232,0.0023945016317576673
0,1100,5500,-0.04680577,0.24260629,0.24920575169008374,-0.006599461690083741
0,1100,6000,-0.13381715,0.35654888,0.3533608034612625,0.0031880765387375387
0,1100,6500,-0.21385986,0.5398298,0.5415223420650647,-0.0016925420650646394
0,1200,5000,0.04850441,0.24430876,0.24991817244064563,-0.005609412440645611
0,1200,5100,0.02870178,0.24276237,0.240517984690311,0.002244385309689012
0,1200,5200,0.0092837,0.24076474,0.23625904657135796,0.004505693428642044
0,1200,5300,-0.0097645,0.24244857,0.23685191888918564,0.005596651110814366
0,1200,5400,-0.02845663,0.24314185,0.24202686374441987,0.0011149862555801249
0,1200,5500,-0.04680577,0.24276018,0.25153220729027653,-0.00877202729027654
0,1200,6000,-0.13381715,0.35677505,0.35629628551714915,0.0004787644828508353
0,1200,6500,-0.21385986,0.54017223,0.5397312708566543,0.0004409591433457427
0,1300,5000,0.04831386,0.24375386,0.25063817249495157,-0.006884312494951583
0,1300,5100,0.02851123,0.24424899,0.24125111901660376,0.002997870983396239
0,1300,5200,0.00909315,0.24297533,0.23700253406512975,0.00597279593487024
0,1300,5300,-0.00995505,0.24394151,0.2376031320736745,0.006338377926325495
0,1300,5400,-0.02864718,0.24204366,0.24278331837199874,-0.0007396583719987415
0,1300,5500,-0.04699632,0.24364909,0.25229155283266835,-0.00864246283266834
0,1300,6000,-0.1340077,0.35745744,0.357038932718757,0.00041850728124304126
0,1300,6500,-0.2140504,0.54095306,0.5404141784262163,0.0005388815737836783
0,1400,5000,0.04831386,0.24390887,0.2498179394543931,-0.0059090694543930955
0,1400,5100,0.02851123,0.2421328,0.24056851523343678,0.0015642847665632287
0,1400,5200,0.00909315,0.24312984,0.2364478509498436,0.006681989050156406
0,1400,5300,-0.00995505,0.24241265,0.23716716380065317,0.005245486199346838
0,1400,5400,-0.02864718,0.24219758,0.24245732852740218,-0.00025974852740218157
0,1400,5500,-0.04699632,0.24380403,0.25206724420135607,-0.008263214201356062
0,1400,6000,-0.1340077,0.35768476,0.3572121006311765,0.00047265936882351367
0,1400,6500,-0.2140504,0.54129707,0.5408294572017386,0.00046761279826146307
0,1500,5000,0.04812328,0.2433526,0.249627550373394,-0.0062749503733940115
0,1500,5100,0.02832065,0.24361583,0.240580708723638,0.0030351212763620183
0,1500,5200,0.00890256,0.24195558,0.2366377526115133,0.005317827388486712
0,1500,5300,-0.01014563,0.2422145,0.23751124447003893,0.0047032555299610646
0,1500,5400,-0.02883777,0.24330799,0.2429333134741576,0.0003746765258424156
0,1500,5500,-0.0471869,0.24469462,0.25265401749792976,-0.00795939749792976
0,1500,6000,-0.13419828,0.35836892,0.3580721916794535,0.0002967283205465021
0,1500,6500,-0.21424099,0.5420801,0.5415733611698749,0.0005067388301250864
0,1600,4000,0.27117152,0.68709492,0.6876606366963651,-0.0005657166963650706
0,1600,5000,0.04802797,0.24723113,0.24948874971417015,-0.002257619714170156
0,1600,5100,0.02822534,0.24329826,0.24106842718565022,0.002229832814349769
0,1600,5200,0.00880726,0.24313208,0.23763427929371908,0.00549780070628092
0,1600,5300,-0.01024094,0.24303487,0.23890534272286512,0.0041295272771348646
0,1600,5400,-0.02893307,0.24394115,0.24461978357509193,-0.0006786335750919303
0,1600,5500,-0.04728221,0.24521842,0.25453330978612876,-0.009314889786128766
0,1600,6000,-0.13429359,0.35882577,0.35959533615643025,-0.0007695661564302569
0,1600,6500,-0.2143363,0.54264506,0.5409157948695793,0.0017292651304207096
0,1700,5000,0.04802797,0.24738896,0.2520099981453368,-0.00462103814533682
0,1700,5100,0.02822534,0.24345357,0.24243399294731247,0.0010195770526875425
0,1700,5200,0.00880726,0.24328728,0.23804140314630343,0.005245876853696568
0,1700,5300,-0.01024094,0.24319001,0.23854045179721853,0.004649558202781484
0,1700,5400,-0.02893307,0.24409688,0.24365922165804518,0.00043765834195480524
0,1700,5500,-0.04728221,0.24537496,0.2531440044804599,-0.007769044480459925
0,1700,6000,-0.13429359,0.35905483,0.358277051342056,0.0007777786579439838
0,1700,6500,-0.2143363,0.54299146,0.5427318264832677,0.00025963351673230495
0,1800,5000,0.04812328,0.24381894,0.25010591979177876,-0.006286979791778752
0,1800,5100,0.02832065,0.24408268,0.24104174038294107,0.0030409396170589242
0,1800,5200,0.00890256,0.24241925,0.23709122746815045,0.005328022531849552
0,1800,5300,-0.01014563,0.24267866,0.2379663926426123,0.004712267357387695
0,1800,5400,-0.02883777,0.24377425,0.24339885174063994,0.0003753982593600602
0,1800,5500,-0.0471869,0.24516353,0.25313818365374996,-0.007974653653749969
0,1800,6000,-0.13419828,0.35905567,0.358758375454558,0.00029729454544197287
0,1800,6500,-0.21424099,0.54311891,0.5426111988655697,0.0005077111344302665
0,1900,5000,0.04821857,0.24010813,0.2490005610488332,-0.008892431048833194
0,1900,5100,0.02841594,0.24471233,0.24047055960369046,0.0042417703963095466
0,1900,5200,0.00899786,0.24493463,0.2369679056456069,0.007966724354393079
0,1900,5300,-0.01005034,0.24385722,0.23820933050278,0.0056478894972200044
0,1900,5400,-0.02874247,0.24345106,0.24393085159038316,-0.0004797915903831662
0,1900,5500,-0.04709161,0.24495186,0.25388617170160993,-0.008934311701609937
0,1900,6000,-0.13410298,0.35905667,0.35961634195715864,-0.000559671957158614
0,1900,6500,-0.21414569,0.54324675,0.5422369279499378,0.0010098220500621702
0,2000,5000,0.04831386,0.24484518,0.25176031574187707,-0.0069151357418770765
0,2000,5100,0.02851123,0.24534253,0.2423312355437356,0.003011294456264413
0,2000,5200,0.00909315,0.24406316,0.2380636295035958,0.0059995304964041984
0,2000,5300,-0.00995505,0.24503368,0.2386669168831371,0.006366763116862906
0,2000,5400,-0.02864718,0.24312733,0.243870295999523,-0.0007429659995230042
0,2000,5500,-0.04699632,0.24473994,0.2534211005454098,-0.008681160545409794
0,2000,6000,-0.1340077,0.35905783,0.3586374509160945,0.0004203790839055199
0,2000,6500,-0.2140504,0.54337499,0.5428336948666272,0.0005412951333727545
0,2100,5000,0.04821857,0.24041616,0.24931999852795544,-0.008903838527955454
0,2100,5100,0.02841594,0.24502627,0.2407790551561333,0.004247214843866698
0,2100,5200,0.00899786,0.24524885,0.23727190857339794,0.007976941426602047
0,2100,5300,-0.01005034,0.24417006,0.23851492671819272,0.005655133281807279
0,2100,5400,-0.02874247,0.24376338,0.24424378835699945,-0.0004804083569994455
0,2100,5500,-0.04709161,0.24526611,0.2542118803219231,-0.008945770321923091
0,2100,6000,-0.13410298,0.3595173,0.3600776895237966,-0.0005603895237966117
0,2100,6500,-0.21414569,0.54394367,0.5429325528216011,0.001011117178398857
0,2200,5000,0.04821857,0.24057062,0.24948017886372476,-0.008909558863724742
0,2200,5100,0.02841594,0.24518369,0.2409337481756451,0.004249941824354897
0,2200,5200,0.00899786,0.24540642,0.23742434827237022,0.00798207172762977
0,2200,5300,-0.01005034,0.24432693,0.2386681648711157,0.005658765128884302
0,2200,5400,-0.02874247,0.24391999,0.2444007069234993,-0.00048071692349929696
0,2200,5500,-0.04709161,0.24542368,0.2543752028234205,-0.008951522823420516
0,2200,6000,-0.13410298,0.35974828,0.3603090255560631,-0.0005607455560631136
0,2200,6500,-0.21414569,0.54429313,0.5432813645141614,0.0010117654858385894
0,2300,4500,0.15367438,0.41286645,0.410352609262158,0.002513840737841999
0,2300,5000,0.04831386,0.2453174,0.256983252154415,-0.011665852154414985
0,2300,5100,0.02851123,0.24581571,0.2453984560762242,0.0004172539237757844
0,2300,5200,0.00909315,0.24453387,0.23933634187583203,0.0051975281241679605
0,2300,5300,-0.00995505,0.24550626,0.23848654014017837,0.007019719859821638
0,2300,5400,-0.02864718,0.24359623,0.2425597966234012,0.0010364333765987832
0,2300,5500,-0.04699632,0.24521196,0.2512862129491883,-0.006074252949188286
0,2300,6000,-0.1340077,0.35975033,0.3564374115471901,0.0033129184528098987
0,2300,6500,-0.2140504,0.54442297,0.5461805593714125,-0.0017575893714125712
0,2400,5000,0.04850441,0.24194185,0.249533754587053,-0.007591904587053
0,2400,5100,0.02870178,0.24463219,0.24081587310227884,0.0038163168977211614
0,2400,5200,0.0092837,0.24261918,0.23716705463600343,0.005452125363996557
0,2400,5300,-0.0097645,0.24431598,0.2383017228215805,0.0060142571784194965
0,2400,5400,-0.02845663,0.2450146,0.2439537436479184,0.0010608563520816128
0,2400,5500,-0.04680577,0.24462999,0.25387481142206353,-0.009244821422063537
0,2400,6000,-0.13381715,0.35952304,0.35990080322411383,-0.000377763224113814
0,2400,6500,-0.21385986,0.5443328,0.5434618665589888,0.0008709334410111902
0,2500,5000,0.04831386,0.24563373,0.2515845889629121,-0.005950858962912087
0,2500,5100,0.02851123,0.2438451,0.24226975719852195,0.001575342801478058
0,2500,5200,0.00909315,0.2448492,0.23811995442947592,0.006729245570524067
0,2500,5300,-0.00995505,0.24412694,0.238844355666517,0.005282584333482998
0,2500,5400,-0.02864718,0.24391035,0.2441719324772189,-0.0002615824772189135
0,2500,5500,-0.04699632,0.24552816,0.25384980822161185,-0.008321648221611855
0,2500,6000,-0.1340077,0.36021422,0.35973822571350955,0.0004759942864904221
0,2500,6500,-0.2140504,0.545125,0.5446540773302325,0.00047092266976744845
0,2600,4500,0.15348379,0.41321399,0.41029648311625755,0.0029175068837424267
0,2600,5000,0.04812328,0.24507575,0.2570430657556547,-0.011967315755654712
0,2600,5100,0.02832065,0.24534084,0.24551678864887289,-0.0001759486488728812
0,2600,5200,0.00890256,0.24366884,0.23952334202226527,0.0041454979777347245
0,2600,5300,-0.01014563,0.24562949,0.23875176205853502,0.0068777279414649894
0,2600,5400,-0.02883777,0.24503082,0.2429122346113162,0.0021185853886838135
0,2600,5500,-0.0471869,0.24642727,0.2517343323905873,-0.005307062390587286
0,2600,6000,-0.13419828,0.36090649,0.35747513056943314,0.0034313594305668826
0,2600,6500,-0.21424099,0.5459185,0.5479588508270774,-0.0020403508270774307
0,2700,5000,0.04812328,0.24523422,0.2515576890715154,-0.006323469071515375
0,2700,5100,0.02832065,0.24549949,0.24244089785181322,0.0030585921481867673
0,2700,5200,0.00890256,0.2438264,0.23846745553221765,0.005358944467782345
0,2700,5300,-0.01014563,0.24408732,0.23934770207144848,0.004739617928551515
0,2700,5400,-0.02883777,0.24518927,0.2448116954606853,0.00037757453931469565
0,2700,5500,-0.0471869,0.24658662,0.25460756101537,-0.008020941015370014
0,2700,6000,-0.13419828,0.36113986,0.3608408350673889,0.00029902493261108054
0,2700,6500,-0.21424099,0.5462715,0.545760843929561,0.0005106560704389862
0,2800,5000,0.04793265,0.24467484,0.25144055978390906,-0.006765719783909052
0,2800,5100,0.02813003,0.24470498,0.24254584912151136,0.0021591308784886243
0,2800,5200,0.00871194,0.24604129,0.23876418869943747,0.007277101300562527
0,2800,5300,-0.01033625,0.24558674,0.23980756848373178,0.005779171516268222
0,2800,5400,-0.02902839,0.24405551,0.24540758058809928,-0.0013520705880992745
0,2800,5500,-0.04737753,0.24748747,0.2553137893902764,-0.007826319390276393
0,2800,6000,-0.1343889,0.36183396,0.36175753511621184,7.642488378817314e-05
0,2800,6500,-0.21443161,0.5470673,0.5464150188168229,0.0006522811831771724
0,2900,5000,0.04812328,0.2323542,0.24214745834356372,-0.009793258343563704
0,2900,5100,0.02832065,0.24122463,0.23578710206601816,0.005437527933981834
0,2900,5200,0.00890256,0.24073285,0.23418653307959664,0.006546316920403361
0,2900,5300,-0.01014563,0.24269953,0.23707693056121554,0.005622599438784459
0,2900,5400,-0.02883777,0.24550707,0.2442077955675418,0.0012992744324581973
0,2900,5500,-0.0471869,0.24690624,0.2553454078522824,-0.008439167852282381
0,2900,6000,-0.13419828,0.36160796,0.3639684701344208,-0.00236051013442079
0,2900,6500,-0.21424099,0.54697957,0.5452923523953611,0.0016872176046388576
0,3000,4500,0.15329317,0.41383275,0.4108697406626547,0.0029630093373453348
0,3000,5000,0.04793265,0.24499239,0.2581494585957417,-0.013157068595741672
0,3000,5100,0.02813003,0.24729649,0.24670548171667084,0.0005910082833291697
0,3000,5200,0.00871194,0.24636061,0.24078722638854044,0.005573383611459565
0,3000,5300,-0.01033625,0.24590548,0.2400841103277548,0.005821369672245197
0,3000,5400,-0.02902839,0.24663094,0.24430666903185996,0.0023242709681400298
0,3000,5500,-0.04737753,0.24780867,0.2531848079956399,-0.005376137995639907
0,3000,6000,-0.1343889,0.36230357,0.3591250670187047,0.0031785029812952947
0,3000,6500,-0.21443161,0.54777731,0.5496956482624328,-0.0019183382624328171
0,3100,5000,0.04812328,0.24587119,0.25221108576508733,-0.006339895765087339
0,3100,5100,0.02832065,0.24613715,0.24307061451567422,0.003066535484325783
0,3100,5200,0.00890256,0.24445972,0.23908685156590553,0.005372868434094458
0,3100,5300,-0.01014563,0.24472132,0.23996938450782898,0.004751935492171011
0,3100,5400,-0.02883777,0.24582612,0.2454475701818205,0.0003785498181795022
0,3100,5500,-0.0471869,0.2472271,0.25526887968081624,-0.008041779680816236
0,3100,6000,-0.13419828,0.36207789,0.36177808557824676,0.00029980442175325805
0,3100,6500,-0.21424099,0.54769039,0.5471784082046204,0.0005119817953795902
0,3200,4500,0.15329317,0.41437124,0.41157228117454175,0.00279895882545822
0,3200,5000,0.04793265,0.24531119,0.25820234086489063,-0.012891150864890621
0,3200,5100,0.02813003,0.24761828,0.24669565840115912,0.0009226215988408781
0,3200,5200,0.00871194,0.24668119,0.24073416656206134,0.005947023437938653
0,3200,5300,-0.01033625,0.24622546,0.24000619699696019,0.006219263003039821
0,3200,5400,-0.02902839,0.24469025,0.24422127272965038,0.0004689772703496131
0,3200,5500,-0.04737753,0.24813113,0.2531083543831924,-0.004977224383192397
0,3200,6000,-0.1343889,0.36277501,0.359310719103006,0.0034642908969940156
0,3200,6500,-0.21443161,0.5484901,0.5504428597845379,-0.0019527597845379052
0,3300,4000,0.27098088,0.69423584,0.6947834954752465,-0.000547655475246489
0,3300,5000,0.04783733,0.24922783,0.25215434277080884,-0.0029265127708088257
0,3300,5100,0.0280347,0.24729889,0.24368104479784983,0.003617845202150166
0,3300,5200,0.00861662,0.24445938,0.24024918155213518,0.004210198447864827
0,3300,5300,-0.01043158,0.24705759,0.2415746611543481,0.00548292884565188
0,3300,5400,-0.02912371,0.24533044,0.24739273444367443,-0.002062294443674423
0,3300,5500,-0.04747285,0.24866452,0.25745638981528296,-0.00879186981528296
0,3300,6000,-0.13448423,0.36324232,0.3638831304742396,-0.0006408104742395837
0,3300,6500,-0.21452694,0.54906933,0.547411159516414,0.0016581704835860744
0,3400,4500,0.15310251,0.41445738,0.4114530556696281,0.003004324330371899
0,3400,5000,0.047742,0.24490964,0.2586961919605492,-0.013786551960549204
0,3400,5100,0.02793937,0.24924209,0.2472833582063085,0.0019587317936914928
0,3400,5200,0.00852128,0.24564616,0.24140733294951555,0.0042388270504844505
0,3400,5300,-0.01052691,0.2478901,0.24075688412684046,0.007133215873159543
0,3400,5400,-0.02921905,0.24597133,0.24504194890805808,0.0009293810919419054
0,3400,5500,-0.04756818,0.24919863,0.25399186870100376,-0.00479323870100376
0,3400,6000,-0.13457956,0.36371041,0.360413199721408,0.0032972102785919777
0,3400,6500,-0.21462227,0.54964957,0.5516314697566888,-0.001981899756688721
0,3500,4500,0.15310251,0.41472818,0.4117218912653222,0.0030062887346777867
0,3500,5000,0.047742,0.24506966,0.2588652217210095,-0.013795561721009514
0,3500,5100,0.02793937,0.24940494,0.24744493127056655,0.0019600087294334434
0,3500,5200,0.00852128,0.24580666,0.2415650668799886,0.004241593120011405
0,3500,5300,-0.01052691,0.24805207,0.2409141931374751,0.0071378768625249
0,3500,5400,-0.02921905,0.24613205,0.24520205769558964,0.0009299923044103486
0,3500,5500,-0.04756818,0.24936146,0.2541578251230274,-0.0047963651230274185
0,3500,6000,-0.13457956,0.36394805,0.3606486885272838,0.0032993614727162
0,3500,6500,-0.21462227,0.5500087,0.5519918943797364,-0.001983194379736375
0,3600,4500,0.15291182,0.41454431,0.41146532763258753,0.003078982367412497
0,3600,5000,0.0475513,0.24450684,0.25857445301957205,-0.014067613019572045
0,3600,5100,0.02774867,0.24859907,0.24718234949888476,0.0014167205011152428
0,3600,5200,0.00833059,0.24801506,0.24134076153608017,0.006674298463919842
0,3600,5300,-0.01071761,0.24611907,0.24073766374509284,0.005381406254907156
0,3600,5400,-0.02940974,0.24496508,0.24508226039129768,-0.0001171803912976832
0,3600,5500,-0.04775888,0.25026904,0.25410321732631286,-0.00383417732631286
0,3600,6000,-0.13477025,0.36464892,0.36103119299217734,0.0036177270078226464
0,3600,6500,-0.21481296,0.55081307,0.5529632338579944,-0.0021501638579943805
0,3700,5000,0.047742,0.24539064,0.252550290704673,-0.007159650704673004
0,3700,5100,0.02793937,0.24746389,0.2438166254450201,0.0036472645549798788
0,3700,5200,0.00852128,0.24612861,0.24019739206747884,0.00593121793252116
0,3700,5300,-0.01052691,0.24665979,0.2414044372854351,0.005255352714564898
0,3700,5400,-0.02921905,0.24645442,0.24716922686101267,-0.0007148068610126623
0,3700,5500,-0.04756818,0.24968806,0.257241201688376,-0.007553141688376008
0,3700,6000,-0.13457956,0.36442474,0.3645252534105685,-0.00010051341056849239
0,3700,6500,-0.21462227,0.55072908,0.5500348025374358,0.0006942774625642301
0,3800,4000,0.27050412,0.81561687,0.8269328780489316,-0.011316008048931514
0,3800,4500,0.15272109,0.47435461,0.44431216522927985,0.030042444770720156
0,3800,5000,0.04736057,0.25990233,0.2733363156673582,-0.013433985667358206
0,3800,5100,0.02755794,0.25466695,0.2592591952962266,-0.004592245296226594
0,3800,5200,0.00813986,0.25037803,0.25100414609076677,-0.0006261160907667929
0,3800,5300,-0.01090834,0.2495018,0.24824465448483962,0.0012571455151603739
0,3800,5400,-0.02960047,0.24854199,0.25067640685750137,-0.0021344168575013756
0,3800,5500,-0.04794961,0.25134237,0.25801543412643274,-0.0066730641264327595
0,3800,6000,-0.13496099,0.36559055,0.35960892188654503,0.005981628113454984
0,3800,6500,-0.21500369,0.55198062,0.5504860023121189,0.0014946176878811723
0,3900,4000,0.27059949,0.69609986,0.6967225439457604,-0.0006226839457603717
0,3900,5000,0.04745594,0.24874449,0.2523870361277009,-0.003642546127700902
0,3900,5100,0.02765331,0.24860256,0.24394589692805566,0.004656663071944345
0,3900,5200,0.00823523,0.24611004,0.24057463037070273,0.005535409629297272
0,3900,5300,-0.01081297,0.24727277,0.2419875128435891,0.0052852571564109
0,3900,5400,-0.0295051,0.245927,0.24791827513096937,-0.001991275130969361
0,3900,5500,-0.04785424,0.24721943,0.2581184882279856,-0.01089905822798562
0,3900,6000,-0.13486562,0.36559881,0.3655426193066106,5.619069338941296e-05
0,3900,6500,-0.21490832,0.55212043,0.5504983871186254,0.0016220428813745746
0,4000,5000,0.04726519,0.24817469,0.2546672854799599,-0.006492595479959923
0,4000,5100,0.02746257,0.24779223,0.24531029797427664,0.00248193202572336
0,4000,5200,0.00804448,0.24831132,0.2411854638955708,0.007125856104429201
0,4000,5300,-0.01100372,0.2470441,0.24199815972668648,0.0050459402733135095
0,4000,5400,-0.02969585,0.24704775,0.24747380469574895,-0.0004260546957489397
0,4000,5500,-0.04804499,0.2481206,0.2573562117251153,-0.009235611725115306
0,4000,6000,-0.13505636,0.36630329,0.3650127256947339,0.0012905643052660842
0,4000,6500,-0.21509907,0.55292934,0.5527193708079084,0.00020996919209159692
0,4100,4500,0.15253032,0.41499366,0.41290858985118073,0.002085070148819257
0,4100,5000,0.0471698,0.24797094,0.2582837918263471,-0.010312851826347086
0,4100,5100,0.02736718,0.2474676,0.24675359518767476,0.0007140048123252529
0,4100,5200,0.00794909,0.24607704,0.24083429116874933,0.005242748831250671
0,4100,5300,-0.0110991,0.24787332,0.24021047717509472,0.007662842824905286
0,4100,5400,-0.02979124,0.24536865,0.24458819716523628,0.0007804528347637174
0,4100,5500,-0.04814038,0.24460656,0.25369316625528604,-0.00908660625528604
0,4100,6000,-0.13515175,0.3667767,0.361714133694535,0.005062566305465033
0,4100,6500,-0.21519446,0.55351653,0.5556647576758965,-0.002148227675896508
0,4200,5000,0.04707441,0.24776687,0.2550241712938046,-0.007257301293804613
0,4200,5100,0.02727178,0.24939198,0.24519830063086615,0.004193679369133868
0,4200,5200,0.00785369,0.24725518,0.24070327200330333,0.006551907996696665
0,4200,5300,-0.0111945,0.24696945,0.24123900448544502,0.005730445514554983
0,4200,5400,-0.02988663,0.24600784,0.24652583640477327,-0.0005179964047732633
