day,timestamp,S,check,strike_a,strike_b,strike_c,lhs,rhs,edge
0,34100,5228.5,intrinsic_floor,4500,,,728.0,728.5,0.5
0,34200,5229.5,intrinsic_floor,4500,,,729.0,729.5,0.5
0,34500,5228.5,intrinsic_floor,4500,,,728.0,728.5,0.5
0,34600,5228.5,intrinsic_floor,4500,,,728.0,728.5,0.5
0,34700,5229.5,intrinsic_floor,4500,,,729.0,729.5,0.5
0,35300,5231.5,intrinsic_floor,4000,,,1230.5,1231.5,1.0
0,35300,5231.5,intrinsic_floor,4500,,,731.0,731.5,0.5
0,36200,5232.5,intrinsic_floor,4500,,,732.0,732.5,0.5
0,36600,5230.5,intrinsic_floor,4500,,,730.0,730.5,0.5
0,37400,5235.5,intrinsic_floor,4500,,,735.0,735.5,0.5
0,38000,5234.5,intrinsic_floor,4500,,,734.0,734.5,0.5
0,38200,5234.5,intrinsic_floor,4500,,,734.0,734.5,0.5
0,38500,5232.5,intrinsic_floor,4000,,,1231.5,1232.5,1.0
0,38500,5232.5,intrinsic_floor,4500,,,731.0,732.5,1.5
0,38700,5233.5,intrinsic_floor,4500,,,733.0,733.5,0.5
0,39200,5231.5,intrinsic_floor,4500,,,731.0,731.5,0.5
0,39300,5231.5,intrinsic_floor,4000,,,1231.0,1231.5,0.5
0,39300,5231.5,intrinsic_floor,4500,,,731.0,731.5,0.5
0,39900,5232.5,intrinsic_floor,4500,,,732.0,732.5,0.5
0,40100,5231.5,intrinsic_floor,4500,,,731.0,731.5,0.5
0,40300,5233.5,intrinsic_floor,4500,,,733.0,733.5,0.5
0,40500,5233.5,intrinsic_floor,4000,,,1232.0,1233.5,1.5
0,40500,5233.5,intrinsic_floor,4500,,,732.0,733.5,1.5
0,41300,5232.0,intrinsic_floor,4000,,,1230.5,1232.0,1.5
0,41300,5232.0,intrinsic_floor,4500,,,731.0,732.0,1.0
0,41500,5231.5,intrinsic_floor,4500,,,731.0,731.5,0.5
0,41600,5230.5,intrinsic_floor,4500,,,730.0,730.5,0.5
0,41800,5230.5,intrinsic_floor,4000,,,1229.0,1230.5,1.5
0,41800,5230.5,intrinsic_floor,4500,,,729.0,730.5,1.5
0,42300,5232.5,intrinsic_floor,4000,,,1232.0,1232.5,0.5
0,42300,5232.5,intrinsic_floor,4500,,,732.0,732.5,0.5
0,42400,5231.5,intrinsic_floor,4000,,,1231.0,1231.5,0.5
0,42400,5231.5,intrinsic_floor,4500,,,731.0,731.5,0.5
0,42800,5231.5,intrinsic_floor,4500,,,731.0,731.5,0.5
0,43200,5233.5,intrinsic_floor,4000,,,1233.0,1233.5,0.5
0,43200,5233.5,intrinsic_floor,4500,,,733.0,733.5,0.5
0,43300,5234.5,intrinsic_floor,4000,,,1234.0,1234.5,0.5
0,43300,5234.5,intrinsic_floor,4500,,,734.0,734.5,0.5
0,43500,5232.5,intrinsic_floor,4500,,,732.0,732.5,0.5
0,44400,5233.5,intrinsic_floor,4500,,,733.0,733.5,0.5
0,44800,5232.5,intrinsic_floor,4500,,,732.0,732.5,0.5
0,44900,5232.5,intrinsic_floor,4500,,,732.0,732.5,0.5
0,45100,5234.5,intrinsic_floor,4000,,,1229.0,1234.5,5.5
0,45100,5234.5,intrinsic_floor,4500,,,730.0,734.5,4.5
0,45300,5235.5,intrinsic_floor,4500,,,735.0,735.5,0.5
0,45400,5234.5,intrinsic_floor,4000,,,1234.0,1234.5,0.5
0,45400,5234.5,intrinsic_floor,4500,,,734.0,734.5,0.5
0,45700,5233.5,intrinsic_floor,4500,,,733.0,733.5,0.5
0,46000,5234.5,intrinsic_floor,4500,,,734.0,734.5,0.5
0,46100,5235.5,intrinsic_floor,4500,,,735.0,735.5,0.5
0,46700,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,47500,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,47700,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,47900,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,49100,5233.5,intrinsic_floor,4500,,,733.0,733.5,0.5
0,49500,5235.5,intrinsic_floor,4500,,,735.0,735.5,0.5
0,49800,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,50100,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,50300,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,51000,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,51100,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,51800,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,52600,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,53200,5235.5,intrinsic_floor,4500,,,735.0,735.5,0.5
0,53300,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,53700,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,54700,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,55300,5238.5,intrinsic_floor,4500,,,738.0,738.5,0.5
0,56000,5242.0,intrinsic_floor,4000,,,1241.5,1242.0,0.5
0,56100,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,56300,5245.5,intrinsic_floor,4500,,,745.0,745.5,0.5
0,56400,5246.5,intrinsic_floor,4500,,,746.0,746.5,0.5
0,56600,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,56700,5244.5,intrinsic_floor,4000,,,1243.5,1244.5,1.0
0,56700,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,56800,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,57000,5245.5,intrinsic_floor,4500,,,745.0,745.5,0.5
0,57800,5244.5,intrinsic_floor,4000,,,1243.5,1244.5,1.0
0,57800,5244.5,intrinsic_floor,4500,,,743.0,744.5,1.5
0,58000,5244.5,intrinsic_floor,4000,,,1243.5,1244.5,1.0
0,58000,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,58300,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,58500,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,58600,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,58900,5243.5,intrinsic_floor,4000,,,1242.5,1243.5,1.0
0,58900,5243.5,intrinsic_floor,4500,,,742.0,743.5,1.5
0,59000,5244.5,intrinsic_floor,4000,,,1243.0,1244.5,1.5
0,59000,5244.5,intrinsic_floor,4500,,,743.0,744.5,1.5
0,59300,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,59500,5245.5,intrinsic_floor,4500,,,745.0,745.5,0.5
0,59800,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,59900,5243.5,intrinsic_floor,4500,,,743.0,743.5,0.5
0,60000,5244.5,intrinsic_floor,4000,,,1243.5,1244.5,1.0
0,60000,5244.5,intrinsic_floor,4500,,,743.0,744.5,1.5
0,60300,5245.5,intrinsic_floor,4500,,,745.0,745.5,0.5
0,60500,5247.0,intrinsic_floor,4000,,,1245.5,1247.0,1.5
0,60500,5247.0,intrinsic_floor,4500,,,746.0,747.0,1.0
0,60600,5243.5,intrinsic_floor,4500,,,743.0,743.5,0.5
0,60700,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,60800,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,60900,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,61300,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,61400,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,61600,5240.5,intrinsic_floor,4000,,,1239.5,1240.5,1.0
0,61600,5240.5,intrinsic_floor,4500,,,739.5,740.5,1.0
0,61900,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,62300,5238.5,intrinsic_floor,4500,,,738.0,738.5,0.5
0,62400,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,63200,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,63300,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,63500,5237.5,intrinsic_floor,4500,,,737.0,737.5,0.5
0,63900,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,64000,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,64100,5240.5,intrinsic_floor,4000,,,1239.5,1240.5,1.0
0,64100,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,65100,5234.5,intrinsic_floor,4000,,,1233.0,1234.5,1.5
0,65100,5234.5,intrinsic_floor,4500,,,733.0,734.5,1.5
0,65200,5232.5,intrinsic_floor,4500,,,732.0,732.5,0.5
0,65600,5235.5,intrinsic_floor,4500,,,735.0,735.5,0.5
0,66400,5237.5,intrinsic_floor,4500,,,737.0,737.5,0.5
0,66900,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,67000,5238.5,intrinsic_floor,4500,,,738.0,738.5,0.5
0,68100,5233.5,intrinsic_floor,4500,,,733.0,733.5,0.5
0,68400,5232.5,intrinsic_floor,4000,,,1227.0,1232.5,5.5
0,68400,5232.5,intrinsic_floor,4500,,,728.5,732.5,4.0
0,68600,5235.5,intrinsic_floor,4500,,,735.0,735.5,0.5
0,68800,5237.5,intrinsic_floor,4500,,,737.0,737.5,0.5
0,69000,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,69200,5240.5,intrinsic_floor,4000,,,1239.5,1240.5,1.0
0,69200,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,69500,5241.5,intrinsic_floor,4000,,,1236.0,1241.5,5.5
0,69500,5241.5,intrinsic_floor,4500,,,737.5,741.5,4.0
0,69600,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,70100,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,70300,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,70800,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,70900,5240.5,intrinsic_floor,4000,,,1239.0,1240.5,1.5
0,70900,5240.5,intrinsic_floor,4500,,,739.0,740.5,1.5
0,71200,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,71600,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,71700,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,72100,5243.5,intrinsic_floor,4500,,,743.0,743.5,0.5
0,72300,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,72400,5243.5,intrinsic_floor,4500,,,743.0,743.5,0.5
0,72500,5243.5,intrinsic_floor,4500,,,743.0,743.5,0.5
0,72600,5243.5,intrinsic_floor,4500,,,743.0,743.5,0.5
0,72900,5245.5,intrinsic_floor,4500,,,745.0,745.5,0.5
0,73100,5244.0,intrinsic_floor,4000,,,1243.5,1244.0,0.5
0,73300,5245.5,intrinsic_floor,4500,,,745.0,745.5,0.5
0,73600,5246.5,intrinsic_floor,4500,,,746.0,746.5,0.5
0,73700,5245.5,intrinsic_floor,4500,,,745.0,745.5,0.5
0,73900,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,74400,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,74500,5243.5,intrinsic_floor,4500,,,743.0,743.5,0.5
0,74800,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,74900,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,75000,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,75300,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,75400,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,75600,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,75700,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,76000,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,76400,5245.5,intrinsic_floor,4500,,,745.0,745.5,0.5
0,76500,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,76700,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,77100,5243.5,intrinsic_floor,4500,,,743.0,743.5,0.5
0,77800,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,77900,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,78100,5246.0,intrinsic_floor,4000,,,1244.5,1246.0,1.5
0,78100,5246.0,intrinsic_floor,4500,,,745.0,746.0,1.0
0,78200,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,78400,5244.0,intrinsic_floor,4000,,,1243.5,1244.0,0.5
0,78500,5246.5,intrinsic_floor,4500,,,746.0,746.5,0.5
0,78700,5246.5,intrinsic_floor,4500,,,746.0,746.5,0.5
0,79300,5247.0,intrinsic_floor,4000,,,1246.5,1247.0,0.5
0,79700,5250.5,intrinsic_floor,4500,,,750.0,750.5,0.5
0,79800,5249.5,intrinsic_floor,4500,,,749.0,749.5,0.5
0,79900,5250.5,intrinsic_floor,4500,,,750.0,750.5,0.5
0,80000,5249.5,intrinsic_floor,4500,,,749.0,749.5,0.5
0,80500,5250.5,intrinsic_floor,4500,,,750.0,750.5,0.5
0,80700,5252.5,intrinsic_floor,4500,,,752.0,752.5,0.5
0,80900,5251.5,intrinsic_floor,4500,,,751.0,751.5,0.5
0,81100,5253.5,intrinsic_floor,4500,,,753.0,753.5,0.5
0,81400,5253.5,intrinsic_floor,4500,,,753.0,753.5,0.5
0,81900,5252.5,intrinsic_floor,4500,,,752.0,752.5,0.5
0,82000,5252.5,intrinsic_floor,4500,,,752.0,752.5,0.5
0,82100,5252.0,intrinsic_floor,4000,,,1251.5,1252.0,0.5
0,82200,5251.0,intrinsic_floor,4000,,,1250.5,1251.0,0.5
0,82300,5250.5,intrinsic_floor,4500,,,750.0,750.5,0.5
0,82900,5248.5,intrinsic_floor,4500,,,748.0,748.5,0.5
0,83000,5248.5,intrinsic_floor,4500,,,748.0,748.5,0.5
0,83200,5248.5,intrinsic_floor,4500,,,748.0,748.5,0.5
0,83300,5248.0,intrinsic_floor,4000,,,1247.5,1248.0,0.5
0,83600,5246.5,intrinsic_floor,4500,,,746.0,746.5,0.5
0,83700,5246.0,intrinsic_floor,4000,,,1245.5,1246.0,0.5
0,83800,5247.0,intrinsic_floor,4000,,,1246.5,1247.0,0.5
0,83900,5246.0,intrinsic_floor,4000,,,1245.5,1246.0,0.5
0,84100,5246.5,intrinsic_floor,4500,,,746.0,746.5,0.5
0,84200,5245.5,intrinsic_floor,4500,,,745.0,745.5,0.5
0,84600,5243.5,intrinsic_floor,4500,,,743.0,743.5,0.5
0,84900,5244.5,intrinsic_floor,4500,,,744.0,744.5,0.5
0,85000,5244.5,intrinsic_floor,4000,,,1243.5,1244.5,1.0
0,85000,5244.5,intrinsic_floor,4500,,,743.0,744.5,1.5
0,85300,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,85400,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,85500,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,85600,5240.5,intrinsic_floor,4500,,,740.0,740.5,0.5
0,86100,5241.5,intrinsic_floor,4000,,,1240.0,1241.5,1.5
0,86100,5241.5,intrinsic_floor,4500,,,740.0,741.5,1.5
0,86600,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,86700,5241.5,intrinsic_floor,4500,,,741.0,741.5,0.5
0,86800,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,86900,5242.5,intrinsic_floor,4500,,,742.0,742.5,0.5
0,87400,5240.5,intrinsic_floor,4000,,,1235.0,1240.5,5.5
0,87400,5240.5,intrinsic_floor,4500,,,736.5,740.5,4.0
0,87500,5239.5,intrinsic_floor,4500,,,739.0,739.5,0.5
0,87900,5234.5,intrinsic_floor,4000,,,1234.0,1234.5,0.5
0,87900,5234.5,intrinsic_floor,4500,,,734.0,734.5,0.5
0,88000,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,88900,5236.5,intrinsic_floor,4000,,,1231.5,1236.5,5.0
0,88900,5236.5,intrinsic_floor,4500,,,732.5,736.5,4.0
0,90300,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,90700,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,91100,5236.5,intrinsic_floor,4500,,,736.0,736.5,0.5
0,91200,5237.5,intrinsic_floor,4500,,,737.0,737.5,0.5
0,91300,5236.0,intrinsic_floor,4000,,,1235.0,1236.0,1.0
0,91300,5236.0,intrinsic_floor,4500,,,735.0,736.0,1.0
