day,timestamp,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,mid_price,simple_mid,microprice,wall_mid,mm_mid,spread,imb_l1,imbalance,ofi_5,micro_minus_mid,fair_dev_wall,z20,rolling_vol_20,fwd_ret_1,fwd_ret_5
-1,4000,9986.0000,15.0000,10002.0000,15.0000,9994.0000,9994.0000,9994.0000,9993.5000,9994.0000,16.0000,0.0000,0.0000,11.0000,0.0000,0.5000,0.3046,2.6338,-1.0000,-1.5000
-1,4100,9985.0000,15.0000,10001.0000,15.0000,9993.0000,9993.0000,9993.0000,9993.0000,9993.0000,16.0000,0.0000,0.0000,5.0000,0.0000,0.0000,-0.2492,2.6358,-0.5000,0.0000
-1,4300,9983.0000,22.0000,10002.0000,10.0000,9992.5000,9992.5000,9996.0625,9993.5000,9992.5000,19.0000,0.3750,-0.1852,-25.0000,3.5625,-1.0000,-0.5453,2.6282,0.0000,0.5000
-1,4400,9983.0000,30.0000,10002.0000,13.0000,9992.5000,9992.5000,9996.2558,9993.5000,9992.5000,19.0000,0.3953,-0.1781,-12.0000,3.7558,-1.0000,-0.5282,2.6181,1.5000,2.5000
-1,4500,9986.0000,10.0000,10002.0000,10.0000,9994.0000,9994.0000,9994.0000,9994.5000,9994.0000,16.0000,0.0000,0.0000,-11.0000,0.0000,-0.5000,0.2544,2.6288,-1.5000,0.0000
-1,4600,9983.0000,29.0000,10002.0000,15.0000,9992.5000,9992.5000,9995.5227,9993.5000,9992.5000,19.0000,0.3182,-0.2055,-27.0000,3.0227,-1.0000,-0.6145,2.6531,0.5000,1.5000
-1,4700,9985.0000,15.0000,10001.0000,15.0000,9993.0000,9993.0000,9993.0000,9992.0000,9993.0000,16.0000,0.0000,0.5000,3.0000,0.0000,1.0000,-0.3643,2.6552,0.0000,2.0000
-1,4800,9985.0000,14.0000,10001.0000,14.0000,9993.0000,9993.0000,9993.0000,9994.5000,9993.0000,16.0000,0.0000,-0.4400,33.0000,0.0000,-1.5000,-0.4504,2.6438,2.0000,2.5000
-1,4900,9986.0000,15.0000,10004.0000,22.0000,9995.0000,9995.0000,9993.2973,9993.5000,9995.0000,18.0000,-0.1892,0.2542,29.0000,-1.7027,1.5000,0.7686,2.5623,-1.0000,1.0000
-1,5000,9986.0000,13.0000,10002.0000,13.0000,9994.0000,9994.0000,9994.0000,9993.5000,9994.0000,16.0000,0.0000,0.0000,27.0000,0.0000,0.5000,0.1237,2.5490,0.0000,1.0000
-1,5100,9986.0000,11.0000,10002.0000,11.0000,9994.0000,9994.0000,9994.0000,9993.5000,9994.0000,16.0000,0.0000,0.0000,42.0000,0.0000,0.5000,0.1237,2.5392,1.0000,0.5000
-1,5200,9986.0000,11.0000,10004.0000,26.0000,9995.0000,9995.0000,9991.3514,9993.5000,9995.0000,18.0000,-0.4054,0.1746,1.0000,-3.6486,1.5000,0.8403,2.4830,0.5000,1.0000
-1,5300,9986.0000,13.0000,10005.0000,20.0000,9995.5000,9995.5000,9993.4848,9994.5000,9995.5000,19.0000,-0.2121,0.2453,-23.0000,-2.0152,1.0000,1.0599,2.3501,0.5000,-1.5000
-1,5400,9987.0000,13.0000,10005.0000,21.0000,9996.0000,9996.0000,9993.8824,9994.5000,9996.0000,18.0000,-0.2353,0.2364,-12.0000,-2.1176,1.5000,1.2391,2.3514,-1.0000,-2.0000
-1,5500,9987.0000,12.0000,10003.0000,12.0000,9995.0000,9995.0000,9995.0000,9996.0000,9995.0000,16.0000,0.0000,-0.5294,-12.0000,0.0000,-1.0000,0.5460,2.3514,-0.5000,-1.0000
-1,5600,9984.0000,28.0000,10005.0000,28.0000,9994.5000,9994.5000,9994.5000,9994.5000,9994.5000,21.0000,0.0000,0.0000,-36.0000,0.0000,0.0000,0.3711,1.9875,1.5000,-5.5000
-1,5700,9987.0000,14.0000,10005.0000,27.0000,9996.0000,9996.0000,9993.1463,9994.5000,9996.0000,18.0000,-0.3171,0.2059,-10.0000,-2.8537,1.5000,1.3248,1.7328,-2.0000,-5.0000
-1,5800,9986.0000,14.0000,10002.0000,14.0000,9994.0000,9994.0000,9994.0000,9993.0000,9994.0000,16.0000,0.0000,0.5172,14.0000,0.0000,1.0000,-0.1459,1.7984,0.0000,0.0000
-1,5900,9986.0000,14.0000,10002.0000,14.0000,9994.0000,9994.0000,9994.0000,9994.5000,9994.0000,16.0000,0.0000,0.0000,2.0000,0.0000,-0.5000,-0.0221,1.4625,0.0000,3.0000
-1,6000,9986.0000,10.0000,10002.0000,10.0000,9994.0000,9994.0000,9994.0000,9993.0000,9994.0000,16.0000,0.0000,0.6000,-9.0000,0.0000,1.0000,-0.0680,1.0501,-5.0000,0.5000
-1,6100,9986.0000,14.0000,9992.0000,8.0000,9989.0000,9989.0000,9989.8182,9994.5000,9994.0000,6.0000,0.2727,-0.0952,27.0000,0.8182,-5.5000,-3.0472,1.5174,2.0000,6.0000
-1,6200,9986.0000,15.0000,9996.0000,4.0000,9991.0000,9991.0000,9993.8947,9994.5000,9994.0000,10.0000,0.5789,-0.0526,5.0000,2.8947,-3.5000,-1.6055,1.5861,3.0000,4.0000
-1,6300,9986.0000,12.0000,10002.0000,12.0000,9994.0000,9994.0000,9994.0000,9994.5000,9994.0000,16.0000,0.0000,0.0000,-2.0000,0.0000,-0.5000,0.1195,1.7265,3.0000,1.0000
-1,6400,9992.0000,4.0000,10002.0000,12.0000,9997.0000,9997.0000,9994.5000,9994.5000,9994.0000,10.0000,-0.5000,0.0526,2.0000,-2.5000,2.5000,1.6639,1.8459,-2.5000,-2.0000
-1,6500,9984.0000,26.0000,10005.0000,26.0000,9994.5000,9994.5000,9994.5000,9994.5000,9994.5000,21.0000,0.0000,0.0000,-14.0000,0.0000,0.0000,0.2512,1.9158,0.5000,-1.0000
-1,6600,9987.0000,14.0000,10003.0000,14.0000,9995.0000,9995.0000,9995.0000,9995.5000,9995.0000,16.0000,0.0000,0.0000,2.0000,0.0000,-0.5000,0.4676,1.8840,0.0000,-1.5000
-1,6700,9987.0000,10.0000,10003.0000,10.0000,9995.0000,9995.0000,9995.0000,9995.5000,9995.0000,16.0000,0.0000,0.0000,9.0000,0.0000,-0.5000,0.4141,1.8820,0.0000,1.0000
-1,6800,9987.0000,15.0000,10003.0000,15.0000,9995.0000,9995.0000,9995.0000,9994.5000,9995.0000,16.0000,0.0000,0.0000,16.0000,0.0000,0.5000,0.3610,1.8820,0.0000,0.0000
-1,6900,9987.0000,15.0000,10003.0000,15.0000,9995.0000,9995.0000,9995.0000,9994.5000,9995.0000,16.0000,0.0000,0.0000,12.0000,0.0000,0.5000,0.3610,1.8281,-1.5000,1.0000
-1,7000,9984.0000,27.0000,10003.0000,11.0000,9993.5000,9993.5000,9997.5000,9994.5000,9993.5000,19.0000,0.4211,-0.1692,17.0000,4.0000,-1.0000,-0.4884,1.8459,0.0000,0.5000
-1,7100,9984.0000,29.0000,10003.0000,13.0000,9993.5000,9993.5000,9997.1190,9994.5000,9993.5000,19.0000,0.3810,-0.1831,-11.0000,3.6190,-1.0000,-0.4716,1.8459,2.5000,1.5000
-1,7200,9987.0000,15.0000,10005.0000,27.0000,9996.0000,9996.0000,9993.4286,9994.5000,9996.0000,18.0000,-0.2857,0.2174,-9.0000,-2.5714,1.5000,0.9111,1.9187,-1.0000,0.0000
-1,7300,9987.0000,10.0000,10003.0000,10.0000,9995.0000,9995.0000,9995.0000,9995.5000,9995.0000,16.0000,0.0000,0.0000,-4.0000,0.0000,-0.5000,0.3672,1.9295,1.0000,0.0000
-1,7400,9988.0000,15.0000,10004.0000,15.0000,9996.0000,9996.0000,9996.0000,9997.0000,9996.0000,16.0000,0.0000,-0.4231,1.0000,0.0000,-1.0000,0.9320,1.9399,-2.0000,-1.5000
-1,7500,9985.0000,25.0000,10003.0000,14.0000,9994.0000,9994.0000,9996.5385,9994.0000,9994.0000,18.0000,0.2821,0.2821,11.0000,2.5385,0.0000,-0.1700,1.9795,1.0000,0.0000
-1,7600,9987.0000,13.0000,10003.0000,13.0000,9995.0000,9995.0000,9995.0000,9995.5000,9995.0000,16.0000,0.0000,0.0000,25.0000,0.0000,-0.5000,0.3810,1.9899,1.0000,-1.0000
-1,7700,9987.0000,14.0000,10005.0000,22.0000,9996.0000,9996.0000,9994.0000,9994.5000,9996.0000,18.0000,-0.2222,0.2414,11.0000,-2.0000,1.5000,0.9454,1.9735,-1.0000,3.0000
-1,7800,9987.0000,11.0000,10003.0000,11.0000,9995.0000,9995.0000,9995.0000,9995.5000,9995.0000,16.0000,0.0000,0.0000,14.0000,0.0000,-0.5000,0.3519,1.9324,-0.5000,0.0000
-1,7900,9984.0000,26.0000,10005.0000,26.0000,9994.5000,9994.5000,9994.5000,9994.5000,9994.5000,21.0000,0.0000,0.0000,-13.0000,0.0000,0.0000,0.0564,1.9363,-0.5000,0.5000
-1,8000,9986.0000,12.0000,10002.0000,12.0000,9994.0000,9994.0000,9994.0000,9995.5000,9994.0000,16.0000,0.0000,-0.5294,12.0000,0.0000,-1.5000,-0.2255,1.9399,0.0000,1.0000
-1,8100,9986.0000,11.0000,10002.0000,11.0000,9994.0000,9994.0000,9994.0000,9993.0000,9994.0000,16.0000,0.0000,0.5000,-2.0000,0.0000,1.0000,-0.5212,1.5432,5.0000,2.0000
-1,8200,9996.0000,7.0000,10002.0000,13.0000,9999.0000,9999.0000,9998.1000,9994.5000,9994.0000,6.0000,-0.3000,0.0886,15.0000,-0.9000,4.5000,3.0461,1.8396,-4.0000,-4.0000
-1,8300,9987.0000,13.0000,10003.0000,13.0000,9995.0000,9995.0000,9995.0000,9994.5000,9995.0000,16.0000,0.0000,0.0000,-13.0000,0.0000,0.5000,-0.0785,1.9795,0.0000,-0.5000
-1,8400,9987.0000,14.0000,10003.0000,14.0000,9995.0000,9995.0000,9995.0000,9994.5000,9995.0000,16.0000,0.0000,0.0000,9.0000,0.0000,0.5000,0.0000,1.8539,0.0000,0.0000
-1,8500,9987.0000,11.0000,10003.0000,11.0000,9995.0000,9995.0000,9995.0000,9995.5000,9995.0000,16.0000,0.0000,0.0000,-15.0000,0.0000,-0.5000,-0.0211,1.7657,1.0000,1.0000
-1,8600,9987.0000,12.0000,10005.0000,22.0000,9996.0000,9996.0000,9993.3529,9996.0000,9996.0000,18.0000,-0.2941,-0.2941,-25.0000,-2.6471,0.0000,0.7670,1.7763,-1.0000,0.0000
-1,8700,9987.0000,15.0000,10003.0000,15.0000,9995.0000,9995.0000,9995.0000,9994.5000,9995.0000,16.0000,0.0000,0.0000,-12.0000,0.0000,0.5000,-0.0622,1.7918,-0.5000,1.0000
-1,8800,9985.0000,25.0000,10004.0000,14.0000,9994.5000,9994.5000,9997.1795,9995.5000,9994.5000,19.0000,0.2821,-0.2188,-22.0000,2.6795,-1.0000,-0.4535,1.7953,0.5000,1.5000
-1,8900,9987.0000,12.0000,10003.0000,12.0000,9995.0000,9995.0000,9995.0000,9994.0000,9995.0000,16.0000,0.0000,0.5200,2.0000,0.0000,1.0000,-0.0412,1.7991,1.0000,-2.0000
-1,9000,9988.0000,11.0000,10004.0000,11.0000,9996.0000,9996.0000,9996.0000,9994.5000,9996.0000,16.0000,0.0000,0.5686,1.0000,0.0000,1.5000,0.7034,1.7761,0.0000,1.0000
-1,9100,9988.0000,13.0000,10004.0000,13.0000,9996.0000,9996.0000,9996.0000,9996.5000,9996.0000,16.0000,0.0000,0.0000,11.0000,0.0000,-0.5000,0.6268,1.7761,0.0000,1.0000
-1,9300,9988.0000,13.0000,10004.0000,13.0000,9996.0000,9996.0000,9996.0000,9995.5000,9996.0000,16.0000,0.0000,0.0000,-7.0000,0.0000,0.5000,0.6268,1.6859,0.0000,0.0000
-1,9400,9988.0000,14.0000,10004.0000,14.0000,9996.0000,9996.0000,9996.0000,9995.0000,9996.0000,16.0000,0.0000,0.4286,23.0000,0.0000,1.0000,0.5777,1.6694,-3.0000,1.0000
-1,9500,9988.0000,10.0000,9998.0000,4.0000,9993.0000,9993.0000,9995.1429,9997.5000,9996.0000,10.0000,0.4286,-0.6296,-1.0000,2.1429,-4.5000,-1.7900,1.7852,4.0000,4.5000
-1,9600,9989.0000,11.0000,10005.0000,11.0000,9997.0000,9997.0000,9997.0000,9996.5000,9997.0000,16.0000,0.0000,0.0000,7.0000,0.0000,0.5000,1.3120,1.9541,0.0000,-1.0000
-1,9700,9989.0000,14.0000,10005.0000,14.0000,9997.0000,9997.0000,9997.0000,9996.5000,9997.0000,16.0000,0.0000,0.0000,7.0000,0.0000,0.5000,1.1860,1.9440,-1.0000,-1.0000
-1,9800,9988.0000,14.0000,10004.0000,14.0000,9996.0000,9996.0000,9996.0000,9996.5000,9996.0000,16.0000,0.0000,0.0000,7.0000,0.0000,-0.5000,0.4209,1.9467,1.0000,0.0000
-1,9900,9989.0000,13.0000,10005.0000,13.0000,9997.0000,9997.0000,9997.0000,9996.5000,9997.0000,16.0000,0.0000,0.0000,6.0000,0.0000,0.5000,1.0768,1.9440,0.5000,-1.5000
-1,10000,9988.0000,14.0000,10007.0000,28.0000,9997.5000,9997.5000,9994.3333,9996.5000,9997.5000,19.0000,-0.3333,0.2000,-20.0000,-3.1667,1.0000,1.2951,1.9406,-1.5000,-1.5000
-1,10100,9988.0000,15.0000,10004.0000,15.0000,9996.0000,9996.0000,9996.0000,9995.0000,9996.0000,16.0000,0.0000,0.4444,-11.0000,0.0000,1.0000,0.1502,1.9708,0.0000,1.0000
-1,10200,9988.0000,13.0000,10004.0000,13.0000,9996.0000,9996.0000,9996.0000,9996.5000,9996.0000,16.0000,0.0000,0.0000,-11.0000,0.0000,-0.5000,0.0792,1.9708,0.0000,1.0000
-1,10300,9988.0000,13.0000,10004.0000,13.0000,9996.0000,9996.0000,9996.0000,9997.5000,9996.0000,16.0000,0.0000,-0.5094,-11.0000,0.0000,-1.5000,0.2422,1.5985,-0.5000,-1.0000
-1,10400,9986.0000,28.0000,10005.0000,14.0000,9995.5000,9995.5000,9998.6667,9996.5000,9995.5000,19.0000,0.3333,-0.2000,-36.0000,3.1667,-1.0000,-0.2698,1.3226,0.5000,-0.5000
-1,10500,9988.0000,15.0000,10004.0000,15.0000,9996.0000,9996.0000,9996.0000,9996.5000,9996.0000,16.0000,0.0000,0.0000,20.0000,0.0000,-0.5000,0.1744,1.3268,1.0000,0.0000
-1,10600,9989.0000,15.0000,10005.0000,15.0000,9997.0000,9997.0000,9997.0000,9997.5000,9997.0000,16.0000,0.0000,0.0000,4.0000,0.0000,-0.5000,1.0574,1.3436,0.0000,0.5000
-1,10700,9989.0000,10.0000,10005.0000,10.0000,9997.0000,9997.0000,9997.0000,9996.5000,9997.0000,16.0000,0.0000,0.0000,4.0000,0.0000,0.5000,0.9811,1.3268,-2.0000,0.0000
-1,10800,9986.0000,22.0000,10004.0000,15.0000,9995.0000,9995.0000,9996.7027,9996.5000,9995.0000,18.0000,0.1892,-0.2542,9.0000,1.7027,-1.5000,-0.9333,1.3860,0.0000,2.0000
-1,10900,9986.0000,27.0000,10004.0000,15.0000,9995.0000,9995.0000,9997.5714,9996.5000,9995.0000,18.0000,0.2857,-0.2174,40.0000,2.5714,-1.5000,-0.9871,1.3810,1.0000,3.0000
-1,11000,9988.0000,10.0000,10004.0000,10.0000,9996.0000,9996.0000,9996.0000,9997.5000,9996.0000,16.0000,0.0000,-0.5455,25.0000,0.0000,-1.5000,-0.0507,1.3945,1.5000,1.0000
-1,11100,9988.0000,10.0000,10007.0000,21.0000,9997.5000,9997.5000,9994.1290,9996.5000,9997.5000,19.0000,-0.3548,0.1923,15.0000,-3.3710,1.0000,1.3258,1.4168,-0.5000,0.5000
-1,11200,9989.0000,11.0000,10005.0000,11.0000,9997.0000,9997.0000,9997.0000,9998.0000,9997.0000,16.0000,0.0000,-0.4884,37.0000,0.0000,-1.0000,0.7822,1.4226,0.0000,0.0000
-1,11300,9989.0000,12.0000,10005.0000,12.0000,9997.0000,9997.0000,9997.0000,9996.5000,9997.0000,16.0000,0.0000,0.0000,32.0000,0.0000,0.5000,0.7246,1.4226,1.0000,5.0000
-1,11400,9989.0000,14.0000,10007.0000,25.0000,9998.0000,9998.0000,9995.4615,9998.0000,9998.0000,18.0000,-0.2821,-0.2821,17.0000,-2.5385,0.0000,1.4709,1.4382,-1.0000,-1.0000
-1,11500,9989.0000,11.0000,10005.0000,11.0000,9997.0000,9997.0000,9997.0000,9996.5000,9997.0000,16.0000,0.0000,0.0000,10.0000,0.0000,0.5000,0.5691,1.2711,1.0000,0.0000
-1,11600,9990.0000,11.0000,10006.0000,11.0000,9998.0000,9998.0000,9998.0000,9997.5000,9998.0000,16.0000,0.0000,0.0000,20.0000,0.0000,0.5000,1.5965,0.9305,-1.0000,-2.0000
-1,11700,9989.0000,12.0000,10005.0000,12.0000,9997.0000,9997.0000,9997.0000,9996.0000,9997.0000,16.0000,0.0000,0.4667,-1.0000,0.0000,1.0000,0.4761,0.9597,5.0000,2.5000
-1,11800,9999.0000,6.0000,10005.0000,15.0000,10002.0000,10002.0000,10000.7143,9997.5000,9997.0000,6.0000,-0.4286,0.0638,2.0000,-1.2857,4.5000,3.4292,1.4455,-5.0000,-6.0000
-1,11900,9989.0000,12.0000,10005.0000,12.0000,9997.0000,9997.0000,9997.0000,9998.0000,9997.0000,16.0000,0.0000,-0.5556,9.0000,0.0000,-1.0000,0.0836,1.8567,0.0000,0.0000
-1,12000,9989.0000,14.0000,10005.0000,14.0000,9997.0000,9997.0000,9997.0000,9996.0000,9997.0000,16.0000,0.0000,0.4167,1.0000,0.0000,1.0000,0.1008,1.8530,-1.0000,0.0000
-1,12100,9987.0000,25.0000,10005.0000,13.0000,9996.0000,9996.0000,9998.8421,9997.5000,9996.0000,18.0000,0.3158,-0.2063,-12.0000,2.8421,-1.5000,-0.5714,1.8353,3.5000,2.0000
-1,12300,9994.0000,5.0000,10005.0000,10.0000,9999.5000,9999.5000,9997.6667,9996.5000,9995.5000,11.0000,-0.3333,-0.0704,-5.0000,-1.8333,3.0000,1.5614,1.9952,-3.5000,-2.5000
-1,12400,9987.0000,26.0000,10005.0000,12.0000,9996.0000,9996.0000,9999.3158,9997.5000,9996.0000,18.0000,0.3684,-0.1875,-15.0000,3.3158,-1.5000,-0.6467,2.1582,1.0000,1.0000
-1,12600,9989.0000,14.0000,10005.0000,14.0000,9997.0000,9997.0000,9997.0000,9998.5000,9997.0000,16.0000,0.0000,-0.4400,0.0000,0.0000,-1.5000,-0.0648,2.1660,0.0000,-6.0000
-1,12800,9989.0000,12.0000,10005.0000,12.0000,9997.0000,9997.0000,9997.0000,9997.5000,9997.0000,16.0000,0.0000,0.0000,0.0000,0.0000,-0.5000,-0.0985,2.1637,1.0000,0.0000
-1,12900,9989.0000,15.0000,10007.0000,28.0000,9998.0000,9998.0000,9995.2791,9996.5000,9998.0000,18.0000,-0.3023,0.2113,4.0000,-2.7209,1.5000,0.5216,2.1637,-1.0000,0.5000
-1,13000,9989.0000,11.0000,10005.0000,11.0000,9997.0000,9997.0000,9997.0000,9997.0000,9997.0000,16.0000,0.0000,0.0000,3.0000,0.0000,0.0000,-0.1304,2.1764,0.0000,0.0000
-1,13100,9989.0000,13.0000,10005.0000,13.0000,9997.0000,9997.0000,9997.0000,9996.5000,9997.0000,16.0000,0.0000,0.0000,10.0000,0.0000,0.5000,-0.2075,2.1250,-6.0000,0.0000
