day;timestamp;strike;log_moneyness;iv;iv_fit;iv_resid
1;600;4500;0.15319785;0.51872208;0.979665931060699;-0.460943851060699
1;600;5000;0.04783733;0.26200796;0.31960147013839535;-0.057593510138395365
1;600;5100;0.0280347;0.25275828;0.24842918436082498;0.0043290956391750235
1;600;5200;0.00861662;0.24981728;0.19488985370698936;0.054927426293010645
1;600;5300;-0.01043158;0.24891316;0.1580050142884393;0.0909081457115607
1;600;5400;-0.02912371;0.23316497;0.13686252103572233;0.09630244896427767
1;600;5500;-0.04747285;0.25312732;0.1306109170758762;0.1225164029241238
1;600;6000;-0.13448423;0.38186899;0.296583673143302;0.08528531685669805
1;600;6500;-0.21452694;0.577225;0.734584493846314;-0.15735949384631398
1;700;5000;0.04793265;0.24914809;0.25281103697038304;-0.003662946970383052
1;700;5100;0.02813003;0.24607032;0.24260919465248695;0.0034611253475130555
1;700;5200;0.00871194;0.24530796;0.2381378506781559;0.007170109321844087
1;700;5300;-0.01033625;0.24477862;0.23907430075029673;0.005704319249703271
1;700;5400;-0.02902839;0.23026626;0.24511780140612163;-0.014851541406121632
1;700;5500;-0.04737753;0.25292675;0.2559877450463145;-0.0030609950463145186
1;700;6000;-0.1343889;0.38190149;0.3741284310670515;0.007773058932948496
1;700;6500;-0.21443161;0.57740799;0.5799411194291896;-0.0025331294291895956
1;800;4500;0.15329317;0.4365331;0.43309852378245983;0.003434576217540175
1;800;5000;0.04793265;0.24932805;0.25985275658744655;-0.010524706587446558
1;800;5100;0.02813003;0.24624805;0.24668715421963777;-0.0004391042196377759
1;800;5200;0.00871194;0.24728667;0.2397370864060674;0.007549583593932596
1;800;5300;-0.01033625;0.24495542;0.23865330643766572;0.006302113562334288
1;800;5400;-0.02902839;0.23043258;0.24311031103097652;-0.012677731030976525
1;800;5500;-0.04737753;0.25310944;0.25280437653992;0.00030506346008002394
1;800;6000;-0.1343889;0.38217733;0.3705148694145828;0.0116624605854172
1;800;6500;-0.21443161;0.57782504;0.583437295581243;-0.005612255581243009
1;900;5000;0.04793265;0.24950839;0.253176632315935;-0.0036682423159350164
1;900;5100;0.02813003;0.24642617;0.24296003783391534;0.0034661321660846567
1;900;5200;0.00871194;0.2456627;0.2384822286148982;0.007180471385101805
1;900;5300;-0.01033625;0.2451326;0.23942003369623382;0.005712566303766181
1;900;5400;-0.02902839;0.23059926;0.2454722747073446;-0.01487301470734459
1;900;5500;-0.04737753;0.25329252;0.2563579382597809;-0.0030654182597809054
1;900;6000;-0.1343889;0.38245377;0.37466947245092086;0.007784297549079167
1;900;6500;-0.21443161;0.578243;0.5807797921209712;-0.002536792120971243
1;1000;5000;0.04821857;0.2459808;0.2522558553666737;-0.006275055366673721
1;1000;5100;0.02841594;0.24808468;0.2425292785546948;0.005555401445305197
1;1000;5200;0.00899786;0.24614899;0.23845508289466463;0.007693907105335379
1;1000;5300;-0.01005034;0.24682236;0.23971483156844392;0.0071075284315560705
1;1000;5400;-0.02874247;0.23190874;0.24601176724959245;-0.014103027249592448
1;1000;5500;-0.04709161;0.25232363;0.25706901232979545;-0.004745382329795433
1;1000;6000;-0.13410298;0.38200054;0.3752685599945128;0.0067319800054871926
1;1000;6500;-0.21414569;0.57796043;0.5799257820416224;-0.0019653520416224035
1;1100;5000;0.04831386;0.24149474;0.2493249644589984;-0.007830224458998392
1;1100;5100;0.02851123;0.2462512;0.240464683609754;0.005786516390245994
1;1100;5200;0.00909315;0.24703029;0.23713450373874526;0.009895786261254758
1;1100;5300;-0.00995505;0.2462959;0.23902263723128409;0.007273262768715927
1;1100;5400;-0.02864718;0.23159326;0.24583852803437636;-0.014245268034376368
1;1100;5500;-0.04699632;0.25212212;0.2573110910772497;-0.005188971077249693
1;1100;6000;-0.1340077;0.38203407;0.37621065869363945;0.005823411306360549
1;1100;6500;-0.2140504;0.57814574;0.5796602531559526;-0.0015145131559526348
1;1200;4500;0.15386492;0.43923792;0.43618623481574664;0.003051685184253361
1;1200;5000;0.04850441;0.25228218;0.2614321186556007;-0.009149938655600653
1;1200;5100;0.02870178;0.24741108;0.24803628392989854;-0.0006252039298985379
1;1200;5200;0.0092837;0.24679894;0.24087683414806618;0.005922105851933812
1;1200;5300;-0.0097645;0.24686509;0.2396034051810117;0.007261684818988312
1;1200;5400;-0.02845663;0.23334812;0.24388946672110043;-0.010541346721100436
1;1200;5500;-0.04680577;0.25153536;0.2534303355043631;-0.0018949755043631278
1;1200;6000;-0.13381715;0.38182413;0.37061143639250516;0.011212693607494828
1;1200;6500;-0.21385986;0.57809756;0.5833342646517076;-0.005236704651707558
1;1300;5000;0.04869492;0.24329513;0.2503863871531101;-0.007091257153110125
1;1300;5100;0.02889229;0.24603374;0.24163248103386906;0.004401258966130944
1;1300;5200;0.00947421;0.24837651;0.23837180739401462;0.010004702605985377
1;1300;5300;-0.00957399;0.24742605;0.24029463998276585;0.007131410017234163
1;1300;5400;-0.02826612;0.23254198;0.2471123440825559;-0.014570364082555881
1;1300;5500;-0.04661526;0.25513637;0.258555627685798;-0.003419257685797983
1;1300;6000;-0.13362664;0.38161411;0.37689741789221265;0.004716692107787357
1;1300;6500;-0.21366934;0.57804968;0.5792228647756739;-0.0011731847756738523
1;1400;5000;0.04898062;0.24963419;0.2545323905377633;-0.00489820053776327
1;1400;5100;0.02917799;0.24767481;0.2441560101340108;0.003518799865989186
1;1400;5200;0.00975991;0.24882565;0.23951927654336114;0.009306373456638872
1;1400;5300;-0.00928829;0.24546211;0.24029901925655356;0.005163090743446452
1;1400;5400;-0.02798042;0.23124462;0.24619406590861426;-0.014949445908614245
1;1400;5500;-0.04632956;0.25415238;0.25692341452181816;-0.00277103452181815
1;1400;6000;-0.13334093;0.38116;0.3744666367125553;0.006693363287444687
1;1400;6500;-0.21338364;0.57776775;0.5798306963853235;-0.0020629463853234498
1;1500;4500;0.15424591;0.44115848;0.43851264248511485;0.0026458375148851743
1;1500;5000;0.0488854;0.25432109;0.2631407962628994;-0.008819706262899352
1;1500;5100;0.02908277;0.24991416;0.24962304768713744;0.00029111231286255146
1;1500;5200;0.00966468;0.2501346;0.2423422638067212;0.007792336193278793
1;1500;5300;-0.00938351;0.2463574;0.24094809856714505;0.005409301432854952
1;1500;5400;-0.02807564;0.23190289;0.24511402472589108;-0.013211134725891083
1;1500;5500;-0.04642478;0.25472815;0.25453536910352115;0.00019278089647883911
1;1500;6000;-0.13343616;0.38168234;0.37112819427158783;0.010554145728412179
1;1500;6500;-0.21347887;0.57842384;0.5832785130899816;-0.004854673089981554
1;1600;5000;0.0488854;0.24455334;0.25027827616270165;-0.005724936162701644
1;1600;5100;0.02908277;0.2449818;0.24131223056358572;0.0036695694364142772
1;1600;5200;0.00966468;0.24666818;0.23789149184793176;0.008776688152068224
1;1600;5300;-0.00938351;0.24653742;0.23970344598997587;0.006833974010024141
1;1600;5400;-0.02807564;0.23207234;0.24645676393875943;-0.014384423938759439
1;1600;5500;-0.04642478;0.25491429;0.2578796400868589;-0.0029653500868588867
1;1600;6000;-0.13343616;0.38196124;0.3767019140793975;0.0052593259206024645
1;1600;6500;-0.21347887;0.57884651;0.5803113573307892;-0.0014648473307892207
1;1700;5000;0.04907584;0.2454575;0.25129455948873736;-0.005837059488737362
1;1700;5100;0.02927321;0.24613196;0.24237050520208067;0.003761454797919339
1;1700;5200;0.00985512;0.24823842;0.23896898232354163;0.009269437676458353
1;1700;5300;-0.00919307;0.24708528;0.24077865888816344;0.006306621111836552
1;1700;5400;-0.0278852;0.23126142;0.24750940066702934;-0.016247980667029344
1;1700;5500;-0.04623434;0.25838544;0.2588905168460663;-0.0005050768460662658
1;1700;6000;-0.13324572;0.38175161;0.37725042405999637;0.004501185940003649
1;1700;6500;-0.21328843;0.57880039;0.5800489725243854;-0.001248582524385311
1;1800;4500;0.15424591;0.44212771;0.43919951796164536;0.002928192038354649
1;1800;5000;0.0488854;0.25487983;0.2633064327768806;-0.00842660277688062
1;1800;5100;0.02908277;0.24791173;0.24975790512815563;-0.0018461751281556305
1;1800;5200;0.00966468;0.25068415;0.24246758496325913;0.00821656503674087
1;1800;5300;-0.00938351;0.24689865;0.2410839273664712;0.005814722633528807
1;1800;5400;-0.02807564;0.23241238;0.24527928789761896;-0.012866907897618962
1;1800;5500;-0.04642478;0.25528779;0.2547479510780085;0.0005398389219914979
1;1800;6000;-0.13343616;0.38252089;0.37181367426450096;0.010707215735499043
1;1800;6500;-0.21347887;0.57969464;0.5847614885634594;-0.005066848563459403
1;1900;4500;0.15424591;0.4424522;0.43952185878592775;0.002930341214072263
1;1900;5000;0.0488854;0.2550669;0.2634996847040167;-0.008432784704016705
1;1900;5100;0.02908277;0.24809368;0.24994121396136337;-0.0018475339613633623
1;1900;5200;0.00966468;0.25086814;0.24264554370564714;0.008222596294352874
1;1900;5300;-0.00938351;0.24707986;0.2412608710163109;0.0058189889836890996
1;1900;5400;-0.02807564;0.23258296;0.24545931098931736;-0.012876350989317359
1;1900;5500;-0.04642478;0.25547516;0.25493492377615157;0.0005402362238484115
1;1900;6000;-0.13343616;0.38280164;0.37208656542589824;0.010715074574101757
1;1900;6500;-0.21347887;0.5801201;0.5851906676353668;-0.0050705676353667295
1;2000;5000;0.04907584;0.23504021;0.2434235378189228;-0.008383327818922814
1;2000;5100;0.02927321;0.24145266;0.236427722817551;0.0050249371824490074
1;2000;5200;0.00985512;0.24511711;0.23471303534115023;0.010404074658849766
1;2000;5300;-0.00919307;0.24582289;0.23798118812664387;0.007841701873356116
1;2000;5400;-0.0278852;0.23177099;0.24595421925037306;-0.014183229250373047
1;2000;5500;-0.04623434;0.25487933;0.2583728071027887;-0.003493477102788689
1;2000;6000;-0.13324572;0.38259278;0.37919724639042673;0.003395533609573287
1;2000;6500;-0.21328843;0.58007575;0.5806819631521437;-0.0006062131521437086
1;2100;5000;0.04879016;0.25018048;0.2547674857680297;-0.004587005768029728
1;2100;5100;0.02898754;0.24796902;0.24484254410076559;0.0031264758992344266
1;2100;5200;0.00956945;0.24870709;0.24061287194902642;0.008094218050973573
1;2100;5300;-0.00947874;0.24816189;0.24175767017966499;0.006404219820335011
1;2100;5400;-0.02817088;0.23341668;0.2479779732581744;-0.014561293258174401
1;2100;5500;-0.04652002;0.2562431;0.258994833901041;-0.002751733901040998
1;2100;6000;-0.13353139;0.38361031;0.3774728593194772;0.0061374506805227935
1;2100;6500;-0.2135741;0.58120942;0.5830717515238206;-0.0018623315238206484
1;2200;4500;0.15386492;0.44246528;0.43943973714790274;0.003025542852097274
1;2200;5000;0.04850441;0.25413586;0.2631012355236735;-0.008965375523673491
1;2200;5100;0.02870178;0.24922896;0.2495783210379391;-0.0003493610379390888
1;2200;5200;0.0092837;0.24861233;0.24234671278734526;0.006265617212654728
1;2200;5300;-0.0097645;0.24686071;0.24105296445743854;0.005807745542561471
1;2200;5400;-0.02845663;0.23506268;0.24536767315732874;-0.010304993157328746
1;2200;5500;-0.04680577;0.25338355;0.2549834751415625;-0.001599925141562486
1;2200;6000;-0.13381715;0.38462963;0.37315131150537245;0.011478318494627548
1;2200;6500;-0.21385986;0.58234522;0.5877027892414366;-0.005357569241436599
1;2300;5000;0.04869492;0.2450854;0.25222884136886226;-0.007143441368862247
1;2300;5100;0.02889229;0.24784417;0.2434105210456116;0.004433648954388414
1;2300;5200;0.00947421;0.25020418;0.24012585472243123;0.010078325277568773
1;2300;5300;-0.00957399;0.24924672;0.2420628370519316;0.007183882948068404
1;2300;5400;-0.02826612;0.23425313;0.24893070942035486;-0.014677579420354858
1;2300;5500;-0.04661526;0.25701378;0.26045819825576244;-0.003444418255762416
1;2300;6000;-0.13362664;0.3844222;0.37967080086647087;0.004751399133529122
1;2300;6500;-0.21366934;0.58230323;0.5834850472685751;-0.001181817268575136
1;2400;5000;0.0488854;0.24599615;0.25175485859054825;-0.0057587085905482505
1;2400;5100;0.02908277;0.24642713;0.2427359143363117;0.0036912156636882965
1;2400;5200;0.00966468;0.24812346;0.2392949932003017;0.008828466799698287
1;2400;5300;-0.00938351;0.24799193;0.24111763679491902;0.0068742932050809835
1;2400;5400;-0.02807564;0.23344151;0.24791079728456597;-0.01446928728456598
1;2400;5500;-0.04642478;0.25641822;0.25940106546168684;-0.002982845461686867
1;2400;6000;-0.13343616;0.38421472;0.3789243642147586;0.005290355785241396
1;2400;6500;-0.21347887;0.58226157;0.5837350601169076;-0.001473490116907561
1;2500;5000;0.04907584;0.24690778;0.25258195024196445;-0.005674170241964455
1;2500;5100;0.02927321;0.24758622;0.24374961119953456;0.0038366088004654353
1;2500;5200;0.00985512;0.24970513;0.24044810660923602;0.00925702339076398
1;2500;5300;-0.00919307;0.24673167;0.242365597845681;0.004366072154318973
1;2500;5400;-0.0278852;0.23516976;0.2492114795952818;-0.014041719595281804
1;2500;5500;-0.04623434;0.2599121;0.2607146223923543;-0.0008025223923543434
1;2500;6000;-0.13324572;0.38400718;0.37977456348291166;0.004232616517088339
1;2500;6500;-0.21328843;0.58222022;0.583394128633036;-0.0011739086330360138
1;2600;5000;0.04859967;0.25036621;0.25525777969936797;-0.0048915696993679925
1;2600;5100;0.02879704;0.24790283;0.24565951240005227;0.002243317599947725
1;2600;5200;0.00937896;0.2518889;0.24172141246083495;0.010167487539165077
1;2600;5300;-0.00966924;0.24869861;0.2431245526321859;0.005574057367814078
1;2600;5400;-0.02836137;0.23526665;0.2495717195725341;-0.014305069572534107
1;2600;5500;-0.04671051;0.25797838;0.2607856116514259;-0.002807231651425879
1;2600;6000;-0.13372189;0.38552303;0.3798517158234963;0.005671314176503683
1;2600;6500;-0.21376459;0.5838342;0.5854865057601026;-0.001652305760102668
1;2700;4500;0.15386492;0.44410587;0.44068095009622493;0.003424919903775081
1;2700;5000;0.04850441;0.25507815;0.2653516466703413;-0.010273496670341276
1;2700;5100;0.02870178;0.25015306;0.2519463967852518;-0.0017933367852518423
1;2700;5200;0.0092837;0.25320137;0.24480803991241087;0.008393330087589107
1;2700;5300;-0.0097645;0.24960102;0.2435844774541428;0.006016542545857206
1;2700;5400;-0.02845663;0.23593425;0.24794756303085408;-0.012013313030854067
1;2700;5500;-0.04680577;0.25856342;0.25759110600617957;0.0009723139938204173
1;2700;6000;-0.13381715;0.38605577;0.37562412313960636;0.010431646860393662
1;2700;6500;-0.21385986;0.58450446;0.5896630669049885;-0.005158606904988483
1;2800;4500;0.15386492;0.44443618;0.441397159978539;0.003039020021461003
1;2800;5000;0.04850441;0.25526787;0.2642731839620248;-0.009005313962024808
1;2800;5100;0.02870178;0.25033912;0.25069003351286695;-0.00035091351286692385
1;2800;5200;0.0092837;0.24971974;0.24342621298708375;0.006293527012916245
1;2800;5300;-0.0097645;0.24796032;0.24212670169621978;0.005833618303780236
1;2800;5400;-0.02845663;0.23610973;0.24646062947323336;-0.010350899473233366
1;2800;5500;-0.04680577;0.25451221;0.2561192634666114;-0.0016070534666113856
1;2800;6000;-0.13381715;0.38634291;0.3748134601363302;0.011529449863669772
1;2800;6500;-0.21385986;0.58493919;0.5903206247870907;-0.005381434787090633
1;2900;5000;0.04869492;0.24617872;0.2531932209682325;-0.007014500968232501
1;2900;5100;0.02889229;0.2489498;0.24426538195443157;0.004684418045568434
1;2900;5200;0.00947421;0.25132034;0.24091182000313124;0.010408519996868731
1;2900;5300;-0.00957399;0.24853425;0.24281825567108245;0.005715994328917562
1;2900;5400;-0.02826612;0.23529813;0.24969181078419123;-0.014393680784191232
1;2900;5500;-0.04661526;0.25816031;0.26125923379528776;-0.0030989237952877557
1;2900;6000;-0.13362664;0.38613711;0.3811245986502759;0.00501251134972408
1;2900;6500;-0.21366934;0.58490088;0.5862152181733669;-0.0013143381733669024
1;3000;4000;0.27193372;2.5000005;2.4650327096154174;0.03496779038458264
1;3000;5000;0.04879016;0.25185519;0.4023774771326671;-0.15052228713266708
1;3000;5100;0.02898754;0.24962893;0.32132927366536673;-0.07170034366536673
1;3000;5200;0.00956945;0.25037194;0.25800174912743307;-0.0076298091274330515
1;3000;5300;-0.00947874;0.24982309;0.2114151776027624;0.03840791239723759
1;3000;5400;-0.02817088;0.23497918;0.180655947719694;0.054323232280306
1;3000;5500;-0.04652002;0.25795839;0.164871288069254;0.09308710193074599
1;3000;6000;-0.13353139;0.3861782;0.2843866767777058;0.10179152322229423
1;3000;6500;-0.2135741;0.58510004;0.6778251602897004;-0.09272512028970037
1;3100;4500;0.15443635;0.44688811;0.4435836335288767;0.0033044764711233077
1;3100;5000;0.04907584;0.25809576;0.26653235747706466;-0.008436597477064656
1;3100;5100;0.02927321;0.25129461;0.25289105789728195;-0.0015964478972819718
1;3100;5200;0.00985512;0.25082238;0.24554814905544275;0.005274230944557257
1;3100;5300;-0.00919307;0.24965724;0.2441498309253409;0.005507409074659103
1;3100;5400;-0.0278852;0.23622198;0.24836635721496073;-0.012144377214960728
1;3100;5500;-0.04623434;0.26107503;0.2578900512212982;0.0031849787787017747
1;3100;6000;-0.13324572;0.38572534;0.3756787454839858;0.010046594516014251
1;3100;6500;-0.21328843;0.58482524;0.5899655071957478;-0.005140267195747783
1;3200;4000;0.27250498;2.5000005;2.4652046327924957;0.03479586720750438
1;3200;5000;0.04936143;0.25445979;0.40342683407300595;-0.14896704407300593
1;3200;5100;0.0295588;0.25035;0.3223386208496499;-0.07198862084964991
1;3200;5200;0.01014072;0.25125703;0.25895328382134386;-0.007696253821343868
1;3200;5300;-0.00890748;0.24947516;0.21229199939840981;0.03718316060159019
1;3200;5400;-0.02759961;0.23490121;0.18144221629284696;0.05345899370715304
1;3200;5500;-0.04594875;0.26007192;0.16555199876563806;0.09451992123436195
1;3200;6000;-0.13296013;0.38527211;0.2843423390159897;0.10092977098401029
1;3200;6500;-0.21300283;0.5845505;0.67678629499062;-0.09223579499062007
1;3300;5000;0.04955178;0.25539243;0.25947075247938783;-0.00407832247938783
1;3300;5100;0.02974915;0.25151653;0.2487846826937262;0.0027318473062738213
1;3300;5200;0.01033107;0.25283908;0.24391236366516802;0.008926716334831969
1;3300;5300;-0.00871713;0.24819556;0.24452651667627576;0.0036690433237242526
1;3300;5400;-0.02740926;0.23660001;0.2503221395242286;-0.013722129524228605
1;3300;5500;-0.0457584;0.25946679;0.26101465509645344;-0.001547865096453438
1;3300;6000;-0.13276978;0.38506592;0.3792028615326474;0.005863058467352633
1;3300;6500;-0.21281249;0.58451337;0.5863557183321125;-0.0018423483321124978
1;3400;4500;0.15481712;0.44886592;0.4439647286487325;0.0049011913512674865
1;3400;5000;0.04945661;0.25003749;0.26594956447226026;-0.015912074472260285
1;3400;5100;0.02965398;0.25121563;0.25222575886755516;-0.0010101288675551379
1;3400;5200;0.0102359;0.25418866;0.2448322631994742;0.009356396800525801
1;3400;5300;-0.0088123;0.24911614;0.24341348269400806;0.005702657305991954
1;3400;5400;-0.02750443;0.23728091;0.24763801130025365;-0.010357101300253635
1;3400;5500;-0.04585357;0.26006186;0.25719661494032225;0.0028652450596777235
1;3400;6000;-0.13286495;0.38560253;0.3755157607213128;0.01008676927868718
1;3400;6500;-0.21290766;0.58518978;0.5908227351560804;-0.005632955156080421
1;3500;4500;0.15481712;0.44920329;0.4453213024238609;0.0038819875761390565
1;3500;5000;0.04945661;0.25540473;0.2670370227767767;-0.011632292776776687
1;3500;5100;0.02965398;0.25140444;0.2532526409028826;-0.0018482009028825686
1;3500;5200;0.0102359;0.25437971;0.24579667390846707;0.008583036091532908
1;3500;5300;-0.0088123;0.24930337;0.24431365710774844;0.004989712892251558
1;3500;5400;-0.02750443;0.23745925;0.248472305218775;-0.011013055218774992
1;3500;5500;-0.04585357;0.26025733;0.2579634961915392;0.002293833808460821
1;3500;6000;-0.13286495;0.38589234;0.3759260004096586;0.009966339590341378
1;3500;6500;-0.21290766;0.58562961;0.5908509710602915;-0.005221361060291474
1;3600;5000;0.04945661;0.25041377;0.25537217762360087;-0.004958407623600891
1;3600;5100;0.02965398;0.24895276;0.2459046909737703;0.0030480690262296994
1;3600;5200;0.0102359;0.25085093;0.24209693814771127;0.008753991852288756
1;3600;5300;-0.0088123;0.24949103;0.24362996880381194;0.0058610611961880665
1;3600;5400;-0.02750443;0.23510649;0.25020654902314265;-0.015100059023142653
1;3600;5500;-0.04585357;0.26045323;0.26154935930198503;-0.0010961293019850493
1;3600;6000;-0.13286495;0.38618282;0.38125214395353585;0.004930676046464133
1;3600;6500;-0.21290766;0.58607043;0.5875096321724418;-0.0014392021724417559
1;3700;5000;0.04917104;0.25467269;0.2579702557597619;-0.0032975657597619223
1;3700;5100;0.02936842;0.25030895;0.24799194755323456;0.002317002446765415
1;3700;5200;0.00995033;0.25080052;0.24375075639240884;0.007049763607591186
1;3700;5300;-0.00909786;0.25005338;0.24492351879943822;0.005129861200561775
1;3700;5400;-0.02779;0.23678766;0.2512090660330218;-0.014421406033021777
1;3700;5500;-0.04613914;0.2618528;0.26232639525625007;-0.00047359525625007004
1;3700;6000;-0.13315051;0.38721855;0.3817721017759538;0.005446448224046219
1;3700;6500;-0.21319322;0.5872272;0.5889777084299308;-0.0017505084299308526
1;3800;4500;0.15443635;0.4492446;0.44494220291767117;0.004302397082328824
1;3800;5000;0.04907584;0.25449206;0.2670870242581853;-0.012594964258185293
1;3800;5100;0.02927321;0.25261971;0.25342197071739714;-0.0008022607173971408
1;3800;5200;0.00985512;0.252145;0.24609489732221101;0.006050102677788993
1;3800;5300;-0.00919307;0.25097371;0.24474975744052016;0.006223952559479856
1;3800;5400;-0.0278852;0.23746761;0.2490547115522687;-0.011587101552268692
1;3800;5500;-0.04623434;0.2624517;0.258700130334824;0.0037515696651760355
1;3800;6000;-0.13324572;0.38775931;0.3775370420629557;0.010222267937044338
1;3800;6500;-0.21328843;0.58790909;0.5934750533939666;-0.005565963393966533
1;3900;4500;0.15443635;0.44958429;0.44625987912859055;0.0033244108714094445
1;3900;5000;0.04907584;0.25965292;0.26814041080632456;-0.008487490806324549
1;3900;5100;0.02927321;0.25281073;0.2544168099967606;-0.001606079996760601
1;3900;5200;0.00985512;0.25233565;0.24702959959643542;0.005306050403564605
1;3900;5300;-0.00919307;0.25116348;0.24562284502047374;0.005540634979526254
1;3900;5400;-0.0278852;0.23764717;0.24986481054001872;-0.012217640540018726
1;3900;5500;-0.04623434;0.26265015;0.25944596316623963;0.003204186833760392
1;3900;6000;-0.13324572;0.38805251;0.3779453039809981;0.01010720601900189
1;3900;6500;-0.21328843;0.58835363;0.5935249077641582;-0.005171277764158266
1;4000;5000;0.04926624;0.25043492;0.25683812998482325;-0.006403209984823244
1;4000;5100;0.02946361;0.25137013;0.2475357613016291;0.0038343686983709213
1;4000;5200;0.01004553;0.25393621;0.24386963397932782;0.01006657602067218
1;4000;5300;-0.00900267;0.25171825;0.24552207560148906;0.0061961743985109174
1;4000;5400;-0.0276948;0.23682302;0.2521970440758279;-0.015374024075827886
1;4000;5500;-0.04604394;0.26204535;0.26361833315618416;-0.001572983156184149
1;4000;6000;-0.13305532;0.38784882;0.38344907264390116;0.0043997473560988265
1;4000;6500;-0.21309802;0.58832142;0.5894680692568175;-0.0011466492568175113
1;4100;5000;0.04917104;0.25544443;0.2595515406845087;-0.004107110684508697
1;4100;5100;0.02936842;0.25106746;0.2494686284730061;0.0015988315269939157
1;4100;5200;0.00995033;0.25528645;0.24514227603741856;0.010144173962581438
1;4100;5300;-0.00909786;0.25081112;0.24624825072760903;0.004562869272390968
1;4100;5400;-0.02779;0.2375052;0.2524843866004983;-0.014979186600498323
1;4100;5500;-0.04613914;0.2626463;0.26356874991759766;-0.0009224499175976564
1;4100;6000;-0.13315051;0.38839194;0.3830677215590961;0.005324218440903916
1;4100;6500;-0.21319322;0.58900668;0.5906280260002654;-0.0016213460002654223
1;4200;5000;0.04926624;0.25081523;0.25722816244526375;-0.006412932445263753
1;4200;5100;0.02946361;0.25175186;0.2479116672591909;0.0038401927408091008
1;4200;5200;0.01004553;0.25432183;0.24423997270631956;0.010081857293680468
