timestamp,day,product,side,trade_class,price,quantity,mid_0,bid_1,ask_1,spread_0,buyer,seller,markout_h1,next_mid_move_h1,same_side_move_h1,opp_side_move_h1,markout_h5,next_mid_move_h5,same_side_move_h5,opp_side_move_h5,markout_h10,next_mid_move_h10,same_side_move_h10,opp_side_move_h10,markout_h20,next_mid_move_h20,same_side_move_h20,opp_side_move_h20
34000,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12027.0,6,12035.5,12027,12044,17,,,-9.0,-0.5,-1,0,-7.5,1.0,-1,3,2.0,10.5,2,,-9.0,-0.5,1,-2
36200,0,ASH_COATED_OSMIUM,sell,external_trade,9993.0,3,10001.0,9993,10009,16,,,-4.0,4.0,1,7,-8.0,0.0,1,-1,-6.5,1.5,4,-1,-8.0,0.0,0,0
36900,0,ASH_COATED_OSMIUM,sell,external_trade,9989.0,3,9998.5,9989,10008,19,,,-10.0,-0.5,-1,0,-11.0,-1.5,-3,0,-11.0,-1.5,-3,0,-10.0,-0.5,-1,0
37600,0,ASH_COATED_OSMIUM,buy,external_trade,10011.0,9,10001.5,9992,10011,19,,,-11.5,-2.0,-2,-2,-10.0,-0.5,-2,1,-10.0,-0.5,-2,1,-10.0,-0.5,-2,1
38500,0,ASH_COATED_OSMIUM,buy,external_trade,10009.0,9,10001.0,9993,10009,16,,,-8.0,0.0,0,0,-10.0,-2.0,-1,-3,-6.5,1.5,3,0,-8.0,0.0,0,0
40400,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12034.0,6,12042.0,12034,12050,16,,,0.0,8.0,0,,-6.5,1.5,0,3,-9.0,-1.0,-1,-1,-2.0,6.0,-2,
41300,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12035.0,7,12041.5,12035,12048,13,,,-8.0,-1.5,0,-3,-6.5,0.0,0,0,-7.5,-1.0,-1,-1,-10.0,-3.5,-2,-5
41700,0,ASH_COATED_OSMIUM,buy,external_trade,10008.0,8,10000.0,9992,10008,16,,,-9.5,-1.5,0,-3,-7.5,0.5,3,-2,-6.0,2.0,2,2,-7.5,0.5,3,-2
43100,0,ASH_COATED_OSMIUM,sell,external_trade,9993.0,2,10002.5,9993,10012,19,,,-8.0,1.5,0,3,-8.0,1.5,0,3,-6.5,3.0,3,3,-7.0,2.5,1,4
43300,0,ASH_COATED_OSMIUM,buy,external_trade,10009.0,6,10001.0,9993,10009,16,,,-8.0,0.0,0,0,-8.0,0.0,0,0,-8.0,0.0,0,0,-14.0,-6.0,-11,-1
43600,0,INTARIAN_PEPPER_ROOT,buy,external_trade,12039.0,4,12038.0,12037,12039,2,,,4.5,5.5,11,0,7.0,8.0,15,1,5.5,6.5,12,1,5.0,6.0,13,-1
44700,0,ASH_COATED_OSMIUM,sell,external_trade,9993.0,2,10001.0,9993,10009,16,,,-3.0,5.0,0,10,-8.5,-0.5,1,-2,-8.5,-0.5,1,-2,-5.0,3.0,4,2
47700,0,INTARIAN_PEPPER_ROOT,buy,external_trade,12044.0,4,12042.5,12041,12044,3,,,3.5,5.0,10,0,4.5,6.0,11,1,4.5,6.0,11,1,5.5,7.0,12,2
48200,0,ASH_COATED_OSMIUM,sell,external_trade,9990.0,2,9998.0,9990,10006,16,,,-7.0,1.0,2,0,-8.0,0.0,0,0,-8.0,0.0,0,0,-7.5,0.5,2,-1
48400,0,ASH_COATED_OSMIUM,sell,external_trade,9990.0,8,9999.5,9990,10009,19,,,-8.0,1.5,0,3,-7.5,2.0,2,2,-8.0,1.5,0,3,-9.0,0.5,-1,2
49400,0,ASH_COATED_OSMIUM,buy,external_trade,10006.0,5,9998.0,9990,10006,16,,,-8.0,0.0,0,0,-7.0,1.0,1,1,-7.0,1.0,1,1,-6.5,1.5,4,-1
49800,0,INTARIAN_PEPPER_ROOT,buy,external_trade,12046.0,2,12044.5,12043,12046,3,,,3.5,5.0,10,0,4.5,6.0,11,1,6.0,7.5,14,1,5.5,7.0,15,-1
51300,0,ASH_COATED_OSMIUM,sell,external_trade,9989.0,9,9998.0,9989,10007,18,,,-10.5,-1.5,0,-3,-18.0,-9.0,,0,-10.0,-1.0,-2,0,-7.5,1.5,2,1
53200,0,INTARIAN_PEPPER_ROOT,buy,external_trade,12060.0,4,12053.5,12047,12060,13,,,-8.0,-1.5,0,-3,-13.0,-6.5,,0,-4.0,2.5,4,1,-6.0,0.5,2,-1
54000,0,ASH_COATED_OSMIUM,sell,external_trade,9989.0,6,9997.0,9989,10005,16,,,-8.0,0.0,0,0,-8.5,-0.5,1,-2,-6.0,2.0,3,1,-3.5,4.5,1,8
54300,0,ASH_COATED_OSMIUM,buy,external_trade,10004.0,4,9996.0,9988,10004,16,,,-8.0,0.0,0,0,-8.0,0.0,0,0,-8.0,0.0,0,0,-8.0,0.0,0,0
54800,0,ASH_COATED_OSMIUM,buy,external_trade,10004.0,10,9996.0,9988,10004,16,,,-6.5,1.5,3,0,-8.0,0.0,0,0,0.0,8.0,0,,-8.0,0.0,0,0
57200,0,ASH_COATED_OSMIUM,sell,external_trade,9989.0,5,9997.0,9989,10005,16,,,-2.5,5.5,0,11,-6.0,2.0,2,2,-6.0,2.0,2,2,-6.0,2.0,2,2
57800,0,ASH_COATED_OSMIUM,sell,external_trade,9987.0,8,9996.5,9987,10006,19,,,-9.5,0.0,0,0,0.0,9.5,0,,0.0,9.5,0,,-7.0,2.5,1,4
59000,0,ASH_COATED_OSMIUM,sell,external_trade,9987.0,6,9987.0,9987,,,,,-9.5,-9.5,0,,-7.0,-7.0,1,,-8.0,-8.0,0,,-9.0,-9.0,-1,
59600,0,ASH_COATED_OSMIUM,buy,external_trade,10002.0,7,9994.0,9986,10002,16,,,-8.0,0.0,0,0,-7.0,1.0,1,1,-7.0,1.0,1,1,3.0,11.0,3,
61200,0,ASH_COATED_OSMIUM,sell,external_trade,9989.0,4,9989.0,9989,,,,,-8.0,-8.0,0,,-8.0,-8.0,0,,-8.0,-8.0,0,,-6.0,-6.0,3,
62600,0,ASH_COATED_OSMIUM,buy,external_trade,10006.0,5,9998.0,9990,10006,16,,,-9.0,-1.0,-1,-1,-10.0,-2.0,-2,-2,-20.0,-12.0,,-4,-10.0,-2.0,-2,-2
65600,0,ASH_COATED_OSMIUM,sell,external_trade,9995.0,4,10001.5,9995,10008,13,,,-6.0,0.5,-3,4,-2.0,4.5,6,3,-2.0,4.5,6,3,3.5,10.0,6,14
65700,0,INTARIAN_PEPPER_ROOT,buy,external_trade,12062.0,8,12059.0,12056,12062,6,,,1.5,4.5,6,3,6.0,9.0,14,4,4.5,7.5,11,4,4.0,7.0,12,2
65800,0,ASH_COATED_OSMIUM,buy,external_trade,10005.0,2,9997.0,9989,10005,16,,,-8.0,0.0,0,0,-8.0,0.0,0,0,-8.0,0.0,0,0,-9.0,-1.0,0,-2
66100,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12060.0,7,12066.5,12060,12073,13,,,-8.0,-1.5,0,-3,-8.0,-1.5,0,-3,-6.0,0.5,2,-1,-8.5,-2.0,-2,-2
68300,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12062.0,6,12068.5,12062,12075,13,,,-8.0,-1.5,0,-3,-6.5,0.0,0,0,-9.0,-2.5,-1,-4,-8.5,-2.0,-2,-2
68500,0,ASH_COATED_OSMIUM,sell,external_trade,9989.0,6,9997.0,9989,10005,16,,,-6.5,1.5,3,0,-8.0,0.0,0,0,-6.5,1.5,3,0,-3.0,5.0,0,10
68500,0,INTARIAN_PEPPER_ROOT,buy,external_trade,12078.0,7,12070.0,12062,12078,16,,,-9.5,-1.5,-3,0,-11.5,-3.5,-7,0,-8.5,-0.5,-2,1,2.0,10.0,2,
69100,0,ASH_COATED_OSMIUM,sell,external_trade,9989.0,5,9997.0,9989,10005,16,,,-8.0,0.0,0,0,-10.5,-2.5,-5,0,-8.0,0.0,0,0,-9.0,-1.0,-1,-1
69300,0,ASH_COATED_OSMIUM,buy,external_trade,10005.0,6,9997.0,9989,10005,16,,,-13.5,-5.5,-11,0,-16.0,-8.0,,0,-8.0,0.0,0,0,-8.0,0.0,0,0
71000,0,INTARIAN_PEPPER_ROOT,buy,external_trade,12078.0,7,12071.0,12064,12078,14,,,-6.5,0.5,0,1,0.0,7.0,0,,-6.0,1.0,1,1,-5.0,2.0,2,2
71100,0,ASH_COATED_OSMIUM,sell,external_trade,9990.0,9,9998.0,9990,10006,16,,,-8.0,0.0,0,0,-4.5,3.5,0,7,-9.0,-1.0,-1,-1,-11.0,-3.0,-2,-4
72900,0,ASH_COATED_OSMIUM,sell,external_trade,9992.0,3,10000.0,9992,10008,16,,,-8.0,0.0,0,0,-7.5,0.5,2,-1,-10.0,-2.0,-2,-2,-10.0,-2.0,-2,-2
73400,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12077.0,7,12080.0,12077,12083,6,,,3.5,6.5,10,3,2.0,5.0,10,0,8.0,11.0,9,13,1.5,4.5,8,1
73800,0,ASH_COATED_OSMIUM,sell,external_trade,9994.0,5,10002.0,9994,10010,16,,,-8.0,0.0,0,0,-9.0,-1.0,0,-2,-6.5,1.5,3,0,-7.0,1.0,1,1
76200,0,ASH_COATED_OSMIUM,sell,external_trade,9993.0,7,10001.0,9993,10009,16,,,-9.5,-1.5,0,-3,-10.0,-2.0,-2,-2,-10.0,-2.0,-2,-2,-13.0,-5.0,-10,0
77000,0,INTARIAN_PEPPER_ROOT,buy,external_trade,12084.0,3,12077.0,12070,12084,14,,,-8.0,-1.0,0,-2,-6.5,0.5,0,1,-6.0,1.0,1,1,-5.0,2.0,2,2
79700,0,ASH_COATED_OSMIUM,buy,external_trade,10004.0,2,9998.0,9992,10004,12,,,-2.5,3.5,8,-1,-2.0,4.0,6,2,-2.0,4.0,6,2,-5.0,1.0,3,-1
82300,0,ASH_COATED_OSMIUM,buy,external_trade,10007.0,2,9997.5,9988,10007,19,,,2.0,11.5,2,,-10.0,-0.5,-1,0,-10.0,-0.5,-2,1,-10.0,-0.5,-2,1
83600,0,ASH_COATED_OSMIUM,sell,external_trade,9989.0,7,9997.0,9989,10005,16,,,-8.0,0.0,0,0,-10.5,-2.5,-5,0,-8.0,0.0,0,0,-8.0,0.0,0,0
86900,0,ASH_COATED_OSMIUM,buy,external_trade,10006.0,8,9998.0,9990,10006,16,,,-8.0,0.0,0,0,-13.0,-5.0,-10,0,-6.0,2.0,2,2,-4.0,4.0,4,4
87800,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12081.0,4,12087.5,12081,12094,13,,,-1.5,5.0,0,10,-6.0,0.5,2,-1,-7.5,-1.0,-1,-1,-7.0,-0.5,1,-2
90600,0,INTARIAN_PEPPER_ROOT,buy,external_trade,12097.0,5,12090.5,12084,12097,13,,,-6.5,0.0,0,0,-1.0,5.5,1,10,-5.5,1.0,1,1,-6.0,0.5,2,-1
91100,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12094.0,6,12096.0,12094,12098,4,,,2.5,4.5,9,0,2.5,4.5,9,0,1.5,3.5,8,-1,2.0,4.0,10,-2
91300,0,ASH_COATED_OSMIUM,buy,external_trade,10010.0,7,10002.0,9994,10010,16,,,-8.0,0.0,0,0,-6.5,1.5,3,0,-8.0,0.0,0,0,-8.0,0.0,0,0
92400,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12086.0,5,12094.0,12086,12102,16,,,-6.5,1.5,0,3,-8.0,0.0,0,0,-1.0,7.0,-1,,-8.5,-0.5,-2,1
93300,0,ASH_COATED_OSMIUM,sell,external_trade,9994.0,2,10002.0,9994,10010,16,,,-9.0,-1.0,0,-2,-7.0,1.0,1,1,-7.5,0.5,3,-2,-14.0,-6.0,,2
95200,0,ASH_COATED_OSMIUM,buy,external_trade,10011.0,4,10000.5,9990,10011,21,,,-3.0,7.5,-3,,-9.0,1.5,0,3,-11.0,-0.5,-3,2,-12.5,-2.0,-3,-1
96800,0,ASH_COATED_OSMIUM,buy,external_trade,10008.0,6,10000.0,9992,10008,16,,,-9.0,-1.0,-1,-1,-8.0,0.0,0,0,-1.5,6.5,3,10,-6.0,2.0,2,2
96900,0,ASH_COATED_OSMIUM,sell,external_trade,9991.0,5,9999.0,9991,10007,16,,,-8.0,0.0,0,0,-9.0,-1.0,-1,-1,-8.0,0.0,1,-1,-10.0,-2.0,-2,-2
97300,0,ASH_COATED_OSMIUM,sell,external_trade,9992.0,3,10000.0,9992,10008,16,,,-8.0,0.0,0,0,-14.5,-6.5,-10,-3,-8.0,0.0,0,0,-11.0,-3.0,-3,-3
99500,0,INTARIAN_PEPPER_ROOT,sell,external_trade,12093.0,3,12099.5,12093,12106,13,,,-8.0,-1.5,0,-3,,,,,,,,,,,,
