mode,set,day,timestamp,position_before,position_after,position_band,best_bid,best_ask,spread,mid_price,microprice,anchor_offset,richness_bucket,top_imbalance,micro_gap,pressure_bucket,ret1,shock,shock_bucket,order_count,actual_primary_label,actual_family,aggressive_buy_qty,aggressive_sell_qty,aggressive_qty,passive_buy_qty,passive_sell_qty,passive_inside_buy_qty,passive_inside_sell_qty,max_take_depth,exact_best_action,exact_best_family,exact_value,best_runner_up,ev_gap,actual_family_value,recoverable_value,hosted_ref_class,hosted_count,hosted_qty,hosted_markout_h10_avg
default,round1-day-1,-1,19800,-6,-6,flat_19,9998,10009,11,10003.5,10001.142857142857,3.5,rich,-0.42857142857142855,-2.357142857143117,sell_pressure,4.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,hold,hold,-38823.0,mm_join_12,0.0,-38823.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,23300,-15,-15,flat_19,9991,10001,10,9996.0,9999.333333333334,-4.0,cheap,0.6666666666666666,3.3333333333339397,buy_pressure,-3.0,False,steady,1,passive_one_sided_buy,one_sided_mm,0,0,0,13,0,13,0,0,hold,hold,-128924.0,mm_join_12,0.0,-128924.0,0.0,passive_inside_buy,,,
default,round1-day-1,-1,23700,-15,-15,flat_19,9991,10001,10,9996.0,9999.57142857143,-4.0,cheap,0.7142857142857143,3.571428571429351,buy_pressure,-2.5,False,steady,1,passive_one_sided_buy,one_sided_mm,0,0,0,13,0,13,0,0,hold,hold,-128924.0,mm_join_12,0.0,-128924.0,0.0,passive_inside_buy,,,
default,round1-day-1,-1,24000,-15,-15,flat_19,9997,10007,10,10002.0,9998.333333333334,2.0,rich,-0.7333333333333333,-3.6666666666660603,sell_pressure,3.0,False,steady,1,passive_one_sided_buy,one_sided_mm,0,0,0,12,0,0,0,0,hold,hold,-128924.0,mm_join_12,0.0,-128924.0,0.0,passive_inside_buy,,,
default,round1-day-1,-1,26500,-36,-36,short_20_39,9993,10002,9,9997.5,9999.5,-2.5,cheap,0.4444444444444444,2.0,buy_pressure,-2.5,False,steady,1,passive_one_sided_buy,one_sided_mm,0,0,0,13,0,13,0,0,hold,hold,-339077.0,mm_join_12,0.0,-339077.0,0.0,passive_inside_buy,,,
default,round1-day-1,-1,28300,-44,-44,short_40_59,9999,10009,10,10004.0,10001.857142857143,4.0,rich,-0.42857142857142855,-2.142857142856883,sell_pressure,3.0,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,hold,hold,-419101.0,mm_join_12,0.0,-419101.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,32500,-40,-40,short_40_59,9993,10003,10,9998.0,10001.333333333334,-2.0,cheap,0.6666666666666666,3.3333333333339397,buy_pressure,-3.0,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,12,0,0,0,hold,hold,-379101.0,mm_join_12,0.0,-379101.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,34900,-40,-40,short_40_59,9994,10003,9,9998.5,10001.714285714286,-1.5,neutral,0.7142857142857143,3.214285714286234,buy_pressure,-4.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,9,9,9,0,0,hold,hold,-379101.0,mm_join_12,0.0,-379101.0,0.0,,,,
default,round1-day-1,-1,39900,-38,-38,short_20_39,9995,10004,9,9999.5,10002.615384615385,-0.5,neutral,0.6923076923076923,3.1153846153847553,buy_pressure,-4.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,9,9,9,0,0,hold,hold,-359115.0,mm_join_12,0.0,-359115.0,0.0,,,,
default,round1-day-1,-1,46600,-42,-42,short_40_59,9997,10008,11,10002.5,9998.375,2.5,rich,-0.75,-4.125,sell_pressure,3.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,hold,hold,-399175.0,mm_join_12,0.0,-399175.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,48600,-39,-39,short_20_39,9999,10010,11,10004.5,10002.4375,4.5,rich,-0.375,-2.0625,sell_pressure,2.5,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,12,0,12,0,hold,hold,-369248.0,mm_join_12,0.0,-369248.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,49000,-39,-39,short_20_39,9994,10004,10,9999.0,10001.058823529413,-1.0,neutral,0.4117647058823529,2.0588235294126207,buy_pressure,-1.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,12,12,12,0,0,hold,hold,-369248.0,mm_join_12,0.0,-369248.0,0.0,,,,
default,round1-day-1,-1,51300,-50,-50,short_40_59,9995,10006,11,10000.5,9997.444444444445,0.5,neutral,-0.5555555555555556,-3.055555555554747,sell_pressure,3.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,6,0,6,0,hold,hold,-479311.0,mm_join_12,0.0,-479311.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,53400,-51,-49,short_40_59,9989,9999,10,9994.0,9997.75,-6.0,cheap,0.75,3.75,buy_pressure,-2.0,True,shock,2,clear_buy,take1,2,0,2,12,0,12,0,1,buy_take1_16,take1,-489376.0,hold,4.0,-489376.0,0.0,take_a1,,,
default,round1-day-1,-1,55400,-55,-52,short_40_59,9988,9998,10,9993.0,9996.0,-7.0,cheap,0.6,3.0,buy_pressure,-4.0,True,shock,2,clear_buy,take1,3,0,3,12,0,12,0,1,buy_take1_16,take1,-529396.0,hold,9.0,-529396.0,0.0,take_a1,,,
default,round1-day-1,-1,55900,-52,-47,short_40_59,9989,9998,9,9993.5,9995.5,-6.5,cheap,0.4444444444444444,2.0,buy_pressure,-2.5,True,shock,2,clear_buy,take1,5,0,5,12,0,12,0,1,buy_take1_16,take1,-499402.0,hold,15.0,-499402.0,0.0,take_a1,1,2,4.5
default,round1-day-1,-1,57200,-53,-53,short_40_59,9991,10001,10,9996.0,9998.857142857143,-4.0,cheap,0.5714285714285714,2.857142857143117,buy_pressure,-3.0,False,steady,1,passive_one_sided_buy,one_sided_mm,0,0,0,15,0,15,0,0,hold,hold,-509436.0,mm_join_12,0.0,-509436.0,0.0,passive_inside_buy,,,
default,round1-day-1,-1,60200,-48,-44,short_40_59,9991,10000,9,9995.5,9998.105263157895,-4.5,cheap,0.5789473684210527,2.605263157895024,buy_pressure,-2.5,False,steady,2,clear_buy,take1,4,0,4,15,0,15,0,1,buy_take1_16,take1,-459523.0,hold,4.0,-459523.0,0.0,take_a1,1,2,4.5
default,round1-day-1,-1,60500,-44,-44,short_40_59,9996,10006,10,10001.0,9998.631578947368,1.0,neutral,-0.47368421052631576,-2.3684210526316747,sell_pressure,3.0,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,hold,hold,-419523.0,mm_join_12,0.0,-419523.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,63900,-39,-39,short_20_39,9999,10008,9,10003.5,10001.48275862069,3.5,rich,-0.4482758620689655,-2.0172413793097803,sell_pressure,5.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,hold,hold,-369569.0,mm_join_12,0.0,-369569.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,65000,-31,-31,short_20_39,9994,10005,11,9999.5,9995.466666666667,-0.5,neutral,-0.7333333333333333,-4.033333333332848,sell_pressure,1.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,12,12,12,12,0,hold,hold,-289617.0,mm_join_12,0.0,-289617.0,0.0,,,,
default,round1-day-1,-1,65500,-31,-31,short_20_39,9994,10007,13,10000.5,9995.677419354839,0.5,neutral,-0.7419354838709677,-4.822580645160997,sell_pressure,3.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,hold,hold,-289617.0,mm_join_12,0.0,-289617.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,67200,-31,-31,short_20_39,9995,10006,11,10000.5,9998.666666666666,0.5,neutral,-0.3333333333333333,-1.8333333333339397,mixed_pressure,-1.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,12,12,12,12,0,hold,hold,-289617.0,mm_join_12,0.0,-289617.0,0.0,,,,
default,round1-day-1,-1,67400,-31,-31,short_20_39,9995,10005,10,10000.0,9996.42857142857,0.0,neutral,-0.7142857142857143,-3.571428571429351,sell_pressure,2.0,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,12,0,12,0,hold,hold,-289617.0,mm_join_12,0.0,-289617.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,69800,-31,-31,short_20_39,9991,10000,9,9995.5,9997.882352941177,-4.5,cheap,0.5294117647058824,2.3823529411765776,buy_pressure,-3.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,10,0,10,0,0,buy_take1_16,take1,-289617.0,hold,4.0,-289621.0,4.0,passive_inside_buy,,,
default,round1-day-1,-1,70400,-23,-23,short_20_39,9997,10010,13,10003.5,9998.344827586207,3.5,rich,-0.7931034482758621,-5.15517241379348,sell_pressure,4.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,hold,hold,-209685.0,mm_join_12,0.0,-209685.0,0.0,passive_inside_sell,,,
default,round1-day-1,-1,72500,-29,-29,short_20_39,9997,10007,10,10002.0,9998.42857142857,2.0,rich,-0.7142857142857143,-3.571428571429351,sell_pressure,2.0,False,steady,0,hold,hold,0,0,0,0,0,0,0,0,hold,hold,-269721.0,mm_join_12,0.0,-269721.0,0.0,,,,
