count,recoverable_total,recoverable_max,actual_action,exact_best_family,spread,position_band,richness_bucket,pressure_bucket,shock_bucket,hosted_ref_class,hosted_count,hosted_qty,hosted_markout_h10_avg,hosted_veto,recoverable_avg
2,62.0,31.0,passive_one_sided_sell,take2,13,flat_19,rich,sell_pressure,shock,passive_inside_sell,,,,False,31.0
7,62.0,15.0,passive_one_sided_buy,take1,9,short_20_39,cheap,buy_pressure,shock,passive_inside_buy,,,,False,8.857142857142858
3,60.0,27.0,passive_one_sided_sell,take1,10,long_60_plus,cheap,sell_pressure,steady,passive_inside_sell,,,,False,20.0
5,59.0,15.0,passive_one_sided_buy,take1,11,flat_19,rich,mixed_pressure,shock,passive_inside_buy,,,,False,11.8
4,54.0,18.0,passive_one_sided_buy,take1,12,long_20_39,cheap,buy_pressure,shock,passive_inside_buy,,,,False,13.5
9,53.0,9.0,passive_one_sided_sell,take1,11,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,5.888888888888889
9,51.0,11.0,passive_one_sided_sell,take1,13,long_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,5.666666666666667
2,50.0,44.0,take_sell,hold,9,short_40_59,rich,sell_pressure,shock,take_b1,,,,False,25.0
3,50.0,38.0,passive_two_sided,take1,9,short_60_plus,neutral,buy_pressure,shock,,,,,False,16.666666666666668
11,49.0,8.0,passive_one_sided_buy,take1,10,short_20_39,cheap,buy_pressure,steady,passive_inside_buy,,,,False,4.454545454545454
5,48.0,21.0,passive_two_sided,take1,12,short_60_plus,neutral,buy_pressure,shock,,,,,False,9.6
5,48.0,18.0,passive_one_sided_buy,take1,12,flat_19,cheap,buy_pressure,shock,passive_inside_buy,,,,False,9.6
9,46.0,10.0,passive_one_sided_sell,take1,10,flat_19,rich,sell_pressure,steady,passive_inside_sell,,,,False,5.111111111111111
2,45.0,31.0,passive_one_sided_sell,take1,11,long_60_plus,cheap,sell_pressure,steady,passive_inside_sell,,,,False,22.5
10,44.0,8.0,passive_one_sided_buy,take1,9,long_20_39,cheap,buy_pressure,shock,passive_inside_buy,,,,False,4.4
3,43.0,25.0,passive_one_sided_sell,take1,9,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,14.333333333333334
5,42.0,12.0,passive_one_sided_buy,take1,9,short_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,8.4
7,41.5,12.5,passive_one_sided_buy,take1,9,long_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,5.928571428571429
1,40.0,40.0,passive_one_sided_sell,take1,11,long_60_plus,cheap,mixed_pressure,shock,passive_inside_sell,,,,False,40.0
2,40.0,29.0,passive_one_sided_buy,take1,10,short_60_plus,rich,buy_pressure,shock,passive_inside_buy,,,,False,20.0
4,40.0,29.0,passive_one_sided_sell,take1,10,long_60_plus,cheap,sell_pressure,shock,passive_inside_sell,,,,False,10.0
5,39.0,10.0,passive_two_sided,take1,9,long_40_59,cheap,buy_pressure,shock,,,,,False,7.8
8,38.0,14.0,passive_one_sided_sell,take1,13,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,4.75
1,36.0,36.0,passive_one_sided_sell,take2,11,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,36.0
1,36.0,36.0,passive_one_sided_sell,take2,11,long_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,36.0
3,36.0,19.0,passive_two_sided,take1,10,short_60_plus,rich,buy_pressure,steady,,,,,False,12.0
4,36.0,13.0,passive_one_sided_sell,take1,11,long_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,9.0
1,34.0,34.0,passive_two_sided,take1,9,short_60_plus,neutral,mixed_pressure,shock,,,,,False,34.0
7,32.0,6.0,passive_one_sided_sell,take1,11,flat_19,rich,sell_pressure,shock,passive_inside_sell,,,,False,4.571428571428571
2,31.0,22.0,passive_one_sided_sell,take1,11,long_60_plus,neutral,sell_pressure,shock,passive_inside_sell,,,,False,15.5
2,30.0,15.0,passive_two_sided,take1,10,long_20_39,neutral,sell_pressure,steady,,,,,False,15.0
3,30.0,10.0,passive_one_sided_sell,take1,9,short_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,10.0
6,30.0,10.0,passive_one_sided_buy,take1,10,long_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,5.0
1,29.5,29.5,passive_one_sided_sell,take2,11,flat_19,rich,sell_pressure,shock,passive_inside_sell,,,,False,29.5
3,29.0,16.0,passive_one_sided_sell,take1,9,long_60_plus,cheap,sell_pressure,shock,passive_inside_sell,,,,False,9.666666666666666
7,29.0,5.0,passive_two_sided,take1,9,flat_19,neutral,buy_pressure,steady,,,,,False,4.142857142857143
7,29.0,7.0,passive_one_sided_sell,take1,10,short_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,4.142857142857143
7,29.0,9.0,passive_two_sided,take1,10,long_60_plus,cheap,sell_pressure,steady,,,,,False,4.142857142857143
4,27.0,14.0,take_buy,hold,10,flat_19,cheap,buy_pressure,shock,take_a1,,,,False,6.75
2,26.0,19.0,passive_one_sided_sell,take1,13,long_60_plus,rich,sell_pressure,steady,passive_inside_sell,,,,False,13.0
3,26.0,12.0,passive_one_sided_sell,take1,11,long_60_plus,neutral,sell_pressure,steady,passive_inside_sell,,,,False,8.666666666666666
1,25.0,25.0,passive_one_sided_sell,take1,13,short_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,25.0
1,24.0,24.0,passive_two_sided,take1,9,long_60_plus,cheap,sell_pressure,shock,,,,,False,24.0
2,24.0,12.0,passive_one_sided_buy,take1,9,short_40_59,cheap,buy_pressure,steady,passive_inside_buy,,,,False,12.0
3,24.0,8.0,take_sell,hold,9,short_20_39,rich,sell_pressure,shock,take_b1,,,,False,8.0
5,23.0,6.0,passive_one_sided_buy,take1,12,short_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,4.6
5,23.0,10.0,passive_two_sided,take1,10,short_40_59,rich,sell_pressure,shock,,,,,False,4.6
7,23.0,4.0,passive_one_sided_buy,take1,10,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,3.2857142857142856
2,22.0,11.0,passive_two_sided,take1,9,long_40_59,neutral,buy_pressure,shock,,,,,False,11.0
3,22.0,11.0,passive_one_sided_sell,take1,10,long_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,7.333333333333333
1,21.0,21.0,passive_one_sided_buy,take1,12,short_60_plus,neutral,buy_pressure,shock,passive_inside_buy,,,,False,21.0
4,21.0,8.0,passive_one_sided_sell,take1,10,long_20_39,neutral,sell_pressure,steady,passive_inside_sell,,,,False,5.25
6,21.0,6.0,passive_two_sided,take1,9,long_60_plus,cheap,buy_pressure,shock,,,,,False,3.5
6,21.0,6.0,passive_one_sided_sell,take1,10,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,3.5
2,20.0,11.0,passive_one_sided_buy,take1,9,short_60_plus,rich,buy_pressure,shock,passive_inside_buy,,,,False,10.0
2,20.0,10.0,passive_one_sided_buy,take1,10,long_40_59,rich,mixed_pressure,shock,passive_inside_buy,,,,False,10.0
3,20.0,12.0,take_sell,hold,11,short_20_39,rich,sell_pressure,shock,take_b1,,,,False,6.666666666666667
4,20.0,15.0,passive_two_sided,take1,10,short_60_plus,neutral,buy_pressure,steady,,,,,False,5.0
5,20.0,6.0,passive_two_sided,take1,10,short_60_plus,rich,sell_pressure,shock,,,,,False,4.0
1,19.0,19.0,passive_one_sided_buy,take1,12,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,19.0
2,19.0,12.0,passive_two_sided,take1,9,long_60_plus,neutral,sell_pressure,shock,,,,,False,9.5
2,18.0,12.0,passive_one_sided_buy,take1,10,long_20_39,cheap,buy_pressure,shock,passive_inside_buy,,,,False,9.0
3,18.0,12.0,passive_one_sided_buy,take1,12,short_20_39,cheap,buy_pressure,shock,passive_inside_buy,,,,False,6.0
3,18.0,12.0,passive_two_sided,take1,13,long_60_plus,neutral,sell_pressure,shock,,,,,False,6.0
4,18.0,10.0,passive_one_sided_sell,take1,10,short_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,4.5
6,18.0,4.0,passive_one_sided_sell,take1,11,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,3.0
3,17.0,9.0,passive_one_sided_buy,take1,10,short_20_39,cheap,buy_pressure,shock,passive_inside_buy,,,,False,5.666666666666667
1,16.0,16.0,passive_two_sided,take1,13,short_40_59,rich,sell_pressure,shock,,,,,False,16.0
1,16.0,16.0,passive_one_sided_sell,take1,10,short_40_59,cheap,buy_pressure,shock,passive_inside_sell,,,,False,16.0
1,16.0,16.0,passive_two_sided,take1,11,long_60_plus,cheap,sell_pressure,shock,,,,,False,16.0
2,16.0,12.0,passive_one_sided_buy,take1,12,long_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,8.0
4,16.0,6.0,passive_two_sided,take1,11,long_60_plus,neutral,sell_pressure,shock,,,,,False,4.0
1,15.0,15.0,passive_one_sided_buy,take1,11,long_20_39,rich,mixed_pressure,shock,passive_inside_buy,,,,False,15.0
3,15.0,5.0,clear_buy,hold,10,short_60_plus,cheap,buy_pressure,shock,take_a1,,,,False,5.0
3,15.0,5.0,hold,take1,10,flat_19,rich,sell_pressure,steady,,,,,False,5.0
2,14.0,8.0,passive_one_sided_buy,take1,10,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,7.0
5,14.0,4.0,passive_one_sided_buy,take1,10,flat_19,rich,sell_pressure,steady,passive_inside_buy,,,,False,2.8
2,13.5,10.5,passive_one_sided_sell,take1,10,long_40_59,neutral,sell_pressure,steady,passive_inside_sell,,,,False,6.75
1,13.0,13.0,passive_two_sided,take1,9,short_40_59,neutral,mixed_pressure,shock,,,,,False,13.0
2,13.0,8.0,passive_one_sided_sell,take1,13,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,6.5
2,13.0,7.0,passive_two_sided,take1,9,short_60_plus,rich,buy_pressure,shock,,,,,False,6.5
5,13.0,4.0,passive_two_sided,take1,10,long_60_plus,neutral,sell_pressure,shock,,,,,False,2.6
1,12.0,12.0,passive_one_sided_sell,take1,11,long_40_59,neutral,sell_pressure,steady,passive_inside_sell,,,,False,12.0
2,12.0,8.0,passive_one_sided_sell,take1,10,short_60_plus,cheap,buy_pressure,shock,passive_inside_sell,,,,False,6.0
2,12.0,8.0,take_buy,hold,10,long_20_39,cheap,buy_pressure,shock,take_a1,,,,False,6.0
4,12.0,4.0,passive_one_sided_buy,take1,9,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,3.0
1,11.0,11.0,passive_two_sided,take1,9,flat_19,neutral,buy_pressure,shock,,,,,False,11.0
3,11.0,8.0,passive_two_sided,take1,11,short_60_plus,rich,sell_pressure,shock,,,,,False,3.6666666666666665
3,11.0,6.0,passive_one_sided_sell,take1,10,flat_19,neutral,sell_pressure,steady,passive_inside_sell,,,,False,3.6666666666666665
4,11.0,3.0,passive_one_sided_buy,take1,10,long_60_plus,rich,sell_pressure,steady,passive_inside_buy,,,,False,2.75
1,10.0,10.0,take_sell,hold,13,short_20_39,rich,sell_pressure,shock,take_b1,,,,False,10.0
1,10.0,10.0,take_sell,hold,13,flat_19,rich,sell_pressure,shock,take_b1,,,,False,10.0
1,10.0,10.0,passive_one_sided_sell,take1,9,long_60_plus,cheap,mixed_pressure,shock,passive_inside_sell,,,,False,10.0
2,10.0,5.0,passive_one_sided_buy,take1,10,flat_19,rich,mixed_pressure,steady,passive_inside_buy,,,,False,5.0
4,10.0,4.0,passive_one_sided_buy,take1,9,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,2.5
1,9.0,9.0,passive_two_sided,take1,9,long_60_plus,cheap,buy_pressure,steady,,,,,False,9.0
1,9.0,9.0,hold,take1,10,long_60_plus,rich,sell_pressure,steady,,,,,False,9.0
1,8.0,8.0,passive_one_sided_buy,take1,10,long_20_39,rich,mixed_pressure,shock,passive_inside_buy,,,,False,8.0
1,8.0,8.0,passive_one_sided_sell,take1,9,long_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,8.0
1,8.0,8.0,passive_two_sided,take1,11,long_40_59,cheap,sell_pressure,steady,,,,,False,8.0
1,8.0,8.0,passive_one_sided_buy,take1,12,short_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,8.0
1,8.0,8.0,passive_one_sided_sell,take1,11,long_40_59,rich,sell_pressure,steady,passive_inside_sell,,,,False,8.0
1,8.0,8.0,passive_one_sided_sell,take1,10,long_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,8.0
2,8.0,4.0,passive_one_sided_buy,take1,10,short_60_plus,cheap,buy_pressure,steady,passive_inside_buy,,,,False,4.0
1,7.0,7.0,clear_sell,hold,9,long_20_39,rich,sell_pressure,shock,take_b1,,,,False,7.0
1,7.0,7.0,passive_two_sided,take1,11,short_40_59,rich,sell_pressure,shock,,,,,False,7.0
1,7.0,7.0,clear_sell,hold,9,flat_19,rich,sell_pressure,shock,take_b1,,,,False,7.0
1,7.0,7.0,take_sell,hold,9,flat_19,rich,sell_pressure,shock,take_b1,,,,False,7.0
1,7.0,7.0,passive_two_sided,take1,13,short_60_plus,rich,sell_pressure,shock,,,,,False,7.0
3,7.0,3.0,passive_one_sided_sell,take1,11,short_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,2.3333333333333335
1,6.0,6.0,passive_one_sided_sell,take1,11,flat_19,neutral,sell_pressure,steady,passive_inside_sell,,,,False,6.0
1,6.0,6.0,passive_one_sided_sell,take1,11,long_20_39,neutral,sell_pressure,steady,passive_inside_sell,,,,False,6.0
1,6.0,6.0,passive_two_sided,take1,11,long_40_59,neutral,sell_pressure,steady,,,,,False,6.0
1,6.0,6.0,clear_sell,take2,11,long_60_plus,rich,sell_pressure,shock,take_b1,,,,False,6.0
1,6.0,6.0,passive_one_sided_buy,take1,9,short_60_plus,rich,buy_pressure,steady,passive_inside_buy,,,,False,6.0
2,6.0,4.0,clear_sell,hold,10,long_60_plus,rich,sell_pressure,shock,take_b1,,,,False,3.0
2,6.0,4.0,passive_one_sided_buy,take1,9,short_20_39,cheap,buy_pressure,steady,passive_inside_buy,,,,False,3.0
2,6.0,3.0,passive_two_sided,take1,10,long_60_plus,neutral,sell_pressure,steady,,,,,False,3.0
2,6.0,4.0,clear_buy,hold,10,flat_19,cheap,buy_pressure,shock,take_a1,,,,False,3.0
3,6.0,3.0,passive_one_sided_buy,take1,12,short_60_plus,rich,buy_pressure,shock,passive_inside_buy,,,,False,2.0
3,6.0,3.0,passive_two_sided,take1,10,long_60_plus,cheap,buy_pressure,shock,,,,,False,2.0
1,5.0,5.0,passive_one_sided_sell,take1,9,short_40_59,cheap,mixed_pressure,shock,passive_inside_sell,,,,False,5.0
1,5.0,5.0,passive_one_sided_buy,take1,10,long_20_39,rich,mixed_pressure,steady,passive_inside_buy,,,,False,5.0
1,5.0,5.0,hold,take1,10,long_20_39,rich,sell_pressure,steady,,,,,False,5.0
1,5.0,5.0,passive_two_sided,take1,10,flat_19,neutral,sell_pressure,steady,,,,,False,5.0
1,5.0,5.0,passive_two_sided,take1,11,long_60_plus,neutral,mixed_pressure,steady,,,,,False,5.0
1,5.0,5.0,take_sell,hold,11,flat_19,rich,sell_pressure,shock,take_b1,,,,False,5.0
1,5.0,5.0,passive_one_sided_sell,take1,10,short_40_59,rich,sell_pressure,steady,passive_inside_sell,,,,False,5.0
1,5.0,5.0,passive_one_sided_sell,mm_inside,11,long_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,5.0
2,5.0,3.0,passive_two_sided,take1,11,flat_19,neutral,sell_pressure,steady,,,,,False,2.5
3,5.0,2.0,passive_one_sided_buy,take1,10,long_60_plus,rich,sell_pressure,shock,passive_inside_buy,,,,False,1.6666666666666667
1,4.0,4.0,passive_one_sided_buy,take1,10,short_40_59,cheap,buy_pressure,steady,passive_inside_buy,,,,False,4.0
1,4.0,4.0,passive_two_sided,take1,9,short_40_59,neutral,buy_pressure,steady,,,,,False,4.0
1,4.0,4.0,passive_two_sided,take1,9,short_60_plus,neutral,buy_pressure,steady,,,,,False,4.0
1,4.0,4.0,passive_one_sided_sell,take1,11,short_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,4.0
1,4.0,4.0,passive_one_sided_sell,take1,10,long_60_plus,neutral,sell_pressure,shock,passive_inside_sell,,,,False,4.0
2,4.0,2.0,passive_one_sided_sell,take1,10,short_60_plus,rich,sell_pressure,steady,passive_inside_sell,,,,False,2.0
1,3.0,3.0,passive_two_sided,take1,10,short_60_plus,neutral,buy_pressure,shock,,,,,False,3.0
1,3.0,3.0,passive_two_sided,take1,12,long_40_59,cheap,buy_pressure,shock,,,,,False,3.0
1,3.0,3.0,passive_one_sided_buy,take1,10,short_60_plus,neutral,buy_pressure,shock,passive_inside_buy,,,,False,3.0
1,3.0,3.0,passive_one_sided_sell,take1,13,long_20_39,neutral,sell_pressure,shock,passive_inside_sell,,,,False,3.0
1,2.0,2.0,passive_one_sided_buy,take1,9,long_20_39,cheap,buy_pressure,steady,passive_inside_buy,,,,False,2.0
1,2.0,2.0,passive_one_sided_buy,take1,12,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,2.0
1,2.0,2.0,passive_one_sided_sell,take1,11,short_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,2.0
1,2.0,2.0,clear_sell,hold,11,long_60_plus,rich,sell_pressure,shock,take_b1,,,,False,2.0
1,2.0,2.0,passive_one_sided_buy,take1,10,long_20_39,rich,sell_pressure,steady,passive_inside_buy,,,,False,2.0
1,2.0,2.0,passive_two_sided,take1,9,short_60_plus,rich,buy_pressure,steady,,,,,False,2.0
1,2.0,2.0,passive_one_sided_sell,mm_inside,11,long_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,2.0
1,2.0,2.0,passive_one_sided_sell,take1,10,long_20_39,cheap,mixed_pressure,shock,passive_inside_sell,,,,False,2.0
1,1.5,1.5,passive_one_sided_buy,take1,10,long_20_39,neutral,buy_pressure,steady,passive_inside_buy,,,,False,1.5
1,1.5,1.5,passive_one_sided_buy,take1,10,long_40_59,neutral,buy_pressure,steady,passive_inside_buy,,,,False,1.5
1,1.0,1.0,passive_one_sided_sell,take1,12,short_60_plus,cheap,buy_pressure,shock,passive_inside_sell,1,9,1.0,False,1.0
1,1.0,1.0,clear_buy,hold,12,short_40_59,cheap,buy_pressure,shock,take_a1,,,,False,1.0
1,1.0,1.0,passive_one_sided_sell,take1,10,long_60_plus,neutral,sell_pressure,steady,passive_inside_sell,,,,False,1.0
1,1.0,1.0,passive_two_sided,take1,10,long_40_59,cheap,sell_pressure,shock,,,,,False,1.0
6,24.0,6.0,clear_buy,hold,9,short_60_plus,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,4.0
2,5.0,3.0,take_buy,hold,9,flat_19,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,2.5
2,4.0,2.0,clear_buy,hold,9,short_20_39,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,2.0
1,2.0,2.0,clear_buy,hold,9,flat_19,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,2.0
1,2.0,2.0,take_buy,hold,9,long_20_39,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,2.0
