day,timestamp,product,mid_price,profit_and_loss,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,bid_price_2,bid_volume_2,ask_price_2,ask_volume_2,bid_price_3,bid_volume_3,ask_price_3,ask_volume_3
0,3200,ASH_COATED_OSMIUM,10001.5,0.0,9991,24,10012,24,,,,,,,,
0,3300,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9991,24,,,,,,
0,3400,ASH_COATED_OSMIUM,10006.0,0.0,10003,6,10009,12,9993,12,10012,27,9991,27,,
0,3500,ASH_COATED_OSMIUM,10000.0,0.0,9991,26,10009,15,,,10012,26,,,,
0,3600,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9991,27,10012,27,,,,
0,3700,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9991,25,10012,25,,,,
0,3800,ASH_COATED_OSMIUM,10000.0,0.0,9991,24,10009,10,,,10012,24,,,,
0,3900,ASH_COATED_OSMIUM,10001.0,0.0,9993,15,10009,15,9991,24,10012,24,,,,
0,4000,ASH_COATED_OSMIUM,10001.0,0.0,9993,11,10009,11,9991,30,10012,30,,,,
0,4100,ASH_COATED_OSMIUM,9992.0,0.0,9992,10,,,9990,22,,,,,,
0,4200,ASH_COATED_OSMIUM,10000.5,0.0,9990,28,10011,28,,,,,,,,
0,4300,ASH_COATED_OSMIUM,10009.0,0.0,,,10009,10,,,10011,26,,,,
0,4400,ASH_COATED_OSMIUM,9999.5,0.0,9990,28,10009,15,,,10011,28,,,,
0,4500,ASH_COATED_OSMIUM,10001.0,0.0,9993,13,10009,13,9990,26,10011,26,,,,
0,4600,ASH_COATED_OSMIUM,10001.0,0.0,9993,15,10009,15,9990,21,10011,21,,,,
0,4700,ASH_COATED_OSMIUM,10002.0,0.0,9993,14,10011,26,9990,26,,,,,,
0,4800,ASH_COATED_OSMIUM,10003.5,0.0,9998,3,10009,14,9993,14,10011,22,9990,22,,
0,4900,ASH_COATED_OSMIUM,9999.5,0.0,9990,22,10009,12,,,10011,22,,,,
0,5000,ASH_COATED_OSMIUM,10000.0,0.0,9992,11,10008,11,,,,,,,,
0,5100,ASH_COATED_OSMIUM,9995.5,0.0,9993,11,9998,4,9990,26,10009,11,,,10011,26
0,5200,ASH_COATED_OSMIUM,10001.0,0.0,9993,13,10009,13,9990,23,10011,23,,,,
0,5300,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9990,22,10011,22,,,,
0,5400,ASH_COATED_OSMIUM,10000.5,0.0,9990,30,10011,30,,,,,,,,
0,5500,ASH_COATED_OSMIUM,10003.0,0.0,9994,15,10012,28,,,,,,,,
0,5600,ASH_COATED_OSMIUM,10000.0,0.0,9991,23,10009,13,,,10012,23,,,,
0,5700,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9991,30,,,,,,
0,5800,ASH_COATED_OSMIUM,10001.5,0.0,9991,28,10012,28,,,,,,,,
0,5900,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9991,21,10012,21,,,,
0,6000,ASH_COATED_OSMIUM,9999.5,0.0,9990,30,10009,13,,,10011,30,,,,
0,6100,ASH_COATED_OSMIUM,10002.0,0.0,9993,14,10011,24,9990,24,,,,,,
0,6200,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9990,29,10011,29,,,,
0,6300,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9990,22,10011,22,,,,
0,6400,ASH_COATED_OSMIUM,10001.0,0.0,9992,14,10010,23,9989,23,,,,,,
0,6500,ASH_COATED_OSMIUM,9995.0,0.0,9992,12,9998,4,9990,22,10008,12,,,10011,22
0,6600,ASH_COATED_OSMIUM,10008.0,0.0,,,10008,13,,,,,,,,
0,6700,ASH_COATED_OSMIUM,10001.5,0.0,9992,12,10011,30,9990,30,,,,,,
0,6800,ASH_COATED_OSMIUM,10000.0,0.0,9992,12,10008,12,9990,29,10011,29,,,,
0,6900,ASH_COATED_OSMIUM,10000.0,0.0,9992,11,10008,11,9990,27,10011,27,,,,
0,7000,ASH_COATED_OSMIUM,10000.5,0.0,9990,30,10011,30,,,,,,,,
0,7100,ASH_COATED_OSMIUM,10005.0,0.0,10002,9,10008,11,9992,11,10011,30,,,,
0,7200,ASH_COATED_OSMIUM,10001.0,0.0,9993,13,10009,13,9990,22,10011,22,,,,
0,7300,ASH_COATED_OSMIUM,10000.0,0.0,9992,10,10008,10,,,10011,25,,,,
0,7400,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9990,22,10011,22,,,,
0,7500,ASH_COATED_OSMIUM,9999.5,0.0,9990,29,10009,13,,,10011,29,,,,
0,7600,ASH_COATED_OSMIUM,10001.0,0.0,9993,13,10009,13,9990,27,10011,27,,,,
0,7700,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9991,25,,,,,,
0,7800,ASH_COATED_OSMIUM,10001.0,0.0,9993,15,10009,15,,,10011,23,,,,
0,7900,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9990,22,,,,,,
0,8000,ASH_COATED_OSMIUM,10001.5,0.0,9992,13,10011,28,,,,,,,,
0,8100,ASH_COATED_OSMIUM,10000.0,0.0,9992,12,10008,12,9989,25,,,,,,
0,8200,ASH_COATED_OSMIUM,10000.0,0.0,9992,10,10008,10,9989,25,,,,,,
0,8300,ASH_COATED_OSMIUM,10000.5,0.0,9990,28,10011,28,,,,,,,,
0,8400,ASH_COATED_OSMIUM,10003.0,0.0,9998,3,10008,11,9990,29,10011,29,,,,
0,8500,ASH_COATED_OSMIUM,10001.0,0.0,9992,14,10010,25,9989,25,,,,,,
0,8600,ASH_COATED_OSMIUM,10000.0,0.0,9992,13,10008,13,9989,27,10010,27,,,,
0,8700,ASH_COATED_OSMIUM,10010.0,0.0,,,10010,22,,,,,,,,
0,8800,ASH_COATED_OSMIUM,9999.0,0.0,9991,10,10007,10,9989,30,10010,30,,,,
0,8900,ASH_COATED_OSMIUM,9999.5,0.0,9989,26,10010,26,,,,,,,,
0,9000,ASH_COATED_OSMIUM,10000.0,0.0,9992,10,10008,10,9990,23,10011,23,,,,
0,9100,ASH_COATED_OSMIUM,10000.0,0.0,9992,15,10008,15,9990,22,10011,22,,,,
0,9200,ASH_COATED_OSMIUM,9999.0,0.0,9990,25,10008,14,,,,,,,,
0,9300,ASH_COATED_OSMIUM,10000.0,0.0,9992,13,10008,13,,,10010,29,,,,
0,9400,ASH_COATED_OSMIUM,9997.0,0.0,9992,15,10002,4,9990,28,10011,28,,,,
0,9500,ASH_COATED_OSMIUM,10001.5,0.0,9992,14,10011,24,9990,24,,,,,,
0,9600,ASH_COATED_OSMIUM,10002.0,0.0,9993,12,10011,20,9990,20,,,,,,
0,9700,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9991,30,10012,30,,,,
0,9800,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,9991,24,10012,24,,,,
0,9900,ASH_COATED_OSMIUM,10004.0,0.0,10004,5,,,9992,24,,,,,,
0,10000,ASH_COATED_OSMIUM,10002.0,0.0,9994,14,10010,14,9992,27,10013,27,,,,
0,10100,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,9992,20,10013,20,,,,
0,10200,ASH_COATED_OSMIUM,10002.0,0.0,9994,12,10010,12,,,10013,20,,,,
0,10300,ASH_COATED_OSMIUM,10003.5,0.0,9994,11,10013,24,9992,24,,,,,,
0,10400,ASH_COATED_OSMIUM,10002.0,0.0,9994,11,10010,11,,,10013,25,,,,
0,10500,ASH_COATED_OSMIUM,10002.0,0.0,9994,14,10010,14,9992,26,10013,26,,,,
0,10600,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9992,20,10013,20,,,,
0,10700,ASH_COATED_OSMIUM,10002.5,0.0,9992,24,10013,24,,,,,,,,
0,10800,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9992,23,,,,,,
0,10900,ASH_COATED_OSMIUM,10003.0,0.0,9995,15,10011,15,9992,22,10013,22,,,,
0,11000,ASH_COATED_OSMIUM,9995.0,0.0,9995,10,,,9992,26,,,,,,
0,11100,ASH_COATED_OSMIUM,10003.0,0.0,9995,14,10011,14,9992,30,10013,30,,,,
0,11200,ASH_COATED_OSMIUM,10002.5,0.0,9992,28,10013,28,,,,,,,,
0,11300,ASH_COATED_OSMIUM,10002.0,0.0,9994,13,10010,13,9992,25,10013,25,,,,
0,11400,ASH_COATED_OSMIUM,10003.5,0.0,9994,15,10013,30,9992,30,,,,,,
0,11500,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9992,28,10013,28,,,,
0,11600,ASH_COATED_OSMIUM,10001.0,0.0,9992,22,10010,13,,,10013,22,,,,
0,11700,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,9992,20,,,,,,
0,11800,ASH_COATED_OSMIUM,10010.0,0.0,,,10010,14,,,,,,,,
0,11900,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9992,22,10013,22,,,,
0,12000,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9992,27,10013,27,,,,
0,12100,ASH_COATED_OSMIUM,10003.5,0.0,9994,15,10013,23,9992,23,,,,,,
0,12200,ASH_COATED_OSMIUM,10003.5,0.0,9994,12,10013,23,9992,23,,,,,,
0,12300,ASH_COATED_OSMIUM,10002.0,0.0,9994,13,10010,13,9992,24,,,,,,
0,12400,ASH_COATED_OSMIUM,10001.5,0.0,9992,29,10011,13,,,,,,,,
0,12500,ASH_COATED_OSMIUM,10003.0,0.0,9995,10,10011,10,9992,22,10013,22,,,,
0,12600,ASH_COATED_OSMIUM,10003.0,0.0,9995,15,10011,15,,,10013,26,,,,
0,12700,ASH_COATED_OSMIUM,10001.5,0.0,9992,27,10011,12,,,10013,27,,,,
0,12800,ASH_COATED_OSMIUM,10002.0,0.0,9994,13,10010,13,,,10013,28,,,,
0,12900,ASH_COATED_OSMIUM,10003.0,0.0,9995,12,10011,12,9992,21,10013,21,,,,
0,13000,ASH_COATED_OSMIUM,10004.0,0.0,9995,12,10013,30,,,,,,,,
0,13100,ASH_COATED_OSMIUM,10003.0,0.0,9995,12,10011,12,9993,21,10014,21,,,,
0,13200,ASH_COATED_OSMIUM,10002.5,0.0,9993,29,10012,12,,,10014,29,,,,
0,13300,ASH_COATED_OSMIUM,10003.0,0.0,9995,12,10011,12,9993,22,,,,,,
0,13400,ASH_COATED_OSMIUM,10003.0,0.0,9995,13,10011,13,9992,26,10013,26,,,,
0,13500,ASH_COATED_OSMIUM,10003.0,0.0,9995,14,10011,14,,,10014,24,,,,
0,13600,ASH_COATED_OSMIUM,10004.0,0.0,9995,10,10013,24,9992,24,,,,,,
0,13700,ASH_COATED_OSMIUM,10003.0,0.0,9995,14,10011,14,9993,28,10014,28,,,,
0,13800,ASH_COATED_OSMIUM,10003.0,0.0,9995,11,10011,11,9993,23,10014,23,,,,
0,13900,ASH_COATED_OSMIUM,10003.0,0.0,9995,11,10011,11,9992,20,10013,20,,,,
0,14000,ASH_COATED_OSMIUM,10003.0,0.0,9995,12,10011,12,,,10013,28,,,,
0,14100,ASH_COATED_OSMIUM,9995.0,0.0,9995,14,,,9992,20,,,,,,
0,14200,ASH_COATED_OSMIUM,10004.5,0.0,9999,4,10010,13,9994,13,10012,21,9991,21,,
0,14300,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,9991,21,,,,,,
0,14400,ASH_COATED_OSMIUM,9998.5,0.0,9994,10,10003,4,9991,21,10010,10,,,,
0,14500,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,,,10013,28,,,,
0,14600,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9992,27,,,,,,
0,14700,ASH_COATED_OSMIUM,10001.0,0.0,9992,23,10010,13,,,10013,23,,,,
0,14800,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,9992,30,,,,,,
0,14900,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,9992,25,10013,25,,,,
0,15000,ASH_COATED_OSMIUM,10002.0,0.0,9994,13,10010,13,,,10013,25,,,,
0,15100,ASH_COATED_OSMIUM,10002.0,0.0,9994,12,10010,12,9991,20,10012,20,,,,
0,15200,ASH_COATED_OSMIUM,10001.0,0.0,9992,21,10010,15,,,10013,21,,,,
0,15300,ASH_COATED_OSMIUM,10002.5,0.0,9992,22,10013,22,,,,,,,,
0,15400,ASH_COATED_OSMIUM,10002.0,0.0,9994,11,10010,11,,,10012,30,,,,
0,15500,ASH_COATED_OSMIUM,10000.0,0.0,9991,25,10009,10,,,10012,25,,,,
0,15600,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9991,22,10012,22,,,,
0,15700,ASH_COATED_OSMIUM,10001.0,0.0,9993,15,10009,15,9991,28,10012,28,,,,
0,15800,ASH_COATED_OSMIUM,9999.5,0.0,9990,26,10009,12,,,10011,26,,,,
0,15900,ASH_COATED_OSMIUM,9998.0,0.0,9993,14,10003,3,9991,20,10009,14,,,10012,20
0,16000,ASH_COATED_OSMIUM,10000.0,0.0,9991,20,10009,11,,,10012,20,,,,
0,16100,ASH_COATED_OSMIUM,9998.5,0.0,9994,13,10003,2,,,10010,13,,,,
0,16200,ASH_COATED_OSMIUM,10003.0,0.0,9994,15,10012,27,,,,,,,,
0,16300,ASH_COATED_OSMIUM,10000.0,0.0,9991,21,10009,11,,,10012,21,,,,
0,16400,ASH_COATED_OSMIUM,10002.5,0.0,9993,12,10012,25,9991,25,,,,,,
0,16500,ASH_COATED_OSMIUM,10001.0,0.0,9993,13,10009,13,9990,22,10011,22,,,,
0,16600,ASH_COATED_OSMIUM,10000.0,0.0,9992,12,10008,12,9990,26,10011,26,,,,
0,16700,ASH_COATED_OSMIUM,0.0,0.0,,,,,,,,,,,,
0,16800,ASH_COATED_OSMIUM,10005.0,0.0,10002,7,10008,13,9990,25,10011,25,,,,
0,16900,ASH_COATED_OSMIUM,10000.0,0.0,9992,11,10008,11,9990,22,10011,22,,,,
0,17000,ASH_COATED_OSMIUM,10000.0,0.0,9991,25,10009,10,,,10012,25,,,,
0,17100,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9991,26,,,,,,
0,17200,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9991,27,10012,27,,,,
0,17300,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,,,10012,27,,,,
0,17400,ASH_COATED_OSMIUM,10002.0,0.0,9994,13,10010,13,,,10012,25,,,,
0,17500,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9991,26,,,,,,
0,17600,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9991,29,10012,29,,,,
0,17700,ASH_COATED_OSMIUM,9993.0,0.0,9993,14,,,9990,22,,,,,,
0,17800,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,,,10011,30,,,,
0,17900,ASH_COATED_OSMIUM,10001.0,0.0,9993,11,10009,11,9991,21,10012,21,,,,
0,18000,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9991,24,10012,24,,,,
0,18100,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9991,28,10012,28,,,,
0,18200,ASH_COATED_OSMIUM,10002.5,0.0,9993,14,10012,23,,,,,,,,
0,18300,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9991,20,10012,20,,,,
0,18400,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,,,,,,,,
0,18500,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,,,10012,21,,,,
0,18600,ASH_COATED_OSMIUM,10002.0,0.0,9994,11,10010,11,9991,21,,,,,,
0,18700,ASH_COATED_OSMIUM,9998.5,0.0,9994,14,10003,2,9991,30,10010,14,,,10012,30
0,18800,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,9992,24,,,,,,
0,18900,ASH_COATED_OSMIUM,10000.5,0.0,9991,25,10010,15,,,,,,,,
0,19000,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,9991,30,10012,30,,,,
0,19100,ASH_COATED_OSMIUM,10003.0,0.0,9994,11,10012,21,,,,,,,,
0,19200,ASH_COATED_OSMIUM,10001.0,0.0,9993,15,10009,15,9991,26,10012,26,,,,
0,19300,ASH_COATED_OSMIUM,10006.0,0.0,10003,7,10009,10,9993,10,10012,23,9991,23,,
0,19400,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9991,24,,,,,,
0,19500,ASH_COATED_OSMIUM,9999.5,0.0,9990,23,10009,15,,,10011,23,,,,
0,19600,ASH_COATED_OSMIUM,10001.0,0.0,9993,11,10009,11,9990,26,10011,26,,,,
0,19700,ASH_COATED_OSMIUM,10002.0,0.0,9993,14,10011,29,9990,29,,,,,,
0,19800,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9990,26,,,,,,
0,19900,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9991,22,10012,22,,,,
0,20000,ASH_COATED_OSMIUM,9993.0,0.0,9993,10,,,,,,,,,,
0,20100,ASH_COATED_OSMIUM,9999.5,0.0,9990,29,10009,15,,,10011,29,,,,
0,20200,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9990,20,10011,20,,,,
0,20300,ASH_COATED_OSMIUM,9999.5,0.0,9990,24,10009,14,,,10011,24,,,,
0,20400,ASH_COATED_OSMIUM,10000.0,0.0,9992,14,10008,14,,,10011,27,,,,
0,20500,ASH_COATED_OSMIUM,9996.0,0.0,9990,25,10002,2,,,10008,15,,,10011,25
0,20600,ASH_COATED_OSMIUM,10000.0,0.0,9992,15,10008,15,,,,,,,,
0,20700,ASH_COATED_OSMIUM,10000.0,0.0,9992,11,10008,11,9990,30,10011,30,,,,
0,20800,ASH_COATED_OSMIUM,10000.0,0.0,9992,12,10008,12,,,10011,24,,,,
0,20900,ASH_COATED_OSMIUM,10000.0,0.0,9992,12,10008,12,9990,29,10011,29,,,,
0,21000,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9990,25,10011,25,,,,
0,21100,ASH_COATED_OSMIUM,10003.0,0.0,9998,2,10008,12,9992,12,10011,28,9990,28,,
0,21200,ASH_COATED_OSMIUM,9992.0,0.0,9992,14,,,9990,29,,,,,,
0,21300,ASH_COATED_OSMIUM,10001.0,0.0,9993,11,10009,11,9990,22,10011,22,,,,
0,21400,ASH_COATED_OSMIUM,9999.0,0.0,9990,29,10008,14,,,,,,,,
0,21500,ASH_COATED_OSMIUM,10001.0,0.0,9993,11,10009,11,,,,,,,,
0,21600,ASH_COATED_OSMIUM,9999.5,0.0,9990,20,10009,14,,,10011,20,,,,
0,21700,ASH_COATED_OSMIUM,9993.0,0.0,9993,11,,,9990,25,,,,,,
0,21800,ASH_COATED_OSMIUM,10000.0,0.0,9991,25,10009,14,,,10012,25,,,,
0,21900,ASH_COATED_OSMIUM,10001.0,0.0,9993,13,10009,13,9991,27,,,,,,
0,22000,ASH_COATED_OSMIUM,10006.0,0.0,10003,6,10009,15,9993,15,10012,20,9991,20,,
0,22100,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9991,22,10012,22,,,,
0,22200,ASH_COATED_OSMIUM,10002.0,0.0,9994,13,10010,13,9991,23,10012,23,,,,
0,22300,ASH_COATED_OSMIUM,10003.0,0.0,9994,13,10012,28,9991,28,,,,,,
0,22400,ASH_COATED_OSMIUM,10002.5,0.0,9993,10,10012,23,,,,,,,,
0,22500,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9991,27,,,,,,
0,22600,ASH_COATED_OSMIUM,10001.0,0.0,9992,25,10010,15,,,10013,25,,,,
0,22700,ASH_COATED_OSMIUM,10002.0,0.0,9994,14,10010,14,,,,,,,,
0,22800,ASH_COATED_OSMIUM,10002.5,0.0,9993,12,10012,26,,,,,,,,
0,22900,ASH_COATED_OSMIUM,10009.0,0.0,,,10009,11,,,10012,22,,,,
0,23000,ASH_COATED_OSMIUM,10000.0,0.0,9991,20,10009,12,,,,,,,,
0,23100,ASH_COATED_OSMIUM,10001.0,0.0,9993,13,10009,13,9991,26,,,,,,
0,23200,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9990,24,10011,24,,,,
0,23300,ASH_COATED_OSMIUM,10000.0,0.0,9992,10,10008,10,9990,21,10011,21,,,,
0,23400,ASH_COATED_OSMIUM,9999.5,0.0,9990,29,10009,15,,,10011,29,,,,
0,23500,ASH_COATED_OSMIUM,10002.0,0.0,9993,10,10011,30,,,,,,,,
0,23600,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9990,25,10011,25,,,,
0,23700,ASH_COATED_OSMIUM,9999.0,0.0,9990,20,10008,15,,,10011,20,,,,
0,23800,ASH_COATED_OSMIUM,10000.0,0.0,9992,11,10008,11,9990,22,10011,22,,,,
0,23900,ASH_COATED_OSMIUM,9993.0,0.0,9993,14,,,9990,27,,,,,,
0,24000,ASH_COATED_OSMIUM,9990.0,0.0,9990,29,,,,,,,,,,
0,24100,ASH_COATED_OSMIUM,10002.0,0.0,9993,10,10011,20,9990,20,,,,,,
0,24200,ASH_COATED_OSMIUM,10000.0,0.0,9992,14,10008,14,9990,23,,,,,,
0,24300,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9990,27,10011,27,,,,
0,24400,ASH_COATED_OSMIUM,10000.0,0.0,9992,14,10008,14,9990,28,10011,28,,,,
0,24500,ASH_COATED_OSMIUM,10000.0,0.0,9992,14,10008,14,9990,24,10011,24,,,,
0,24600,ASH_COATED_OSMIUM,10000.0,0.0,9992,12,10008,12,9990,22,10011,22,,,,
0,24700,ASH_COATED_OSMIUM,10009.0,0.0,,,10009,15,,,10011,20,,,,
0,24800,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,,,10011,28,,,,
0,24900,ASH_COATED_OSMIUM,9993.0,0.0,9993,13,,,9990,24,,,,,,
0,25000,ASH_COATED_OSMIUM,10009.0,0.0,,,10009,13,,,,,,,,
0,25100,ASH_COATED_OSMIUM,10004.0,0.0,9999,5,10009,13,9993,13,10012,26,9991,26,,
0,25200,ASH_COATED_OSMIUM,10001.0,0.0,9993,13,10009,13,9990,24,,,,,,
0,25300,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9990,21,10011,21,,,,
0,25400,ASH_COATED_OSMIUM,10009.0,0.0,,,10009,11,,,10011,27,,,,
0,25500,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9990,23,10011,23,,,,
0,25600,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9990,24,10011,24,,,,
0,25700,ASH_COATED_OSMIUM,10001.0,0.0,9993,10,10009,10,9990,24,10011,24,,,,
0,25800,ASH_COATED_OSMIUM,9999.0,0.0,9990,27,10008,10,,,10011,27,,,,
0,25900,ASH_COATED_OSMIUM,10001.0,0.0,9993,12,10009,12,9990,27,10011,27,,,,
0,26000,ASH_COATED_OSMIUM,10001.0,0.0,9993,15,10009,15,9990,27,10011,27,,,,
0,26100,ASH_COATED_OSMIUM,10001.0,0.0,9993,14,10009,14,9990,24,10011,24,,,,
0,26200,ASH_COATED_OSMIUM,10000.0,0.0,9991,27,10009,14,,,10012,27,,,,
0,26300,ASH_COATED_OSMIUM,10009.0,0.0,,,10009,11,,,10012,25,,,,
0,26400,ASH_COATED_OSMIUM,9996.5,0.0,9994,14,9999,10,9991,27,10010,14,,,10012,27
0,26500,ASH_COATED_OSMIUM,9996.5,0.0,9994,13,9999,5,9991,21,10010,13,,,10012,21
0,26600,ASH_COATED_OSMIUM,10002.0,0.0,9994,14,10010,14,,,10013,29,,,,
0,26700,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9992,26,10013,26,,,,
0,26800,ASH_COATED_OSMIUM,10000.5,0.0,9991,20,10010,10,,,10012,20,,,,
0,26900,ASH_COATED_OSMIUM,10001.0,0.0,9993,11,10009,11,9991,22,,,,,,
0,27000,ASH_COATED_OSMIUM,9999.5,0.0,9990,26,10009,10,,,10011,26,,,,
0,27100,ASH_COATED_OSMIUM,10001.5,0.0,9991,27,10012,27,,,,,,,,
