day;timestamp;tte_days;tte_years;S;hydrogel;V_4000;intrinsic_4000;time_value_4000;moneyness_4000;log_moneyness_4000;iv_4000;V_4500;intrinsic_4500;time_value_4500;moneyness_4500;log_moneyness_4500;iv_4500;V_5000;intrinsic_5000;time_value_5000;moneyness_5000;log_moneyness_5000;iv_5000;V_5100;intrinsic_5100;time_value_5100;moneyness_5100;log_moneyness_5100;iv_5100;V_5200;intrinsic_5200;time_value_5200;moneyness_5200;log_moneyness_5200;iv_5200;V_5300;intrinsic_5300;time_value_5300;moneyness_5300;log_moneyness_5300;iv_5300;V_5400;intrinsic_5400;time_value_5400;moneyness_5400;log_moneyness_5400;iv_5400;V_5500;intrinsic_5500;time_value_5500;moneyness_5500;log_moneyness_5500;iv_5500;V_6000;intrinsic_6000;time_value_6000;moneyness_6000;log_moneyness_6000;iv_6000;V_6500;intrinsic_6500;time_value_6500;moneyness_6500;log_moneyness_6500;iv_6500
1;1000;6.9;0.01890411;5247.0;9959.0;1246.5;1247.0;-0.5;1.31175;0.27136212;;747.0;747.0;0.0;1.166;0.15357909;0.0;253.0;247.0;6.0;1.0494;0.04821857;0.2459808;167.0;147.0;20.0;1.02882353;0.02841594;0.24808468;96.5;47.0;49.5;1.00903846;0.00899786;0.24614899;48.0;0.0;48.0;0.99;-0.01005034;0.24682236;17.0;0.0;17.0;0.97166667;-0.02874247;0.23190874;7.5;0.0;7.5;0.954;-0.04709161;0.25232363;0.5;0.0;0.5;0.8745;-0.13410298;0.38200054;0.5;0.0;0.5;0.80723077;-0.21414569;0.57796043
1;1100;6.89;0.01887671;5247.5;9962.0;1247.5;1247.5;0.0;1.311875;0.27145741;0.0;747.0;747.5;-0.5;1.16611111;0.15367438;;253.0;247.5;5.5;1.0495;0.04831386;0.24149474;167.0;147.5;19.5;1.02892157;0.02851123;0.2462512;97.0;47.5;49.5;1.00913462;0.00909315;0.24703029;48.0;0.0;48.0;0.99009434;-0.00995505;0.2462959;17.0;0.0;17.0;0.97175926;-0.02864718;0.23159326;7.5;0.0;7.5;0.95409091;-0.04699632;0.25212212;0.5;0.0;0.5;0.87458333;-0.1340077;0.38203407;0.5;0.0;0.5;0.80730769;-0.2140504;0.57814574
1;1200;6.88;0.01884932;5248.5;9961.5;1248.5;1248.5;0.0;1.312125;0.27164796;0.0;749.0;748.5;0.5;1.16633333;0.15386492;0.43923792;255.0;248.5;6.5;1.0497;0.04850441;0.25228218;168.0;148.5;19.5;1.02911765;0.02870178;0.24741108;97.5;48.5;49.0;1.00932692;0.0092837;0.24679894;48.5;0.0;48.5;0.99028302;-0.0097645;0.24686509;17.5;0.0;17.5;0.97194444;-0.02845663;0.23334812;7.5;0.0;7.5;0.95427273;-0.04680577;0.25153536;0.5;0.0;0.5;0.87475;-0.13381715;0.38182413;0.5;0.0;0.5;0.80746154;-0.21385986;0.57809756
1;1300;6.87;0.01882192;5249.5;9961.0;1249.5;1249.5;0.0;1.312375;0.27183847;0.0;749.0;749.5;-0.5;1.16655556;0.15405544;;255.0;249.5;5.5;1.0499;0.04869492;0.24329513;168.5;149.5;19.0;1.02931373;0.02889229;0.24603374;98.5;49.5;49.0;1.00951923;0.00947421;0.24837651;49.0;0.0;49.0;0.9904717;-0.00957399;0.24742605;17.5;0.0;17.5;0.97212963;-0.02826612;0.23254198;8.0;0.0;8.0;0.95445455;-0.04661526;0.25513637;0.5;0.0;0.5;0.87491667;-0.13362664;0.38161411;0.5;0.0;0.5;0.80761538;-0.21366934;0.57804968
1;1400;6.86;0.01879452;5251.0;9962.0;1250.5;1251.0;-0.5;1.31275;0.27212417;;751.0;751.0;0.0;1.16688889;0.15434114;0.0;257.0;251.0;6.0;1.0502;0.04898062;0.24963419;170.0;151.0;19.0;1.02960784;0.02917799;0.24767481;99.5;51.0;48.5;1.00980769;0.00975991;0.24882565;49.0;0.0;49.0;0.99075472;-0.00928829;0.24546211;17.5;0.0;17.5;0.97240741;-0.02798042;0.23124462;8.0;0.0;8.0;0.95472727;-0.04632956;0.25415238;0.5;0.0;0.5;0.87516667;-0.13334093;0.38116;0.5;0.0;0.5;0.80784615;-0.21338364;0.57776775
1;1500;6.85;0.01876712;5250.5;9965.0;1250.5;1250.5;0.0;1.312625;0.27202895;0.0;751.0;750.5;0.5;1.16677778;0.15424591;0.44115848;257.0;250.5;6.5;1.0501;0.0488854;0.25432109;170.0;150.5;19.5;1.0295098;0.02908277;0.24991416;99.5;50.5;49.0;1.00971154;0.00966468;0.2501346;49.0;0.0;49.0;0.99066038;-0.00938351;0.2463574;17.5;0.0;17.5;0.97231481;-0.02807564;0.23190289;8.0;0.0;8.0;0.95463636;-0.04642478;0.25472815;0.5;0.0;0.5;0.87508333;-0.13343616;0.38168234;0.5;0.0;0.5;0.80776923;-0.21347887;0.57842384
1;1600;6.84;0.01873973;5250.5;9965.0;1250.5;1250.5;0.0;1.312625;0.27202895;0.0;750.0;750.5;-0.5;1.16677778;0.15424591;;256.0;250.5;5.5;1.0501;0.0488854;0.24455334;169.0;150.5;18.5;1.0295098;0.02908277;0.2449818;98.5;50.5;48.0;1.00971154;0.00966468;0.24666818;49.0;0.0;49.0;0.99066038;-0.00938351;0.24653742;17.5;0.0;17.5;0.97231481;-0.02807564;0.23207234;8.0;0.0;8.0;0.95463636;-0.04642478;0.25491429;0.5;0.0;0.5;0.87508333;-0.13343616;0.38196124;0.5;0.0;0.5;0.80776923;-0.21347887;0.57884651
1;1700;6.83;0.01871233;5251.5;9966.0;1251.5;1251.5;0.0;1.312875;0.27221939;0.0;751.0;751.5;-0.5;1.167;0.15443635;;257.0;251.5;5.5;1.0503;0.04907584;0.2454575;170.0;151.5;18.5;1.02970588;0.02927321;0.24613196;99.5;51.5;48.0;1.00990385;0.00985512;0.24823842;49.5;0.0;49.5;0.99084906;-0.00919307;0.24708528;17.5;0.0;17.5;0.9725;-0.0278852;0.23126142;8.5;0.0;8.5;0.95481818;-0.04623434;0.25838544;0.5;0.0;0.5;0.87525;-0.13324572;0.38175161;0.5;0.0;0.5;0.80792308;-0.21328843;0.57880039
1;1800;6.82;0.01868493;5250.5;9965.0;1250.5;1250.5;0.0;1.312625;0.27202895;0.0;751.0;750.5;0.5;1.16677778;0.15424591;0.44212771;257.0;250.5;6.5;1.0501;0.0488854;0.25487983;169.5;150.5;19.0;1.0295098;0.02908277;0.24791173;99.5;50.5;49.0;1.00971154;0.00966468;0.25068415;49.0;0.0;49.0;0.99066038;-0.00938351;0.24689865;17.5;0.0;17.5;0.97231481;-0.02807564;0.23241238;8.0;0.0;8.0;0.95463636;-0.04642478;0.25528779;0.5;0.0;0.5;0.87508333;-0.13343616;0.38252089;0.5;0.0;0.5;0.80776923;-0.21347887;0.57969464
1;1900;6.81;0.01865753;5250.5;9961.0;1250.5;1250.5;0.0;1.312625;0.27202895;0.0;751.0;750.5;0.5;1.16677778;0.15424591;0.4424522;257.0;250.5;6.5;1.0501;0.0488854;0.2550669;169.5;150.5;19.0;1.0295098;0.02908277;0.24809368;99.5;50.5;49.0;1.00971154;0.00966468;0.25086814;49.0;0.0;49.0;0.99066038;-0.00938351;0.24707986;17.5;0.0;17.5;0.97231481;-0.02807564;0.23258296;8.0;0.0;8.0;0.95463636;-0.04642478;0.25547516;0.5;0.0;0.5;0.87508333;-0.13343616;0.38280164;0.5;0.0;0.5;0.80776923;-0.21347887;0.5801201
1;2000;6.8;0.01863014;5251.5;9963.0;1250.5;1251.5;-1.0;1.312875;0.27221939;;750.0;751.5;-1.5;1.167;0.15443635;;256.0;251.5;4.5;1.0503;0.04907584;0.23504021;169.0;151.5;17.5;1.02970588;0.02927321;0.24145266;98.5;51.5;47.0;1.00990385;0.00985512;0.24511711;49.0;0.0;49.0;0.99084906;-0.00919307;0.24582289;17.5;0.0;17.5;0.9725;-0.0278852;0.23177099;8.0;0.0;8.0;0.95481818;-0.04623434;0.25487933;0.5;0.0;0.5;0.87525;-0.13324572;0.38259278;0.5;0.0;0.5;0.80792308;-0.21328843;0.58007575
1;2100;6.79;0.01860274;5250.0;9960.0;1249.5;1250.0;-0.5;1.3125;0.27193372;;750.0;750.0;0.0;1.16666667;0.15415068;0.0;256.0;250.0;6.0;1.05;0.04879016;0.25018048;169.0;150.0;19.0;1.02941176;0.02898754;0.24796902;98.5;50.0;48.5;1.00961538;0.00956945;0.24870709;49.0;0.0;49.0;0.99056604;-0.00947874;0.24816189;17.5;0.0;17.5;0.97222222;-0.02817088;0.23341668;8.0;0.0;8.0;0.95454545;-0.04652002;0.2562431;0.5;0.0;0.5;0.875;-0.13353139;0.38361031;0.5;0.0;0.5;0.80769231;-0.2135741;0.58120942
1;2200;6.78;0.01857534;5248.5;9962.0;1248.5;1248.5;0.0;1.312125;0.27164796;0.0;749.0;748.5;0.5;1.16633333;0.15386492;0.44246528;255.0;248.5;6.5;1.0497;0.04850441;0.25413586;168.0;148.5;19.5;1.02911765;0.02870178;0.24922896;97.5;48.5;49.0;1.00932692;0.0092837;0.24861233;48.0;0.0;48.0;0.99028302;-0.0097645;0.24686071;17.5;0.0;17.5;0.97194444;-0.02845663;0.23506268;7.5;0.0;7.5;0.95427273;-0.04680577;0.25338355;0.5;0.0;0.5;0.87475;-0.13381715;0.38462963;0.5;0.0;0.5;0.80746154;-0.21385986;0.58234522
1;2300;6.77;0.01854795;5249.5;9961.0;1249.5;1249.5;0.0;1.312375;0.27183847;0.0;749.0;749.5;-0.5;1.16655556;0.15405544;;255.0;249.5;5.5;1.0499;0.04869492;0.2450854;168.5;149.5;19.0;1.02931373;0.02889229;0.24784417;98.5;49.5;49.0;1.00951923;0.00947421;0.25020418;49.0;0.0;49.0;0.9904717;-0.00957399;0.24924672;17.5;0.0;17.5;0.97212963;-0.02826612;0.23425313;8.0;0.0;8.0;0.95445455;-0.04661526;0.25701378;0.5;0.0;0.5;0.87491667;-0.13362664;0.3844222;0.5;0.0;0.5;0.80761538;-0.21366934;0.58230323
1;2400;6.76;0.01852055;5250.5;9962.0;1250.5;1250.5;0.0;1.312625;0.27202895;0.0;750.0;750.5;-0.5;1.16677778;0.15424591;;256.0;250.5;5.5;1.0501;0.0488854;0.24599615;169.0;150.5;18.5;1.0295098;0.02908277;0.24642713;98.5;50.5;48.0;1.00971154;0.00966468;0.24812346;49.0;0.0;49.0;0.99066038;-0.00938351;0.24799193;17.5;0.0;17.5;0.97231481;-0.02807564;0.23344151;8.0;0.0;8.0;0.95463636;-0.04642478;0.25641822;0.5;0.0;0.5;0.87508333;-0.13343616;0.38421472;0.5;0.0;0.5;0.80776923;-0.21347887;0.58226157
1;2500;6.75;0.01849315;5251.5;9959.0;1251.5;1251.5;0.0;1.312875;0.27221939;0.0;751.0;751.5;-0.5;1.167;0.15443635;;257.0;251.5;5.5;1.0503;0.04907584;0.24690778;170.0;151.5;18.5;1.02970588;0.02927321;0.24758622;99.5;51.5;48.0;1.00990385;0.00985512;0.24970513;49.0;0.0;49.0;0.99084906;-0.00919307;0.24673167;18.0;0.0;18.0;0.9725;-0.0278852;0.23516976;8.5;0.0;8.5;0.95481818;-0.04623434;0.2599121;0.5;0.0;0.5;0.87525;-0.13324572;0.38400718;0.5;0.0;0.5;0.80792308;-0.21328843;0.58222022
1;2600;6.74;0.01846575;5249.0;9959.0;1248.5;1249.0;-0.5;1.31225;0.27174322;;749.0;749.0;0.0;1.16644444;0.15396019;0.0;255.0;249.0;6.0;1.0498;0.04859967;0.25036621;168.0;149.0;19.0;1.02921569;0.02879704;0.24790283;98.5;49.0;49.5;1.00942308;0.00937896;0.2518889;48.5;0.0;48.5;0.99037736;-0.00966924;0.24869861;17.5;0.0;17.5;0.97203704;-0.02836137;0.23526665;8.0;0.0;8.0;0.95436364;-0.04671051;0.25797838;0.5;0.0;0.5;0.87483333;-0.13372189;0.38552303;0.5;0.0;0.5;0.80753846;-0.21376459;0.5838342
1;2700;6.73;0.01843836;5248.5;9958.0;1248.5;1248.5;0.0;1.312125;0.27164796;0.0;749.0;748.5;0.5;1.16633333;0.15386492;0.44410587;255.0;248.5;6.5;1.0497;0.04850441;0.25507815;168.0;148.5;19.5;1.02911765;0.02870178;0.25015306;98.5;48.5;50.0;1.00932692;0.0092837;0.25320137;48.5;0.0;48.5;0.99028302;-0.0097645;0.24960102;17.5;0.0;17.5;0.97194444;-0.02845663;0.23593425;8.0;0.0;8.0;0.95427273;-0.04680577;0.25856342;0.5;0.0;0.5;0.87475;-0.13381715;0.38605577;0.5;0.0;0.5;0.80746154;-0.21385986;0.58450446
1;2800;6.72;0.01841096;5248.5;9957.0;1248.5;1248.5;0.0;1.312125;0.27164796;0.0;749.0;748.5;0.5;1.16633333;0.15386492;0.44443618;255.0;248.5;6.5;1.0497;0.04850441;0.25526787;168.0;148.5;19.5;1.02911765;0.02870178;0.25033912;97.5;48.5;49.0;1.00932692;0.0092837;0.24971974;48.0;0.0;48.0;0.99028302;-0.0097645;0.24796032;17.5;0.0;17.5;0.97194444;-0.02845663;0.23610973;7.5;0.0;7.5;0.95427273;-0.04680577;0.25451221;0.5;0.0;0.5;0.87475;-0.13381715;0.38634291;0.5;0.0;0.5;0.80746154;-0.21385986;0.58493919
1;2900;6.71;0.01838356;5249.5;9957.5;1249.5;1249.5;0.0;1.312375;0.27183847;0.0;749.0;749.5;-0.5;1.16655556;0.15405544;;255.0;249.5;5.5;1.0499;0.04869492;0.24617872;168.5;149.5;19.0;1.02931373;0.02889229;0.2489498;98.5;49.5;49.0;1.00951923;0.00947421;0.25132034;48.5;0.0;48.5;0.9904717;-0.00957399;0.24853425;17.5;0.0;17.5;0.97212963;-0.02826612;0.23529813;8.0;0.0;8.0;0.95445455;-0.04661526;0.25816031;0.5;0.0;0.5;0.87491667;-0.13362664;0.38613711;0.5;0.0;0.5;0.80761538;-0.21366934;0.58490088
1;3000;6.7;0.01835616;5250.0;9963.0;1250.5;1250.0;0.5;1.3125;0.27193372;2.5000005;750.0;750.0;0.0;1.16666667;0.15415068;0.0;256.0;250.0;6.0;1.05;0.04879016;0.25185519;169.0;150.0;19.0;1.02941176;0.02898754;0.24962893;98.5;50.0;48.5;1.00961538;0.00956945;0.25037194;49.0;0.0;49.0;0.99056604;-0.00947874;0.24982309;17.5;0.0;17.5;0.97222222;-0.02817088;0.23497918;8.0;0.0;8.0;0.95454545;-0.04652002;0.25795839;0.5;0.0;0.5;0.875;-0.13353139;0.3861782;0.5;0.0;0.5;0.80769231;-0.2135741;0.58510004
1;3100;6.69;0.01832877;5251.5;9960.0;1251.5;1251.5;0.0;1.312875;0.27221939;0.0;752.0;751.5;0.5;1.167;0.15443635;0.44688811;258.0;251.5;6.5;1.0503;0.04907584;0.25809576;170.5;151.5;19.0;1.02970588;0.02927321;0.25129461;99.5;51.5;48.0;1.00990385;0.00985512;0.25082238;49.5;0.0;49.5;0.99084906;-0.00919307;0.24965724;18.0;0.0;18.0;0.9725;-0.0278852;0.23622198;8.5;0.0;8.5;0.95481818;-0.04623434;0.26107503;0.5;0.0;0.5;0.87525;-0.13324572;0.38572534;0.5;0.0;0.5;0.80792308;-0.21328843;0.58482524
1;3200;6.68;0.01830137;5253.0;9963.0;1253.5;1253.0;0.5;1.31325;0.27250498;2.5000005;753.0;753.0;0.0;1.16733333;0.15472195;0.0;259.0;253.0;6.0;1.0506;0.04936143;0.25445979;171.5;153.0;18.5;1.03;0.0295588;0.25035;100.5;53.0;47.5;1.01019231;0.01014072;0.25125703;50.0;0.0;50.0;0.99113208;-0.00890748;0.24947516;18.0;0.0;18.0;0.97277778;-0.02759961;0.23490121;8.5;0.0;8.5;0.95509091;-0.04594875;0.26007192;0.5;0.0;0.5;0.8755;-0.13296013;0.38527211;0.5;0.0;0.5;0.80815385;-0.21300283;0.5845505
1;3300;6.67;0.01827397;5254.0;9963.0;1253.5;1254.0;-0.5;1.3135;0.27269533;;754.0;754.0;0.0;1.16755556;0.15491229;0.0;260.0;254.0;6.0;1.0508;0.04955178;0.25539243;172.5;154.0;18.5;1.03019608;0.02974915;0.25151653;101.5;54.0;47.5;1.01038462;0.01033107;0.25283908;50.0;0.0;50.0;0.99132075;-0.00871713;0.24819556;18.5;0.0;18.5;0.97296296;-0.02740926;0.23660001;8.5;0.0;8.5;0.95527273;-0.0457584;0.25946679;0.5;0.0;0.5;0.87566667;-0.13276978;0.38506592;0.5;0.0;0.5;0.80830769;-0.21281249;0.58451337
1;3400;6.66;0.01824658;5253.5;9966.5;1253.5;1253.5;0.0;1.313375;0.27260016;0.0;754.0;753.5;0.5;1.16744444;0.15481712;0.44886592;259.0;253.5;5.5;1.0507;0.04945661;0.25003749;172.0;153.5;18.5;1.03009804;0.02965398;0.25121563;101.5;53.5;48.0;1.01028846;0.0102359;0.25418866;50.0;0.0;50.0;0.99122642;-0.0088123;0.24911614;18.5;0.0;18.5;0.97287037;-0.02750443;0.23728091;8.5;0.0;8.5;0.95518182;-0.04585357;0.26006186;0.5;0.0;0.5;0.87558333;-0.13286495;0.38560253;0.5;0.0;0.5;0.80823077;-0.21290766;0.58518978
1;3500;6.65;0.01821918;5253.5;9964.0;1253.5;1253.5;0.0;1.313375;0.27260016;0.0;754.0;753.5;0.5;1.16744444;0.15481712;0.44920329;259.5;253.5;6.0;1.0507;0.04945661;0.25540473;172.0;153.5;18.5;1.03009804;0.02965398;0.25140444;101.5;53.5;48.0;1.01028846;0.0102359;0.25437971;50.0;0.0;50.0;0.99122642;-0.0088123;0.24930337;18.5;0.0;18.5;0.97287037;-0.02750443;0.23745925;8.5;0.0;8.5;0.95518182;-0.04585357;0.26025733;0.5;0.0;0.5;0.87558333;-0.13286495;0.38589234;0.5;0.0;0.5;0.80823077;-0.21290766;0.58562961
1;3600;6.64;0.01819178;5253.5;9963.0;1253.5;1253.5;0.0;1.313375;0.27260016;0.0;753.0;753.5;-0.5;1.16744444;0.15481712;;259.0;253.5;5.5;1.0507;0.04945661;0.25041377;171.5;153.5;18.0;1.03009804;0.02965398;0.24895276;100.5;53.5;47.0;1.01028846;0.0102359;0.25085093;50.0;0.0;50.0;0.99122642;-0.0088123;0.24949103;18.0;0.0;18.0;0.97287037;-0.02750443;0.23510649;8.5;0.0;8.5;0.95518182;-0.04585357;0.26045323;0.5;0.0;0.5;0.87558333;-0.13286495;0.38618282;0.5;0.0;0.5;0.80823077;-0.21290766;0.58607043
1;3700;6.63;0.01816438;5252.0;9965.0;1251.5;1252.0;-0.5;1.313;0.2723146;;752.0;752.0;0.0;1.16711111;0.15453156;0.0;258.0;252.0;6.0;1.0504;0.04917104;0.25467269;170.5;152.0;18.5;1.02980392;0.02936842;0.25030895;99.5;52.0;47.5;1.01;0.00995033;0.25080052;49.5;0.0;49.5;0.9909434;-0.00909786;0.25005338;18.0;0.0;18.0;0.97259259;-0.02779;0.23678766;8.5;0.0;8.5;0.95490909;-0.04613914;0.2618528;0.5;0.0;0.5;0.87533333;-0.13315051;0.38721855;0.5;0.0;0.5;0.808;-0.21319322;0.5872272
1;3800;6.62;0.01813699;5251.5;9964.0;1251.5;1251.5;0.0;1.312875;0.27221939;0.0;752.0;751.5;0.5;1.167;0.15443635;0.4492446;257.5;251.5;6.0;1.0503;0.04907584;0.25449206;170.5;151.5;19.0;1.02970588;0.02927321;0.25261971;99.5;51.5;48.0;1.00990385;0.00985512;0.252145;49.5;0.0;49.5;0.99084906;-0.00919307;0.25097371;18.0;0.0;18.0;0.9725;-0.0278852;0.23746761;8.5;0.0;8.5;0.95481818;-0.04623434;0.2624517;0.5;0.0;0.5;0.87525;-0.13324572;0.38775931;0.5;0.0;0.5;0.80792308;-0.21328843;0.58790909
1;3900;6.61;0.01810959;5251.5;9965.0;1251.5;1251.5;0.0;1.312875;0.27221939;0.0;752.0;751.5;0.5;1.167;0.15443635;0.44958429;258.0;251.5;6.5;1.0503;0.04907584;0.25965292;170.5;151.5;19.0;1.02970588;0.02927321;0.25281073;99.5;51.5;48.0;1.00990385;0.00985512;0.25233565;49.5;0.0;49.5;0.99084906;-0.00919307;0.25116348;18.0;0.0;18.0;0.9725;-0.0278852;0.23764717;8.5;0.0;8.5;0.95481818;-0.04623434;0.26265015;0.5;0.0;0.5;0.87525;-0.13324572;0.38805251;0.5;0.0;0.5;0.80792308;-0.21328843;0.58835363
