ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
146700;1;buy;7;5260.0;Mark 55;5262.5;5265.5;5264.5;5247.5;5235.5;5.0;0.0;0.0;0.0;54.0;54.0;5262.5;7;14;7;14;0;0;4;0;0;3;-0.5;1.0;1.0;1.1414588352740727;sell;5.5;4.5;-12.5
164000;1;buy;5;5251.0;Mark 55;5254.5;5252.5;5250.5;5249.0;5255.5;5.0;0.0;0.0;0.0;67.0;67.0;5254.5;14;19;14;19;0;0;0;0;1;1;1.0;0.0;3.0;1.1759762370868034;sell;1.5;-0.5;-2.0
168400;1;buy;3;5248.0;Mark 55;5252.0;5249.5;5249.5;5249.5;5252.5;6.0;0.0;0.0;0.0;67.0;67.0;5252.0;19;22;19;22;0;0;1;0;1;3;-0.5;-2.0;-5.0;1.0456619127772984;sell;1.5;1.5;1.5
190600;1;buy;6;5234.0;Mark 55;5236.5;5239.5;5233.5;5240.5;5256.5;5.0;-0.4783;0.0;0.0;51.0;51.0;5235.304347826087;22;28;22;28;0;0;0;0;1;3;-2.0;3.0;-12.0;1.2574844800755411;sell;5.5;-0.5;6.5
190700;1;sell;3;5239.0;Mark 55;5236.5;5239.5;5233.5;5241.5;5257.5;5.0;0.0;0.0;0.0;60.0;60.0;5236.5;28;25;28;25;1;1;1;0;1;3;-1.0;4.0;-11.0;1.2543974277900287;buy;-0.5;5.5;-2.5
191100;1;buy;8;5237.0;Mark 55;5239.0;5237.5;5235.5;5240.5;5259.5;2.0;0.8571;0.3978;-0.037;65.0;70.0;5239.857142857143;25;33;25;33;2;2;2;0;0;3;2.5;4.0;-9.5;1.2465645065838287;sell;0.5;-1.5;3.5
192600;1;buy;3;5231.0;Mark 55;5233.5;5235.5;5235.5;5243.5;5258.5;5.0;-0.5;0.0;0.0;51.0;51.0;5232.25;33;36;33;36;0;3;3;0;0;3;-3.5;-3.0;-13.0;1.2644834825755362;sell;4.5;4.5;12.5
194400;1;buy;5;5234.0;Mark 55;5236.0;5233.5;5234.5;5240.0;5254.0;6.0;0.0;0.0;0.0;54.0;54.0;5236.0;36;41;36;41;0;1;4;0;0;3;-0.5;1.5;-4.5;1.2413150998947904;ambiguous;-0.5;0.5;6.0
195200;1;sell;3;5236.0;Mark 55;5234.5;5234.5;5236.0;5242.0;5253.5;5.0;-0.4713;0.0;0.0;64.0;64.0;5233.3218390804595;41;38;41;38;0;1;5;0;0;3;-0.5;0.0;-7.0;1.2081585056599526;ambiguous;1.5;0.0;-6.0
196100;1;sell;5;5236.0;Mark 55;5236.5;5233.5;5238.5;5244.5;5256.0;5.0;-0.5833;0.0;0.0;57.0;57.0;5235.041666666667;38;33;38;33;0;2;6;0;0;3;1.0;0.0;2.5;1.115487250002377;ambiguous;2.5;-2.5;-8.5
198900;1;sell;5;5243.0;Mark 55;5241.5;5240.5;5241.5;5246.5;5263.5;5.0;-0.5632;0.0;0.0;68.0;68.0;5240.091954022989;33;28;33;28;0;0;7;0;1;1;0.0;5.0;7.0;1.1481432111824503;ambiguous;2.5;1.5;-3.5
199200;1;sell;5;5243.0;Mark 55;5242.5;5239.5;5241.5;5247.5;5265.0;3.0;-0.75;0.0667;0.0667;80.0;70.0;5241.375;28;23;28;23;1;1;8;0;1;1;1.0;6.5;6.0;1.1531089448751786;ambiguous;3.5;1.5;-4.5
203700;1;sell;3;5241.0;Mark 55;5241.0;5242.5;5245.5;5256.5;5264.5;2.0;-0.2;0.0746;0.0746;72.0;62.0;5240.8;23;20;23;20;0;0;5;0;0;1;0.0;-3.0;3.5;1.2638176197627784;ambiguous;-1.5;-4.5;-15.5
210300;1;buy;5;5250.0;Mark 55;5252.5;5251.5;5255.5;5246.5;5253.5;3.0;-0.2857;0.0694;0.0694;77.0;67.0;5252.071428571428;20;25;20;25;0;0;1;0;0;2;2.0;5.0;12.0;1.128355621933992;sell;1.5;5.5;-3.5
215000;1;buy;4;5249.0;Mark 55;5251.0;5253.5;5253.0;5252.5;5253.5;6.0;0.0;0.0;0.0;65.0;65.0;5251.0;25;29;25;29;0;0;1;0;2;4;-2.0;-6.5;7.5;1.0405021038417817;ambiguous;4.5;4.0;3.5
217100;1;sell;4;5257.0;Mark 55;5253.0;5251.0;5251.5;5254.0;5251.0;6.0;0.0;0.0;0.0;74.0;74.0;5253.0;29;25;29;25;0;0;2;0;0;3;3.0;1.5;7.0;1.0612792476370942;buy;6.0;5.5;3.0
218900;1;buy;8;5249.0;Mark 55;5252.0;5251.5;5244.5;5246.5;5247.5;6.0;0.0;0.0;0.0;71.0;71.0;5252.0;25;33;25;33;0;1;3;0;0;2;-0.5;-1.0;5.5;1.1007088828992788;sell;2.5;-4.5;-2.5
221800;1;buy;7;5241.0;Mark 55;5243.5;5246.5;5248.0;5243.0;5259.0;3.0;-0.6;-0.2093;0.1111;65.0;52.0;5242.6;33;40;33;40;0;0;3;0;0;2;0.0;-6.5;-11.0;1.0578125790047996;sell;5.5;7.0;2.0
225100;1;sell;5;5254.0;Mark 55;5252.5;5250.5;5254.0;5247.0;5256.5;5.0;0.0;0.0;0.0;64.0;64.0;5252.5;40;35;40;35;0;0;3;0;0;0;3.5;6.0;1.0;1.0224248212213378;ambiguous;3.5;0.0;7.0
239400;1;buy;6;5251.0;Mark 55;5253.5;5255.5;5258.5;5265.5;5265.5;5.0;0.4667;0.0;0.0;66.0;66.0;5254.666666666667;35;41;35;41;0;0;0;0;1;1;1.0;3.5;5.5;1.0633682166048115;sell;4.5;7.5;14.5
240200;1;sell;3;5258.0;Mark 55;5255.0;5257.5;5261.5;5265.0;5273.5;6.0;0.0;0.0;0.0;53.0;53.0;5255.0;41;38;41;38;0;1;1;0;1;2;0.5;5.0;8.5;1.0517911707514602;buy;0.5;-3.5;-7.0
245600;1;sell;6;5256.0;Mark 55;5253.5;5256.0;5256.5;5263.5;5274.5;5.0;0.0;0.0;0.0;61.0;61.0;5253.5;38;32;38;32;0;0;2;0;0;3;-1.0;-1.5;8.0;1.113977020207716;buy;0.0;-0.5;-7.5
252400;1;sell;6;5267.0;Mark 55;5264.5;5265.5;5265.0;5253.0;5269.5;5.0;-0.5072;0.0;0.0;52.0;52.0;5263.231884057971;32;26;32;26;0;0;1;0;3;5;2.5;0.0;5.0;1.1795713771590408;buy;1.5;2.0;14.0
253900;1;sell;3;5266.0;Mark 55;5264.5;5265.0;5264.5;5254.5;5263.5;5.0;0.0;0.0;0.0;59.0;59.0;5264.5;26;23;26;23;0;1;2;0;0;4;1.0;2.5;8.0;1.127496266891333;ambiguous;1.0;1.5;11.5
263900;1;sell;7;5257.0;Mark 55;5253.5;5252.5;5250.5;5259.5;5259.0;5.0;-0.5584;0.0;0.0;60.0;60.0;5252.103896103896;23;16;23;16;0;0;1;0;1;2;-2.0;-1.5;-10.0;1.294861245988394;buy;4.5;6.5;-2.5
265600;1;buy;5;5248.0;Mark 55;5250.5;5251.0;5249.0;5259.5;5250.0;5.0;0.0;0.0;0.0;55.0;55.0;5250.5;16;21;16;21;0;1;1;1;1;3;-2.0;-3.0;-13.0;1.362532287794353;sell;3.0;1.0;11.5
265800;1;sell;7;5252.0;Mark 55;5246.5;5252.5;5247.5;5258.5;5249.5;1.0;0.2821;0.2427;-0.0986;64.0;78.0;5246.641025641025;21;14;21;14;1;2;2;1;1;3;-4.5;-7.0;-18.0;1.4114512651922686;buy;-0.5;4.5;-6.5
267400;1;sell;3;5253.0;Mark 55;5251.5;5247.5;5250.5;5251.5;5247.5;5.0;0.0;0.0;0.0;55.0;55.0;5251.5;14;11;14;11;0;2;3;0;1;4;2.5;2.5;-13.0;1.4557199242671568;ambiguous;5.5;2.5;1.5
268700;1;sell;5;5251.0;Mark 55;5247.5;5250.0;5259.0;5255.0;5248.0;5.0;0.5227;0.0;0.0;67.0;67.0;5248.806818181818;11;6;11;6;0;1;4;0;0;3;2.0;-1.5;-8.5;1.3503467643692284;buy;1.0;-8.0;-4.0
276500;1;sell;7;5255.0;Mark 55;5253.5;5251.5;5255.5;5265.5;5250.5;5.0;-0.5122;0.0;0.0;62.0;62.0;5252.219512195122;6;-1;6;-1;0;0;2;0;1;3;-3.0;-5.0;3.5;1.000637486836896;ambiguous;3.5;-0.5;-10.5
277400;1;sell;4;5254.0;Mark 55;5251.5;5253.0;5258.5;5266.5;5252.5;5.0;0.0;0.0;0.0;61.0;61.0;5251.5;-1;-5;-1;-5;0;1;3;0;0;3;2.0;-7.0;1.0;1.0347004592161009;buy;1.0;-4.5;-12.5
278300;1;sell;5;5258.0;Mark 55;5256.5;5256.5;5258.5;5265.5;5251.0;3.0;-0.6;0.0395;0.0395;79.0;73.0;5255.6;-5;-10;-5;-10;0;2;3;0;0;3;4.5;4.0;10.0;1.0395701276984732;buy;1.5;-0.5;-7.5
282200;1;buy;7;5260.0;Mark 55;5259.5;5260.0;5261.5;5272.5;5240.5;5.0;0.5556;0.0;0.0;70.0;70.0;5260.888888888889;-10;-3;-10;-3;0;0;3;0;1;4;2.5;1.0;0.0;1.2206141855225958;ambiguous;0.0;1.5;12.5
283400;1;sell;7;5259.0;Mark 55;5257.5;5260.5;5264.5;5271.0;5241.5;5.0;0.5455;0.0;0.0;68.0;68.0;5258.863636363636;-3;-10;-3;-10;0;1;4;0;0;3;-1.5;5.0;-4.0;1.286442058580442;ambiguous;-1.5;-5.5;-12.0
289100;1;sell;5;5271.0;Mark 55;5268.5;5268.0;5273.5;5268.5;5248.5;5.0;0.0;0.0;0.0;54.0;54.0;5268.5;-10;-15;-10;-15;0;0;2;0;0;3;2.0;1.0;13.5;1.3922915160800173;buy;3.0;-2.5;2.5
297400;1;sell;4;5275.0;Mark 55;5272.5;5271.0;5272.0;5271.5;5246.0;5.0;0.4474;0.0;0.0;55.0;55.0;5273.618421052632;-15;-19;-15;-19;0;0;1;0;1;5;-0.5;-2.5;6.0;1.2738090640596182;buy;4.0;3.0;3.5
310600;1;buy;3;5264.0;Mark 55;5265.5;5264.5;5264.0;5246.5;5248.0;1.0;0.2414;0.3763;-0.0791;64.0;75.0;5265.620689655172;-19;-16;-19;-16;0;0;0;1;2;4;-3.0;-4.0;-4.5;1.1936086297715836;sell;0.5;0.0;-17.5
314500;1;buy;4;5251.0;Mark 55;5253.5;5250.5;5247.5;5250.5;5252.0;5.0;-0.4483;0.0;0.0;63.0;63.0;5252.379310344828;-16;-12;-16;-12;0;0;1;0;1;5;-4.0;-11.0;-12.5;1.033146205792093;sell;-0.5;-3.5;-0.5
318900;1;sell;4;5250.0;Mark 55;5247.5;5248.5;5248.5;5248.5;5251.0;5.0;0.4667;0.0;0.0;55.0;55.0;5248.666666666667;-12;-16;-12;-16;0;0;2;0;0;3;-2.0;2.5;-19.5;0.9687495371603504;buy;1.5;1.5;1.5
321900;1;sell;7;5253.0;Mark 55;5250.0;5253.5;5251.5;5241.5;5249.5;6.0;0.0;0.0;0.0;56.0;56.0;5250.0;-16;-23;-16;-23;0;0;2;0;0;1;4.5;6.5;-15.5;1.1362850702357796;buy;-0.5;1.5;11.5
324100;1;sell;7;5254.0;Mark 55;5254.5;5249.5;5251.5;5247.5;5255.5;3.0;-0.7867;-0.3958;0.0563;75.0;67.0;5253.32;-23;-30;-23;-30;0;0;3;0;0;0;1.5;1.0;-2.0;1.171891314123085;ambiguous;4.5;2.5;6.5
328500;1;buy;4;5249.0;Mark 55;5250.5;5249.5;5245.5;5248.5;5250.5;5.0;0.0;0.0;0.0;63.0;63.0;5250.5;-30;-26;-30;-26;0;0;3;0;0;0;-2.5;0.0;1.0;1.1590221365570559;ambiguous;0.5;-3.5;-0.5
342000;1;buy;6;5249.0;Mark 55;5249.5;5249.5;5250.0;5244.5;5245.0;5.0;0.4493;0.0;0.0;50.0;50.0;5250.623188405797;-26;-20;-26;-20;0;0;0;0;1;3;1.0;-0.5;8.0;1.336562511446961;ambiguous;0.5;1.0;-4.5
345700;1;buy;7;5245.0;Mark 55;5248.5;5246.5;5247.5;5240.5;5242.5;5.0;0.4933;0.0;0.0;56.0;56.0;5249.733333333334;-20;-13;-20;-13;0;0;1;0;1;3;3.0;-3.5;0.0;1.1634153830577252;sell;1.5;2.5;-4.5
358100;1;buy;6;5245.0;Mark 55;5246.5;5247.5;5248.5;5250.5;5238.5;5.0;0.0;0.0;0.0;53.0;53.0;5246.5;-13;-7;-13;-7;0;0;0;0;0;0;0.0;5.0;-1.0;0.976956203798509;ambiguous;2.5;3.5;5.5
364900;1;buy;7;5251.0;Mark 55;5253.5;5253.5;5251.5;5251.5;5236.5;5.0;0.0;0.0;0.0;57.0;57.0;5253.5;-7;0;-7;0;0;0;1;0;0;0;0.0;2.0;11.0;1.0696821853023966;sell;2.5;0.5;0.5
365600;1;buy;8;5250.0;Mark 55;5252.0;5249.0;5250.0;5249.5;5233.5;2.0;0.6667;-0.0376;-0.0376;64.0;69.0;5252.666666666667;0;8;0;8;0;1;2;0;0;0;-0.5;-5.5;10.5;1.066649448896851;sell;-1.0;0.0;-0.5
374100;1;buy;6;5253.0;Mark 55;5254.5;5254.0;5247.5;5249.5;5233.0;5.0;0.5844;0.0;0.0;61.0;61.0;5255.961038961039;8;14;8;14;0;0;2;0;0;1;-1.5;1.5;0.0;1.2060453783110545;ambiguous;1.0;-5.5;-3.5
374400;1;buy;4;5253.0;Mark 55;5254.5;5251.5;5247.5;5248.5;5232.0;5.0;0.4737;0.0;0.0;70.0;70.0;5255.684210526316;14;18;14;18;1;1;3;0;0;1;0.0;2.0;1.0;1.2080951656185446;ambiguous;-1.5;-5.5;-4.5
381700;1;sell;8;5255.0;Mark 55;5251.5;5252.5;5248.5;5242.5;5230.5;5.0;0.4949;0.0;0.0;74.0;74.0;5252.737373737374;18;10;18;10;0;0;2;0;1;1;-1.0;1.5;2.0;1.1007784020868912;buy;2.5;6.5;12.5
383700;1;buy;7;5246.0;Mark 55;5248.5;5249.5;5249.5;5243.5;5231.5;5.0;0.5269;0.0;0.0;71.0;71.0;5249.817204301075;10;17;10;17;0;1;3;0;0;1;-1.0;-4.0;-6.0;1.083094909131001;sell;3.5;3.5;-2.5
385900;1;buy;3;5245.0;Mark 55;5248.5;5245.0;5246.5;5243.5;5232.0;5.0;0.4839;0.0;0.0;46.0;46.0;5249.709677419355;17;20;17;20;0;0;2;0;0;1;0.0;-2.0;1.0;1.0468321572986452;sell;0.0;1.5;-1.5
386000;1;buy;8;5244.0;Mark 55;5247.5;5245.5;5246.5;5243.5;5230.5;5.0;-0.4725;0.0;0.0;67.0;67.0;5246.318681318681;20;28;20;28;1;1;3;0;0;1;-2.0;-3.0;0.0;1.051694159944138;sell;1.5;2.5;-0.5
392300;1;buy;5;5242.0;Mark 55;5245.5;5243.5;5239.5;5240.5;5234.0;5.0;0.52;0.0;0.0;57.0;57.0;5246.8;28;33;28;33;0;0;3;0;0;1;1.5;0.5;-7.0;1.11239595134838;sell;1.5;-2.5;-1.5
394700;1;buy;8;5237.0;Mark 55;5239.5;5239.5;5242.5;5243.5;5241.5;5.0;0.4353;0.0;0.0;61.0;61.0;5240.588235294118;33;41;33;41;0;0;3;0;2;3;-1.0;-5.0;-8.5;1.1785978744673733;sell;2.5;5.5;6.5
398400;1;buy;6;5235.0;Mark 55;5238.5;5238.5;5243.5;5238.5;5249.5;5.0;0.0;0.0;0.0;65.0;65.0;5238.5;41;47;41;47;0;0;2;0;0;5;-1.0;-3.0;-9.5;1.1363524129636553;sell;3.5;8.5;3.5
400100;1;buy;8;5240.0;Mark 55;5241.5;5243.5;5243.5;5236.5;5246.5;5.0;0.0;0.0;0.0;67.0;67.0;5241.5;47;55;47;55;0;1;3;0;0;4;1.0;2.5;-1.5;1.0811856227218954;ambiguous;3.5;3.5;-3.5
402400;1;buy;6;5240.0;Mark 55;5240.5;5244.0;5244.0;5235.5;5249.0;5.0;-0.5;0.0;0.0;66.0;66.0;5239.25;55;61;55;61;0;0;3;0;1;5;-4.0;-3.0;-4.0;1.0699682985881755;ambiguous;4.0;4.0;-4.5
404200;1;sell;4;5247.0;Mark 55;5244.5;5243.5;5242.5;5236.0;5249.5;5.0;0.4177;0.0;0.0;56.0;56.0;5245.544303797468;61;57;61;57;0;1;4;0;1;4;2.0;4.5;4.0;1.031515428471913;buy;3.5;4.5;11.0
406400;1;sell;5;5246.0;Mark 55;5244.0;5243.0;5238.5;5233.5;5246.5;6.0;0.0;0.0;0.0;69.0;69.0;5244.0;57;52;57;52;0;0;4;0;0;2;1.5;0.0;2.5;1.0786582981230826;ambiguous;3.0;7.5;12.5
410600;1;sell;6;5239.0;Mark 55;5235.0;5235.0;5235.5;5225.5;5250.5;6.0;0.0;0.0;0.0;56.0;56.0;5235.0;52;46;52;46;0;0;3;0;0;2;-1.5;-2.5;-8.5;1.167835786592655;buy;4.0;3.5;13.5
415700;1;sell;3;5234.0;Mark 55;5233.5;5233.5;5231.5;5235.5;5254.5;5.0;0.0;0.0;0.0;66.0;66.0;5233.5;46;43;46;43;0;0;2;0;0;2;-0.5;0.0;-10.0;1.0777356499676072;ambiguous;0.5;2.5;-1.5
424500;1;sell;7;5235.0;Mark 55;5232.0;5234.5;5234.5;5230.5;5253.0;6.0;0.0;0.0;0.0;51.0;51.0;5232.0;43;36;43;36;0;0;1;0;0;1;-0.5;3.5;-5.5;1.0344785659834799;buy;0.5;0.5;4.5
426800;1;buy;8;5232.0;Mark 55;5234.5;5234.5;5231.0;5235.0;5255.0;5.0;0.4;0.0;0.0;56.0;56.0;5235.5;36;44;36;44;0;0;1;0;0;1;-1.0;2.0;2.0;1.1279712545570608;sell;2.5;-1.0;3.0
427600;1;sell;8;5237.0;Mark 55;5234.0;5231.5;5230.5;5231.5;5258.5;6.0;0.0;0.0;0.0;50.0;50.0;5234.0;44;36;44;36;0;1;2;0;0;1;-1.5;-1.0;2.5;1.1109504016007445;buy;5.5;6.5;5.5
430200;1;sell;3;5230.0;Mark 55;5227.5;5227.5;5229.5;5234.5;5251.5;5.0;0.4737;0.0;0.0;56.0;56.0;5228.684210526316;36;33;36;33;0;0;3;0;0;0;-3.0;-4.0;0.0;1.143713604046401;buy;2.5;0.5;-4.5
431700;1;sell;4;5233.0;Mark 55;5229.5;5229.5;5231.5;5232.5;5243.5;5.0;0.3976;0.0;0.0;58.0;58.0;5230.493975903614;33;29;33;29;0;1;4;0;1;1;-1.0;-1.0;1.0;1.1611988710293288;buy;3.5;1.5;0.5
432100;1;sell;3;5234.0;Mark 55;5231.5;5229.0;5230.0;5233.5;5243.5;5.0;0.0;0.0;0.0;62.0;62.0;5231.5;29;26;29;26;1;2;5;0;1;1;2.0;4.0;2.0;1.1632399717664068;buy;5.0;4.0;0.5
445900;1;sell;4;5249.0;Mark 55;5245.0;5248.5;5253.5;5246.5;5239.5;6.0;0.0;0.0;0.0;60.0;60.0;5245.0;26;22;26;22;0;0;0;0;1;2;2.0;5.5;13.0;1.006508763920002;buy;0.5;-4.5;2.5
458400;1;sell;3;5248.0;Mark 55;5245.5;5246.0;5250.5;5249.5;5262.5;5.0;0.5181;0.0;0.0;63.0;63.0;5246.795180722892;22;19;22;19;0;0;0;0;0;4;2.0;-1.0;-4.0;1.1799605533484678;buy;2.0;-2.5;-1.5
