ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
53000;1;sell;4;9961.0;Mark 14;9969.0;9968.0;9947.5;9942.5;9945.0;16.0;0.0;0.0;0.0;36.0;36.0;9969.0;-13;-17;-13;-17;0;1;4;0;0;0;-2.0;-10.0;13.0;2.2468674698791884;sell;-7.0;13.5;18.5
59300;1;sell;4;9949.0;Mark 14;9954.0;9955.0;9952.0;9957.5;9968.0;16.0;0.0;0.0;0.0;38.0;38.0;9954.0;-17;-21;-17;-21;0;0;2;0;0;0;-2.0;5.5;-21.0;2.199737024102338;ambiguous;-6.0;-3.0;-8.5
61100;1;buy;2;9961.0;Mark 14;9953.0;9953.0;9942.0;9963.0;9959.0;16.0;0.0;0.0;0.0;40.0;40.0;9953.0;-21;-19;-21;-19;0;1;3;0;0;0;-1.0;-2.0;-23.0;2.103764220515423;buy;-8.0;-19.0;2.0
61400;1;buy;2;9962.0;Mark 14;9952.0;9948.0;9937.0;9961.0;9957.0;16.0;0.0;0.0;0.0;41.0;41.0;9952.0;-19;-17;-19;-17;1;1;4;0;0;0;-2.0;-5.0;-24.0;2.105024816144461;buy;-14.0;-25.0;-1.0
63200;1;buy;5;9950.0;Mark 14;9942.0;9937.0;9937.0;9971.0;9950.0;16.0;0.0;0.0;0.0;44.0;44.0;9942.0;-17;-12;-17;-12;0;1;3;0;0;0;1.5;-10.0;-25.0;2.1122224130260485;buy;-13.0;-13.0;21.0
64300;1;sell;4;9933.0;Mark 14;9940.0;9937.0;9951.0;9983.0;9945.0;16.0;0.0;0.0;0.0;38.0;38.0;9940.0;-12;-16;-12;-16;0;1;4;0;0;0;2.0;-2.0;-12.0;1.9268057372096403;ambiguous;-4.0;-18.0;-50.0
65400;1;sell;4;9930.0;Mark 14;9939.0;9942.5;9956.0;9983.0;9946.0;16.0;0.0;0.0;0.0;43.0;43.0;9939.0;-16;-20;-16;-20;0;1;5;0;0;0;-0.5;2.0;-5.0;1.9955695239008755;sell;-12.5;-26.0;-53.0
65900;1;sell;2;9935.0;Mark 14;9946.5;9948.5;9958.0;9983.0;9947.0;9.0;-0.25;-0.4286;0.0698;46.0;40.0;9945.375;-20;-22;-20;-22;1;2;6;0;0;0;8.5;6.5;-2.0;2.3027423176313193;sell;-13.5;-23.0;-48.0
69500;1;sell;2;9952.0;Mark 14;9954.0;9957.0;9965.0;9983.0;9956.0;8.0;0.1111;0.28;-0.1111;32.0;40.0;9954.444444444445;-22;-24;-22;-24;0;0;6;0;0;0;-7.0;-3.0;-1.0;2.0973525856624198;ambiguous;-5.0;-13.0;-31.0
73500;1;sell;3;9966.0;Mark 14;9971.5;9980.0;9980.0;9975.0;9949.0;15.0;0.0;0.0;0.0;44.0;44.0;9971.5;-24;-27;-24;-27;0;0;4;0;0;0;4.5;6.5;35.5;2.3236165690147805;ambiguous;-14.0;-14.0;-9.0
76600;1;buy;3;9995.0;Mark 14;9987.0;9991.0;9990.0;9964.0;9949.0;16.0;0.0;0.0;0.0;41.0;41.0;9987.0;-27;-24;-27;-24;0;0;2;0;0;0;2.0;5.0;39.0;2.148845975548256;buy;-4.0;-5.0;-31.0
78500;1;buy;4;10000.0;Mark 14;9991.0;9989.5;9981.0;9960.0;9962.0;16.0;0.0;0.0;0.0;38.0;38.0;9991.0;-24;-20;-24;-20;0;1;3;0;0;0;-4.0;4.0;32.0;2.272267069007207;buy;-10.5;-19.0;-40.0
79000;1;sell;3;9982.0;Mark 14;9991.0;9983.0;9982.0;9967.0;9961.0;16.0;0.0;0.0;0.0;39.0;39.0;9991.0;-20;-23;-20;-23;1;1;4;0;0;0;-1.0;1.0;30.0;2.2750493188329193;sell;-1.0;0.0;15.0
79800;1;buy;6;9994.0;Mark 14;9987.0;9980.0;9970.0;9965.0;9959.0;16.0;0.0;0.0;0.0;38.0;38.0;9987.0;-23;-17;-23;-17;0;2;4;0;0;0;-1.0;-8.0;29.0;2.408958554693881;ambiguous;-14.0;-24.0;-29.0
81300;1;sell;6;9970.0;Mark 14;9979.0;9970.0;9975.0;9958.0;9949.0;16.0;0.0;0.0;0.0;41.0;41.0;9979.0;-17;-23;-17;-23;0;1;5;0;0;0;-6.0;-9.0;14.0;2.4246632631353164;sell;0.0;-5.0;12.0
81700;1;buy;3;9980.0;Mark 14;9974.0;9969.0;9973.0;9958.0;9951.0;16.0;0.0;0.0;0.0;38.0;38.0;9974.0;-23;-20;-23;-20;1;2;6;0;0;0;-5.0;-13.0;8.0;2.4149231649184935;ambiguous;-11.0;-7.0;-22.0
81900;1;buy;2;9978.0;Mark 14;9970.0;9971.0;9972.0;9959.0;9948.5;16.0;0.0;0.0;0.0;35.0;35.0;9970.0;-20;-18;-20;-18;1;2;7;0;0;0;-3.0;-16.0;10.0;2.388926260198428;buy;-7.0;-6.0;-19.0
82300;1;buy;3;9977.0;Mark 14;9969.0;9971.0;9973.0;9964.0;9956.0;16.0;0.0;0.0;0.0;41.0;41.0;9969.0;-18;-15;-18;-15;1;3;8;0;0;0;-1.0;-11.0;4.0;2.428447531347739;buy;-6.0;-4.0;-13.0
92100;1;sell;4;9955.0;Mark 14;9961.0;9966.0;9970.0;9952.0;9966.0;16.0;0.0;0.0;0.0;33.0;33.0;9961.0;-15;-19;-15;-19;0;0;1;0;0;0;2.0;0.0;-12.0;2.2619948613965484;ambiguous;-11.0;-15.0;3.0
92500;1;sell;2;9956.0;Mark 14;9965.0;9963.0;9964.0;9949.5;9962.0;16.0;0.0;0.0;0.0;32.0;32.0;9965.0;-19;-21;-19;-21;1;1;1;0;0;0;4.0;7.0;-8.0;2.2323460851702865;sell;-7.0;-8.0;6.5
94400;1;buy;4;9974.0;Mark 14;9965.0;9966.0;9964.0;9954.0;9955.0;16.0;0.0;0.0;0.0;39.0;39.0;9965.0;-21;-17;-21;-17;0;1;2;0;0;0;-3.0;0.0;-5.0;1.8876190838010851;buy;-8.0;-10.0;-20.0
97100;1;sell;2;9950.0;Mark 14;9959.0;9959.0;9952.0;9960.0;9958.0;16.0;0.0;0.0;0.0;34.0;34.0;9959.0;-17;-19;-17;-19;0;0;3;0;0;0;-4.0;-3.0;-2.0;2.021249728321155;sell;-9.0;-2.0;-10.0
98600;1;buy;2;9962.0;Mark 14;9952.0;9952.0;9952.5;9964.0;9964.0;16.0;0.0;0.0;0.0;45.0;45.0;9952.0;-19;-17;-19;-17;0;1;4;0;0;0;1.0;-11.0;-10.5;2.0612744014184687;buy;-10.0;-9.5;2.0
99000;1;buy;3;9961.0;Mark 14;9952.0;9951.5;9944.0;9964.0;9965.0;16.0;0.0;0.0;0.0;37.0;37.0;9952.0;-17;-14;-17;-14;1;2;5;0;0;0;0.0;-7.0;-15.0;2.077360584310095;buy;-9.5;-17.0;3.0
101400;1;sell;5;9936.0;Mark 14;9942.0;9951.0;9948.0;9957.0;9953.0;16.0;0.0;0.0;0.0;31.0;31.0;9942.0;-14;-19;-14;-19;0;0;6;0;0;0;-2.5;-9.0;-18.0;2.3809582841327845;ambiguous;-15.0;-12.0;-21.0
101500;1;sell;6;9935.0;Mark 14;9944.0;9951.0;9948.0;9957.0;9954.0;16.0;0.0;0.0;0.0;34.0;34.0;9944.0;-19;-25;-19;-25;1;1;7;0;0;0;0.0;-7.5;-16.0;2.3908794320769715;sell;-16.0;-13.0;-22.0
103100;1;buy;4;9952.0;Mark 14;9945.0;9951.0;9950.0;9950.0;9955.0;16.0;0.0;0.0;0.0;41.0;41.0;9945.0;-25;-21;-25;-21;0;2;6;0;0;0;-3.0;5.0;-20.0;2.6627994609599965;ambiguous;-1.0;-2.0;-2.0
103500;1;sell;3;9940.0;Mark 14;9948.0;9953.0;9945.5;9947.0;9958.0;16.0;0.0;0.0;0.0;41.0;41.0;9948.0;-21;-24;-21;-24;1;2;7;0;0;0;3.0;5.0;-21.0;2.6458380783454554;sell;-13.0;-5.5;-7.0
107100;1;sell;5;9952.0;Mark 14;9961.5;9960.0;9965.0;9959.0;9964.0;9.0;0.0;-0.2857;0.122;46.0;36.0;9961.5;-24;-29;-24;-29;0;0;7;0;0;0;4.5;11.5;3.5;2.704515981316171;sell;-8.0;-13.0;-7.0
109100;1;sell;2;9957.0;Mark 14;9964.0;9966.0;9959.0;9952.0;9962.0;16.0;0.0;0.0;0.0;33.0;33.0;9964.0;-29;-31;-29;-31;0;1;5;0;0;0;0.0;4.0;12.0;2.6762053916766058;ambiguous;-9.0;-2.0;5.0
112700;1;sell;2;9948.0;Mark 14;9955.0;9950.0;9945.0;9947.0;9970.0;16.0;0.0;0.0;0.0;33.0;33.0;9955.0;-31;-33;-31;-33;0;0;4;0;0;0;1.0;0.0;6.5;2.2637307910116133;ambiguous;-2.0;3.0;1.0
113900;1;buy;2;9956.0;Mark 14;9949.0;9948.0;9947.0;9942.0;9961.0;16.0;0.0;0.0;0.0;33.0;33.0;9949.0;-33;-31;-33;-31;0;1;3;0;0;0;2.0;-7.0;-3.0;2.2850172753344067;ambiguous;-8.0;-9.0;-14.0
115500;1;sell;3;9937.0;Mark 14;9946.0;9949.0;9969.0;9946.0;9968.5;16.0;0.0;0.0;0.0;37.0;37.0;9946.0;-31;-34;-31;-34;0;1;4;0;0;0;1.0;-1.0;0.5;2.346817046549324;sell;-12.0;-32.0;-9.0
119400;1;buy;3;9962.0;Mark 14;9952.0;9957.0;9953.5;9959.0;9966.0;16.0;0.0;0.0;0.0;35.0;35.0;9952.0;-34;-31;-34;-31;0;0;3;0;0;0;3.0;-14.0;-14.0;2.241753016293866;buy;-5.0;-8.5;-3.0
120700;1;buy;2;9958.0;Mark 14;9950.0;9954.0;9947.0;9955.5;9976.0;16.0;0.0;0.0;0.0;33.0;33.0;9950.0;-31;-29;-31;-29;0;1;4;0;0;0;0.0;-2.0;-5.0;2.3088487549440773;buy;-4.0;-11.0;-2.5
126000;1;buy;4;9953.0;Mark 14;9947.0;9946.0;9955.0;9953.0;9992.0;16.0;0.0;0.0;0.0;44.0;44.0;9947.0;-29;-25;-29;-25;0;0;2;0;0;0;1.0;3.0;-2.0;2.0559339983697154;ambiguous;-7.0;2.0;0.0
129500;1;buy;6;9967.0;Mark 14;9959.0;9957.0;9951.0;9964.0;9998.0;16.0;0.0;0.0;0.0;33.0;33.0;9959.0;-25;-19;-25;-19;0;0;2;0;0;0;-2.0;6.0;3.0;2.0594916772783267;buy;-10.0;-16.0;-3.0
129800;1;sell;4;9951.0;Mark 14;9959.0;9958.5;9951.0;9968.0;9998.0;16.0;0.0;0.0;0.0;40.0;40.0;9959.0;-19;-23;-19;-23;1;1;3;0;0;0;-3.0;2.5;5.0;2.068883158301059;sell;-7.5;0.0;-17.0
130800;1;sell;5;9946.0;Mark 14;9955.5;9949.0;9960.5;9961.0;10003.0;15.0;0.0;0.0;0.0;41.0;41.0;9955.5;-23;-28;-23;-28;0;2;3;0;0;0;-3.0;-7.5;6.5;1.9830678007206088;sell;-3.0;-14.5;-15.0
133700;1;sell;4;9948.0;Mark 14;9958.0;9955.0;9957.0;9954.0;10013.0;16.0;0.0;0.0;0.0;40.0;40.0;9958.0;-28;-32;-28;-32;0;0;4;0;0;0;1.0;7.0;10.0;2.134350843968839;sell;-7.0;-9.0;-6.0
134500;1;sell;6;9944.0;Mark 14;9951.0;9956.0;9951.0;9953.0;10018.0;16.0;0.0;0.0;0.0;33.0;33.0;9951.0;-32;-38;-32;-38;0;1;5;0;0;0;-7.0;-12.0;6.0;2.1346973944856624;ambiguous;-12.0;-7.0;-9.0
137800;1;sell;3;9942.0;Mark 14;9950.0;9952.5;9968.0;9966.0;10026.0;16.0;0.0;0.0;0.0;35.0;35.0;9950.0;-38;-41;-38;-41;0;0;5;0;0;0;-7.0;-4.0;-6.5;2.04327730489014;sell;-10.5;-26.0;-24.0
138100;1;buy;2;9959.0;Mark 14;9953.5;9963.0;9965.0;9963.0;10029.0;15.0;0.0;0.0;0.0;39.0;39.0;9953.5;-41;-39;-41;-39;1;1;6;0;0;0;-0.5;0.5;-4.5;2.038878317455073;ambiguous;4.0;6.0;4.0
145600;1;buy;5;9962.0;Mark 14;9954.0;9957.0;9964.0;9959.0;10003.0;16.0;0.0;0.0;0.0;40.0;40.0;9954.0;-39;-34;-39;-34;0;0;2;0;0;0;6.5;-2.0;-4.0;2.2152784074716068;buy;-5.0;2.0;-3.0
146500;1;buy;6;9963.0;Mark 14;9953.0;9959.0;9964.0;9959.0;10003.0;16.0;0.0;0.0;0.0;33.0;33.0;9953.0;-34;-28;-34;-28;0;1;3;0;0;0;-5.0;0.0;2.0;2.230322701567473;buy;-4.0;1.0;-4.0
148000;1;buy;3;9972.0;Mark 14;9960.5;9964.0;9965.0;9955.0;10001.0;7.0;0.2632;0.283;-0.0933;34.0;41.0;9961.421052631578;-28;-25;-28;-25;0;1;3;0;0;0;-0.5;2.5;7.0;2.26525145326422;buy;-8.0;-7.0;-17.0
151100;1;sell;4;9945.0;Mark 14;9953.0;9956.0;9955.0;9966.0;10016.0;16.0;0.0;0.0;0.0;38.0;38.0;9953.0;-25;-29;-25;-29;0;0;3;0;0;0;-5.0;-12.0;-2.0;2.1140692628380764;sell;-11.0;-10.0;-21.0
151200;1;sell;6;9944.0;Mark 14;9953.0;9952.0;9957.0;9963.5;10020.0;16.0;0.0;0.0;0.0;42.0;42.0;9953.0;-29;-35;-29;-35;1;1;4;0;0;0;-4.0;-12.0;-4.0;2.1042006660040666;sell;-8.0;-13.0;-19.5
152700;1;sell;5;9944.0;Mark 14;9953.0;9957.0;9955.0;9970.0;10025.0;16.0;0.0;0.0;0.0;36.0;36.0;9953.0;-35;-40;-35;-40;0;2;5;0;0;0;-0.5;-4.0;-12.0;2.0817762776427506;sell;-13.0;-11.0;-26.0
155900;1;buy;4;9966.0;Mark 14;9957.0;9957.0;9959.0;9969.0;10013.0;16.0;0.0;0.0;0.0;36.0;36.0;9957.0;-40;-36;-40;-36;0;0;5;0;0;0;-3.0;3.0;-1.0;2.0399789536196447;buy;-9.0;-7.0;3.0
156400;1;sell;6;9949.0;Mark 14;9956.0;9962.0;9954.0;9970.0;10010.0;16.0;0.0;0.0;0.0;38.0;38.0;9956.0;-36;-42;-36;-42;1;1;6;0;0;0;-2.5;-4.0;3.0;2.026115083704541;ambiguous;-13.0;-5.0;-21.0
159900;1;sell;3;9961.0;Mark 14;9964.0;9965.0;9961.0;9965.0;10009.0;16.0;0.0;0.0;0.0;36.0;36.0;9964.0;-42;-45;-42;-45;0;0;5;0;0;0;-1.0;5.0;-4.5;2.1368471406442104;ambiguous;-4.0;0.0;-4.0
161200;1;sell;6;9956.0;Mark 14;9966.0;9967.0;9971.0;9981.0;10006.0;16.0;0.0;0.0;0.0;36.0;36.0;9966.0;-45;-51;-45;-51;0;1;5;0;0;0;0.0;1.0;14.0;2.129684858415361;sell;-11.0;-15.0;-25.0
164300;1;buy;5;9973.0;Mark 14;9964.0;9971.0;9969.0;9977.0;9987.0;16.0;0.0;0.0;0.0;42.0;42.0;9964.0;-51;-46;-51;-46;0;0;4;0;0;0;2.0;-4.0;5.0;2.3262825825799616;buy;-2.0;-4.0;4.0
167300;1;sell;3;9957.0;Mark 14;9966.0;9960.0;9966.0;9998.0;10000.0;16.0;0.0;0.0;0.0;39.0;39.0;9966.0;-46;-49;-46;-49;0;0;3;0;0;0;-4.0;-2.0;3.0;2.2290757492852107;sell;-3.0;-9.0;-41.0
171400;1;buy;6;9992.0;Mark 14;9983.0;9977.0;9971.0;10009.0;10008.0;16.0;0.0;0.0;0.0;36.0;36.0;9983.0;-49;-43;-49;-43;0;0;2;0;0;0;3.5;17.0;15.0;2.3229797842541076;buy;-15.0;-21.0;17.0
174200;1;buy;5;9988.0;Mark 14;9977.0;9981.0;9997.0;10014.0;9988.0;16.0;0.0;0.0;0.0;32.0;32.0;9977.0;-43;-38;-43;-38;0;0;3;0;0;0;0.0;3.0;13.0;2.1433310459786306;buy;-7.0;9.0;26.0
174400;1;buy;6;9991.0;Mark 14;9977.0;9986.0;10001.0;10016.0;9986.0;8.0;0.4667;0.4545;-0.0476;40.0;44.0;9978.866666666667;-38;-32;-38;-32;1;1;3;0;0;0;-1.0;3.0;10.0;2.1753669120215493;buy;-5.0;10.0;25.0
178000;1;sell;3;9988.0;Mark 14;9993.0;9994.0;10002.0;10026.0;9982.0;16.0;0.0;0.0;0.0;37.0;37.0;9993.0;-32;-35;-32;-35;0;0;3;0;0;0;-7.0;1.0;31.0;2.2725701404715593;ambiguous;-6.0;-14.0;-38.0
182100;1;sell;3;10012.0;Mark 14;10018.0;10019.0;10013.0;10022.0;10010.0;16.0;0.0;0.0;0.0;38.0;38.0;10018.0;-35;-38;-35;-38;0;0;3;0;0;0;6.0;16.0;44.0;1.9948024495097618;ambiguous;-7.0;-1.0;-10.0
182800;1;sell;5;10010.0;Mark 14;10017.0;10008.5;10020.0;10015.0;10011.0;16.0;0.0;0.0;0.0;43.0;43.0;10017.0;-38;-43;-38;-43;0;1;4;0;0;0;-1.0;14.0;46.0;2.0103928522722367;ambiguous;1.5;-10.0;-5.0
185800;1;buy;4;10040.0;Mark 14;10031.0;10023.0;10026.0;10004.0;10007.0;16.0;0.0;0.0;0.0;43.0;43.0;10031.0;-43;-39;-43;-39;0;0;3;0;0;0;8.0;17.0;39.0;2.091677504828527;buy;-17.0;-14.0;-36.0
188400;1;sell;4;10021.0;Mark 14;10028.5;10026.0;10026.0;10003.0;10015.0;17.0;0.0;0.0;0.0;40.0;40.0;10028.5;-39;-43;-39;-43;0;0;3;0;0;0;3.5;3.5;32.5;2.0830746701989162;ambiguous;-5.0;-5.0;18.0
192800;1;sell;5;10007.0;Mark 14;10015.0;10016.0;10007.0;10025.0;10007.0;16.0;0.0;0.0;0.0;45.0;45.0;10015.0;-43;-48;-43;-48;0;0;3;0;0;0;-4.0;-13.0;-3.0;2.257219821442752;sell;-9.0;0.0;-18.0
193400;1;buy;4;10026.0;Mark 14;10016.0;10015.0;10004.0;10021.0;10008.0;16.0;0.0;0.0;0.0;43.0;43.0;10016.0;-48;-44;-48;-44;0;1;3;0;0;0;0.0;-8.0;3.0;2.1576949235051996;buy;-11.0;-22.0;-5.0
199400;1;buy;3;10029.0;Mark 14;10016.0;10016.0;10020.5;10014.0;10005.0;16.0;0.0;0.0;0.0;36.0;36.0;10016.0;-44;-41;-44;-41;0;0;2;0;0;0;1.0;13.0;-18.0;2.1525818951730957;buy;-13.0;-8.5;-15.0
202700;1;buy;5;10033.0;Mark 14;10023.0;10022.0;10010.0;9999.0;9996.0;16.0;0.0;0.0;0.0;36.0;36.0;10023.0;-41;-36;-41;-36;0;0;3;0;0;0;1.0;7.0;8.0;2.1054367702379606;buy;-11.0;-23.0;-34.0
203200;1;sell;6;10014.0;Mark 14;10022.0;10019.0;10011.0;10000.0;9994.0;16.0;0.0;0.0;0.0;38.0;38.0;10022.0;-36;-42;-36;-42;1;1;3;0;0;0;-3.0;2.0;6.0;2.129960315550939;sell;-5.0;3.0;14.0
210600;1;sell;5;9990.0;Mark 14;9999.0;10004.0;10002.0;10006.0;9984.0;16.0;0.0;0.0;0.0;33.0;33.0;9999.0;-42;-47;-42;-47;0;0;2;0;0;0;-4.0;-13.0;-15.0;2.136094975585104;sell;-14.0;-12.0;-16.0
211100;1;sell;6;9996.0;Mark 14;10001.0;10006.0;10002.0;10002.0;9989.0;16.0;0.0;0.0;0.0;39.0;39.0;10001.0;-47;-53;-47;-53;1;1;3;0;0;0;3.0;-10.0;-15.0;2.150234360558399;ambiguous;-10.0;-6.0;-6.0
217500;1;buy;4;10011.0;Mark 14;10002.0;10001.0;10004.0;9981.0;9994.0;16.0;0.0;0.0;0.0;40.0;40.0;10002.0;-53;-49;-53;-49;0;0;2;0;0;0;7.0;16.0;-8.0;2.109031888953216;buy;-10.0;-7.0;-30.0
218500;1;buy;5;10017.0;Mark 14;10008.0;10005.0;10004.0;9987.0;9992.0;16.0;0.0;0.0;0.0;32.0;32.0;10008.0;-49;-44;-49;-44;0;1;3;0;0;0;7.0;12.0;-2.0;2.1484304723544985;buy;-12.0;-13.0;-30.0
218900;1;buy;3;10014.0;Mark 14;10010.0;10004.0;10007.0;9987.0;9984.0;16.0;0.0;0.0;0.0;35.0;35.0;10010.0;-44;-41;-44;-41;1;2;4;0;0;0;2.0;12.0;-6.0;2.1382433166446213;ambiguous;-10.0;-7.0;-27.0
221200;1;buy;5;10011.0;Mark 14;10002.0;10007.0;9995.0;10009.0;9978.0;16.0;0.0;0.0;0.0;31.0;31.0;10002.0;-41;-36;-41;-36;0;0;3;0;0;0;-2.0;-1.0;-4.0;2.138720432706576;buy;-4.0;-16.0;-2.0
226100;1;sell;5;9974.0;Mark 14;9979.0;9982.0;9981.0;10009.0;9982.0;16.0;0.0;0.0;0.0;30.0;30.0;9979.0;-36;-41;-36;-41;0;0;4;0;0;0;-3.0;-7.0;-13.0;2.0908480935815565;ambiguous;-8.0;-7.0;-35.0
230000;1;buy;4;9998.0;Mark 14;9987.0;9997.0;10010.0;10011.0;9963.5;16.0;0.0;0.0;0.0;40.0;40.0;9987.0;-41;-37;-41;-37;0;0;2;0;0;0;0.0;5.0;-16.0;1.9053728960154008;buy;-1.0;12.0;13.0
230800;1;buy;3;10007.0;Mark 14;9998.0;10010.0;10011.0;10023.5;9964.0;16.0;0.0;0.0;0.0;41.0;41.0;9998.0;-37;-34;-37;-34;0;1;3;0;0;0;9.0;12.0;-7.0;2.0163599829542087;buy;3.0;4.0;16.5
235900;1;sell;3;9998.0;Mark 14;10007.0;10013.0;10019.0;10006.0;9978.0;16.0;0.0;0.0;0.0;33.0;33.0;10007.0;-34;-37;-34;-37;0;0;3;0;0;0;-1.0;0.0;27.0;2.2476393084686364;sell;-15.0;-21.0;-8.0
238200;1;buy;2;10025.0;Mark 14;10018.0;10017.0;10015.0;10017.0;9958.0;16.0;0.0;0.0;0.0;42.0;42.0;10018.0;-37;-35;-37;-35;0;0;3;0;0;0;0.0;9.0;34.0;2.2715260574176996;ambiguous;-8.0;-10.0;-8.0
239600;1;sell;4;10006.0;Mark 14;10018.0;10010.0;10012.0;10006.0;9951.0;16.0;0.0;0.0;0.0;36.0;36.0;10018.0;-35;-39;-35;-39;0;1;4;0;0;0;3.0;-2.0;35.0;2.2136542817371367;sell;-4.0;-6.0;0.0
239700;1;buy;6;10021.0;Mark 14;10014.0;10015.0;10010.0;10005.0;9951.0;16.0;0.0;0.0;0.0;41.0;41.0;10014.0;-39;-33;-39;-33;1;2;5;0;0;0;-1.0;-4.0;31.0;2.2558407451780247;ambiguous;-6.0;-11.0;-16.0
